Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
1, 48857044.7758442, 18282704.9232019, 12214.5624318148, 13150.8201942195, 850830.548196503, 2561425.98234806, 261.630265089517
