Name, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "30 kV Losses", "12.5 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "30 kV Line Loss", "12.5 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "30 kV Load Loss", "12.5 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "30 kV No Load Loss", "12.5 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "30 kV Load Energy", "12.5 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
"subxf", 48857044.7758886, 18282704.923241, 12214.5624318393, 13150.8201942521, 48006224.0819299, 15721278.3854805, 11952.9396299586, 12582.0492635276, 6495529.09099629, 0, 8744643.68282298, 0, 850830.548196503, 2561425.98234806, 261.630265089517, 944.483565580211, 640728.88897628, 2561425.98234806, 210101.659220224, 4.79638308237274E-014, 238.691862758498, 25.441123247685, 344351.76062023, 506478.787576274, 344351.760932141, 3.21859170085902E-018, 344351.76062023, 0, 0, 0, 0, 0, 42602.4267761443, 808228.121420361, 0, 0, 0, 0, 0, 0, 344351.76062023, 0, 0, 0, 0, 0, 42602.4267761443, 253774.701579906, 0, 0, 0, 0, 0, 0, 210101.659220224, 0, 0, 0, 0, 0, 0, 48006224.0819299, 0, 0, 0, 0, 0
