"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
1366, 213.139343120204, 47.9756946665627, 10053.7966509234, 10868.4907561419, 25.1118276334823, 1.85292882229734, 192.007970746704
1367, 454.427856697812, 130.58728336239, 10053.7966509234, 10868.4907561419, 25.6341195987486, 4.34108106393448, 192.007970746704
1368, 598.724791150391, 179.507371016312, 10053.7966509234, 10868.4907561419, 25.7764310830348, 4.8828833170252, 192.007970746704
1369, 958.932483353002, 305.012208078571, 10053.7966509234, 10868.4907561419, 26.805778753841, 9.0999292024491, 192.007970746704
1370, 881.103821528772, 276.069795716784, 10053.7966509234, 10868.4907561419, 26.7858613317546, 9.28572807179272, 192.007970746704
1371, 588.677443724038, 172.563053352249, 10053.7966509234, 10868.4907561419, 25.6970572665515, 4.52536776552293, 192.007970746704
1372, 1262.29578253217, 405.6813692741, 10053.7966509234, 10868.4907561419, 28.1549046408383, 15.1454517980616, 192.007970746704
1373, 1464.90330224726, 475.931079984259, 10053.7966509234, 10868.4907561419, 28.7624315887329, 17.3456086518323, 192.007970746704
1374, 912.692280430617, 285.677377286524, 10053.7966509234, 10868.4907561419, 26.4520774537325, 7.58059537106507, 192.007970746704
1375, 7616.41577156353, 2825.08757587377, 10053.7966509234, 10868.4907561419, 114.421980744499, 364.9513941187, 192.007970746704
1376, 7572.54875742793, 2820.02657372601, 10053.7966509234, 10868.4907561419, 114.350473063789, 363.188110928084, 192.007970746704
1377, 7805.49538081897, 2996.40711672075, 10053.7966509234, 10868.4907561419, 121.038619890794, 391.362089508833, 192.007970746704
1378, 7858.77066221324, 3119.19619149871, 10053.7966509234, 10868.4907561419, 125.651955894052, 412.233947476458, 192.007970746704
1379, 8043.53662315595, 3292.64986515058, 10053.7966509234, 10868.4907561419, 134.336800483412, 450.394268605898, 192.007970746704
1380, 8237.79406698375, 3432.52647758065, 10053.7966509234, 10868.4907561419, 142.132936962153, 483.713411228293, 192.007970746704
1381, 7741.21663601637, 3251.38076756199, 10053.7966509234, 10868.4907561419, 130.5641902907, 438.495858782251, 192.007970746704
1382, 8466.92884024393, 3555.25943863481, 10053.7966509234, 10868.4907561419, 149.701251576065, 515.08792746526, 192.007970746704
1383, 8573.55414759527, 3582.26607950011, 10053.7966509234, 10868.4907561419, 151.761293776468, 522.701467146231, 192.007970746704
1384, 8814.35474214978, 3586.66579879733, 10053.7966509234, 10868.4907561419, 153.97097145086, 527.814653687621, 192.007970746704
1385, 8929.65596806597, 3564.77453857358, 10053.7966509234, 10868.4907561419, 154.498490323321, 527.885470837377, 192.007970746704
1386, 8475.6565522753, 3267.71341135546, 10053.7966509234, 10868.4907561419, 138.366737365891, 460.170223011663, 192.007970746704
1387, 7923.48833558773, 2959.71111536175, 10053.7966509234, 10868.4907561419, 122.501043699482, 395.526189371763, 192.007970746704
1388, 7897.09642342725, 2948.42138949257, 10053.7966509234, 10868.4907561419, 121.828371599803, 392.867935130119, 192.007970746704
1389, 6499.76577072602, 2369.30252053022, 10053.7966509234, 10868.4907561419, 91.3869419393877, 268.400870342688, 192.007970746704
1390, 7533.05013249845, 2794.65639528314, 10053.7966509234, 10868.4907561419, 112.633052898377, 358.349176047064, 192.007970746704
1391, 178.667223226764, 36.2498728537674, 10053.7966509234, 10868.4907561419, 25.118517379301, 1.93179976311295, 192.007970746704
1392, 2570.67825914857, 868.772476701006, 10053.7966509234, 10868.4907561419, 36.9340553270877, 51.793538066283, 192.007970746704
1393, 1022.67162813674, 324.985815622565, 10053.7966509234, 10868.4907561419, 26.8332075915769, 9.6469118774931, 192.007970746704
1394, 1067.25326100154, 343.493382795427, 10053.7966509234, 10868.4907561419, 28.0630912818471, 14.7742589518054, 192.007970746704
1395, 1869.84412979444, 618.979052113174, 10053.7966509234, 10868.4907561419, 31.1319074033367, 28.1581486768432, 192.007970746704
1396, 1094.72733509756, 352.497270651526, 10053.7966509234, 10868.4907561419, 27.7660841139829, 12.9838689340136, 192.007970746704
1397, 1252.06198350376, 401.266135726641, 10053.7966509234, 10868.4907561419, 27.9490025950411, 14.4122982543071, 192.007970746704
1398, 1437.93325686103, 468.984575146146, 10053.7966509234, 10868.4907561419, 28.6797131926658, 17.831641345113, 192.007970746704
1399, 7286.98534339861, 2686.45048946459, 10053.7966509234, 10868.4907561419, 105.854675119112, 332.354506265251, 192.007970746704
1400, 7412.94402524503, 2754.5097275159, 10053.7966509234, 10868.4907561419, 109.789054696961, 346.271846355619, 192.007970746704
1401, 8378.71956875343, 3237.80601867429, 10053.7966509234, 10868.4907561419, 135.973153334902, 451.023167338993, 192.007970746704
1402, 8235.00083730601, 3288.79817198556, 10053.7966509234, 10868.4907561419, 135.853082487119, 453.970229410237, 192.007970746704
1403, 8410.69845964677, 3450.86851988174, 10053.7966509234, 10868.4907561419, 144.424128271111, 491.338778412017, 192.007970746704
1404, 8527.06378632771, 3589.34550115095, 10053.7966509234, 10868.4907561419, 151.897584818055, 525.022760071884, 192.007970746704
1405, 7950.07072627106, 3401.65957190013, 10053.7966509234, 10868.4907561419, 139.450347893438, 477.034883908056, 192.007970746704
1406, 8700.76940625687, 3746.15948955877, 10053.7966509234, 10868.4907561419, 161.373723852133, 566.547672255633, 192.007970746704
1407, 8703.57014654279, 3715.915040195, 10053.7966509234, 10868.4907561419, 159.731687679044, 558.856471966539, 192.007970746704
1408, 8830.0880538158, 3666.66091505142, 10053.7966509234, 10868.4907561419, 157.885765511681, 547.701600508537, 192.007970746704
1409, 9138.02174644959, 3680.15695448272, 10053.7966509234, 10868.4907561419, 161.562905164554, 558.005704535948, 192.007970746704
1410, 8739.81704643926, 3393.59117528729, 10053.7966509234, 10868.4907561419, 146.048231717629, 491.901804213897, 192.007970746704
1411, 8197.35812952847, 3075.49618946732, 10053.7966509234, 10868.4907561419, 129.541625451402, 423.573871852288, 192.007970746704
1412, 8146.60840313409, 3053.70189979506, 10053.7966509234, 10868.4907561419, 128.21971483937, 418.280057404094, 192.007970746704
1413, 7588.17980594855, 2813.77844893097, 10053.7966509234, 10868.4907561419, 113.582432995778, 362.031970550135, 192.007970746704
1414, 6862.20065951735, 2522.19219501206, 10053.7966509234, 10868.4907561419, 100.008732313469, 302.793553726267, 192.007970746704
1415, 352.073255747002, 93.964984144552, 10053.7966509234, 10868.4907561419, 25.2774311231868, 2.7214720995868, 192.007970746704
1416, 3128.20750267089, 1068.11190689494, 10053.7966509234, 10868.4907561419, 41.1240970170012, 69.1929863978585, 192.007970746704
1417, 1757.0254078518, 581.622185519792, 10053.7966509234, 10868.4907561419, 29.846047882147, 22.5587926387285, 192.007970746704
1418, 2059.91480424897, 682.871053352721, 10053.7966509234, 10868.4907561419, 31.9476045711204, 31.3414285459652, 192.007970746704
1419, 958.995782355333, 309.010439174437, 10053.7966509234, 10868.4907561419, 27.1191919038514, 10.554606168815, 192.007970746704
1420, 2173.40042184756, 723.864870643178, 10053.7966509234, 10868.4907561419, 33.1071601647495, 36.0734967026289, 192.007970746704
1421, 2119.8904933292, 709.163448722211, 10053.7966509234, 10868.4907561419, 32.2550777040456, 33.5527825067289, 192.007970746704
1422, 621.733134115702, 187.246372542836, 10053.7966509234, 10868.4907561419, 25.8247044212104, 4.84147473841323, 192.007970746704
1423, 7190.59115510534, 2649.60598237227, 10053.7966509234, 10868.4907561419, 103.750531182796, 323.293577534636, 192.007970746704
1424, 7412.30968805053, 2752.58892133971, 10053.7966509234, 10868.4907561419, 109.782503053478, 346.155882197178, 192.007970746704
1425, 8541.01581339384, 3281.1900539649, 10053.7966509234, 10868.4907561419, 139.953310187975, 465.996509312628, 192.007970746704
1426, 8707.25522444078, 3430.29020645468, 10053.7966509234, 10868.4907561419, 146.795282195914, 495.946354960691, 192.007970746704
1427, 8806.03121895421, 3540.50486223159, 10053.7966509234, 10868.4907561419, 151.932466586905, 519.142430259565, 192.007970746704
1428, 8791.61508976755, 3576.73071532017, 10053.7966509234, 10868.4907561419, 153.23159015125, 526.052745693841, 192.007970746704
1429, 8067.11629918413, 3307.63420877348, 10053.7966509234, 10868.4907561419, 135.191190958556, 455.09822698071, 192.007970746704
1430, 8836.76562029134, 3646.459409808, 10053.7966509234, 10868.4907561419, 156.877423028635, 542.705760719928, 192.007970746704
1431, 8958.68412168083, 3702.91729735972, 10053.7966509234, 10868.4907561419, 160.593643008062, 557.854551572021, 192.007970746704
1432, 9204.90187869633, 3727.98612405923, 10053.7966509234, 10868.4907561419, 164.295236859629, 569.62193263859, 192.007970746704
1433, 9395.44495137646, 3730.56846877716, 10053.7966509234, 10868.4907561419, 167.13790575924, 578.338145781624, 192.007970746704
1434, 8870.14038876508, 3424.62150647298, 10053.7966509234, 10868.4907561419, 149.188844835738, 503.875459499618, 192.007970746704
1435, 8259.65823542479, 3101.97136397157, 10053.7966509234, 10868.4907561419, 131.200505309166, 430.200879797247, 192.007970746704
1436, 8193.36060614048, 3073.77828610931, 10053.7966509234, 10868.4907561419, 129.481208575333, 423.434087338319, 192.007970746704
1437, 7361.80307027096, 2722.26710659756, 10053.7966509234, 10868.4907561419, 109.48023428233, 343.650093529747, 192.007970746704
1438, 7175.26583602419, 2646.45242783446, 10053.7966509234, 10868.4907561419, 105.467941635037, 326.727970629194, 192.007970746704
1439, 369.093095914068, 99.6751911951736, 10053.7966509234, 10868.4907561419, 25.3045619429584, 2.84194198072737, 192.007970746704
1440, 3287.27717066599, 1129.20287994518, 10053.7966509234, 10868.4907561419, 43.0984135550824, 77.8153635763281, 192.007970746704
1441, 1628.55740903473, 535.962874112854, 10053.7966509234, 10868.4907561419, 29.6145387655011, 21.4865489267835, 192.007970746704
1442, 1975.8512493739, 656.085480942373, 10053.7966509234, 10868.4907561419, 31.7090757292668, 30.670554879863, 192.007970746704
1443, 1276.71532811568, 413.204199901177, 10053.7966509234, 10868.4907561419, 28.0963597105598, 14.979967457696, 192.007970746704
1444, 2700.77794518895, 917.867823127013, 10053.7966509234, 10868.4907561419, 37.0349473846567, 54.0199922127758, 192.007970746704
1445, 994.088012733841, 313.329912953155, 10053.7966509234, 10868.4907561419, 27.3399373714506, 11.424612275934, 192.007970746704
1446, 1191.09426734099, 384.210574897471, 10053.7966509234, 10868.4907561419, 27.6647998270588, 12.7350039085292, 192.007970746704
1447, 6932.59073027365, 2547.00290528569, 10053.7966509234, 10868.4907561419, 100.219710992389, 304.072404498609, 192.007970746704
1448, 7411.88018407719, 2757.24204188531, 10053.7966509234, 10868.4907561419, 109.867501723903, 346.604190396411, 192.007970746704
1449, 8432.06736190513, 3266.53327507973, 10053.7966509234, 10868.4907561419, 137.746199874922, 458.545459566376, 192.007970746704
1450, 8318.6672595131, 3321.52475429737, 10053.7966509234, 10868.4907561419, 138.003240492502, 463.245477106482, 192.007970746704
1451, 8220.34489675977, 3370.94815726305, 10053.7966509234, 10868.4907561419, 139.325894422902, 471.723774940969, 192.007970746704
1452, 8288.01901395872, 3459.13747106432, 10053.7966509234, 10868.4907561419, 144.064066977412, 493.051276303918, 192.007970746704
1453, 7882.47181570035, 3318.47855086218, 10053.7966509234, 10868.4907561419, 134.825087770489, 457.065509961225, 192.007970746704
1454, 8747.91960231488, 3722.66019092733, 10053.7966509234, 10868.4907561419, 160.174462269425, 560.57348918536, 192.007970746704
1455, 9070.59692552705, 3773.92688127342, 10053.7966509234, 10868.4907561419, 164.879234492278, 575.905484003524, 192.007970746704
1456, 9221.46754889048, 3782.01292684024, 10053.7966509234, 10868.4907561419, 166.74070907242, 581.146546887797, 192.007970746704
1457, 9339.13126443715, 3765.68367885843, 10053.7966509234, 10868.4907561419, 167.481922683408, 581.926937971896, 192.007970746704
1458, 8823.60550886438, 3422.87342912717, 10053.7966509234, 10868.4907561419, 148.31296354294, 500.940371948951, 192.007970746704
1459, 8257.20163525968, 3101.02169795391, 10053.7966509234, 10868.4907561419, 131.135167241666, 429.978437598454, 192.007970746704
1460, 8191.12899599685, 3072.87559274814, 10053.7966509234, 10868.4907561419, 129.423213496137, 423.246360322968, 192.007970746704
1461, 7355.8164313416, 2718.93137595616, 10053.7966509234, 10868.4907561419, 109.219262755043, 342.804900424381, 192.007970746704
1462, 7268.82966619395, 2688.50000476337, 10053.7966509234, 10868.4907561419, 108.136466144881, 337.46903894097, 192.007970746704
1463, 367.369634651919, 99.1981018085017, 10053.7966509234, 10868.4907561419, 25.3222877866154, 2.93536485100327, 192.007970746704
1464, 2949.82275292797, 1002.7632072826, 10053.7966509234, 10868.4907561419, 39.4700668712998, 61.9631533007876, 192.007970746704
1465, 1688.85031564196, 558.260531764898, 10053.7966509234, 10868.4907561419, 29.7337123867496, 22.857934441683, 192.007970746704
1466, 1789.747507774, 591.132866632692, 10053.7966509234, 10868.4907561419, 31.1263456810401, 27.8242988019046, 192.007970746704
1467, 1513.00480470447, 497.906827774852, 10053.7966509234, 10868.4907561419, 29.8606136931275, 22.3944363553183, 192.007970746704
1468, 2493.18201310814, 842.506127032324, 10053.7966509234, 10868.4907561419, 35.6459809863678, 46.9016461649546, 192.007970746704
1469, 1194.91424551331, 382.182141164366, 10053.7966509234, 10868.4907561419, 27.7119742901583, 14.0753808015966, 192.007970746704
1470, 1828.83872877433, 609.075125299726, 10053.7966509234, 10868.4907561419, 31.5801145545193, 28.064032892929, 192.007970746704
1471, 7133.28363751562, 2625.3093792973, 10053.7966509234, 10868.4907561419, 102.369784175013, 319.666354198905, 192.007970746704
1472, 7432.00376693277, 2764.63040978512, 10053.7966509234, 10868.4907561419, 110.273019834366, 348.059439973141, 192.007970746704
1473, 8522.24812724426, 3298.42007097663, 10053.7966509234, 10868.4907561419, 140.010136939618, 466.914607706062, 192.007970746704
1474, 8609.0062816742, 3441.56468649248, 10053.7966509234, 10868.4907561419, 145.921167645798, 494.125713232567, 192.007970746704
1475, 8769.95123860662, 3613.78020727971, 10053.7966509234, 10868.4907561419, 154.759912327226, 533.20670894166, 192.007970746704
1476, 8872.25186487412, 3758.84445670763, 10053.7966509234, 10868.4907561419, 162.720226213156, 569.318997734093, 192.007970746704
1477, 8371.64049374596, 3549.93705725047, 10053.7966509234, 10868.4907561419, 148.76434571628, 513.739954623431, 192.007970746704
1478, 9214.79849623424, 3930.01441588621, 10053.7966509234, 10868.4907561419, 173.949598734124, 615.965203376197, 192.007970746704
1479, 9459.49877973592, 3979.36002465, 10053.7966509234, 10868.4907561419, 178.265629135253, 630.804075345654, 192.007970746704
1480, 9663.01733567858, 3981.44210474238, 10053.7966509234, 10868.4907561419, 180.380829933389, 635.599535367952, 192.007970746704
1481, 9779.14247471123, 3946.50919282767, 10053.7966509234, 10868.4907561419, 180.580849619652, 632.665507077448, 192.007970746704
1482, 8991.85565038752, 3494.7995481572, 10053.7966509234, 10868.4907561419, 153.1754981069, 519.5227763407, 192.007970746704
1483, 8358.14494485667, 3143.29773388062, 10053.7966509234, 10868.4907561419, 133.761925930975, 439.950679555803, 192.007970746704
1484, 8296.8867622484, 3116.97188806113, 10053.7966509234, 10868.4907561419, 132.12976623709, 433.458858387699, 192.007970746704
1485, 7670.36767266965, 2847.90544201822, 10053.7966509234, 10868.4907561419, 115.669913263695, 369.906692141702, 192.007970746704
1486, 6228.54689915961, 2262.62890725979, 10053.7966509234, 10868.4907561419, 86.1274669194499, 247.951116630076, 192.007970746704
1487, 435.831053875326, 122.182231521155, 10053.7966509234, 10868.4907561419, 25.4431417171033, 3.47819016368065, 192.007970746704
1488, 3477.49416485034, 1196.39141493369, 10053.7966509234, 10868.4907561419, 44.6840152465323, 83.7944556133409, 192.007970746704
1489, 1113.37791154675, 357.685479191173, 10053.7966509234, 10868.4907561419, 27.2685832204058, 11.3488859416974, 192.007970746704
1490, 1374.85192760693, 444.379001101692, 10053.7966509234, 10868.4907561419, 28.3548783714187, 16.1641479114787, 192.007970746704
1491, 1332.81180168343, 427.185059025107, 10053.7966509234, 10868.4907561419, 27.8366473569711, 13.4938903747752, 192.007970746704
1492, 1805.44208255446, 603.327618189635, 10053.7966509234, 10868.4907561419, 31.6257691432709, 30.338239257671, 192.007970746704
1493, 1052.38754614146, 332.918734571681, 10053.7966509234, 10868.4907561419, 27.113028251885, 10.9217808718845, 192.007970746704
1494, 1139.83318165873, 366.381978436205, 10053.7966509234, 10868.4907561419, 27.7261585272253, 13.2352371359594, 192.007970746704
1495, 7399.0675352289, 2729.75586439073, 10053.7966509234, 10868.4907561419, 108.398706536433, 341.330461907857, 192.007970746704
1496, 6345.88424470236, 2320.30689763016, 10053.7966509234, 10868.4907561419, 88.3524627299294, 257.312830833413, 192.007970746704
1497, 7348.35671059365, 2795.14002954629, 10053.7966509234, 10868.4907561419, 109.532341257302, 346.000903258965, 192.007970746704
1498, 7041.35076715074, 2797.88242769551, 10053.7966509234, 10868.4907561419, 106.290390502228, 336.690259388831, 192.007970746704
1499, 6945.27365274846, 2830.86597397476, 10053.7966509234, 10868.4907561419, 107.08623930561, 341.986493336302, 192.007970746704
1500, 6945.34663861706, 2917.31737362203, 10053.7966509234, 10868.4907561419, 111.113520509272, 361.286457914982, 192.007970746704
1501, 6908.999997653, 2968.26086975564, 10053.7966509234, 10868.4907561419, 113.767630829271, 374.379294230465, 192.007970746704
1502, 6946.70052470882, 2992.94429350808, 10053.7966509234, 10868.4907561419, 115.149121159467, 380.18967827724, 192.007970746704
1503, 6514.65703621181, 2762.60520914065, 10053.7966509234, 10868.4907561419, 102.726728625717, 328.730487416228, 192.007970746704
1504, 6744.5800230436, 2762.65533427121, 10053.7966509234, 10868.4907561419, 102.989462036844, 326.904301057598, 192.007970746704
1505, 6925.39462824537, 2728.85366832804, 10053.7966509234, 10868.4907561419, 102.679282559964, 322.509535722845, 192.007970746704
1506, 8125.59842925642, 3120.67695434789, 10053.7966509234, 10868.4907561419, 129.279066629193, 427.815388876516, 192.007970746704
1507, 168.619352344458, 32.94894424644, 10053.7966509234, 10868.4907561419, 25.1164233957104, 1.91672575795597, 192.007970746704
1508, 192.4671440944, 40.8085903177366, 10053.7966509234, 10868.4907561419, 25.1249715625842, 1.96726217148703, 192.007970746704
1509, 197.335979110779, 42.3205703015166, 10053.7966509234, 10868.4907561419, 25.1282144730409, 1.98363772668901, 192.007970746704
1510, 1025.79305335386, 325.159774483356, 10053.7966509234, 10868.4907561419, 27.5127902239095, 12.379648950707, 192.007970746704
1511, 553.525058525696, 163.302853057786, 10053.7966509234, 10868.4907561419, 25.6283751308651, 4.4279310465372, 192.007970746704
1512, 488.816045147246, 142.763423277766, 10053.7966509234, 10868.4907561419, 25.3791391724751, 2.98664832522344, 192.007970746704
1513, 413.112743767899, 114.77976248677, 10053.7966509234, 10868.4907561419, 25.4984196659456, 3.76857530464481, 192.007970746704
1514, 603.167701660723, 180.397407352605, 10053.7966509234, 10868.4907561419, 26.0643451352632, 6.03261585219354, 192.007970746704
1515, 866.18599562803, 269.810134781842, 10053.7966509234, 10868.4907561419, 26.2092858320312, 7.0000423009595, 192.007970746704
1516, 290.917052384579, 74.0007421535883, 10053.7966509234, 10868.4907561419, 25.1966158426529, 2.32727471244898, 192.007970746704
1517, 647.53219821345, 196.990512918729, 10053.7966509234, 10868.4907561419, 26.0217825995246, 6.02438187983373, 192.007970746704
1518, 722.381292840871, 222.281418792483, 10053.7966509234, 10868.4907561419, 26.3462681123644, 7.31698000181006, 192.007970746704
1519, 785.540683599229, 242.45457772252, 10053.7966509234, 10868.4907561419, 26.4244450121015, 7.68441575909355, 192.007970746704
1520, 449.496333477995, 143.077430669432, 10053.7966509234, 10868.4907561419, 25.4370023985706, 3.46982255154354, 192.007970746704
1521, 3124.88564153176, 1176.4326277216, 10053.7966509234, 10868.4907561419, 44.625374929029, 85.3574368497946, 192.007970746704
1522, 3659.35190925017, 1467.85638736352, 10053.7966509234, 10868.4907561419, 50.6153016578688, 112.006687047834, 192.007970746704
1523, 4656.65602596562, 1898.3666029151, 10053.7966509234, 10868.4907561419, 63.2834876132246, 168.811559968514, 192.007970746704
1524, 5604.69240134487, 2325.2913427579, 10053.7966509234, 10868.4907561419, 82.0461773163011, 243.543325462828, 192.007970746704
1525, 4781.10707972118, 2105.12863191589, 10053.7966509234, 10868.4907561419, 74.6280408209589, 219.493040525685, 192.007970746704
1526, 4481.38654676957, 2008.41352671901, 10053.7966509234, 10868.4907561419, 70.7321767061665, 199.137684122144, 192.007970746704
1527, 4637.23877276639, 1961.50554980337, 10053.7966509234, 10868.4907561419, 68.3866039999713, 186.926689310676, 192.007970746704
1528, 5386.80536448544, 2155.71894307894, 10053.7966509234, 10868.4907561419, 73.3767288793992, 210.595193766311, 192.007970746704
1529, 5580.04177843336, 2149.12483325807, 10053.7966509234, 10868.4907561419, 76.1769973419498, 213.928298254321, 192.007970746704
1530, 3100.02423227597, 1126.95638718126, 10053.7966509234, 10868.4907561419, 42.0203885190572, 75.3794146214306, 192.007970746704
1531, 189.786490835478, 41.4844553657843, 10053.7966509234, 10868.4907561419, 25.0903060356793, 1.73367176992617, 192.007970746704
1532, 195.607313475032, 42.6471025261449, 10053.7966509234, 10868.4907561419, 25.1050646659915, 1.82986159397638, 192.007970746704
1533, 189.216517016732, 41.074435313064, 10053.7966509234, 10868.4907561419, 25.0795808979525, 1.66834398495693, 192.007970746704
1534, 183.423593511522, 39.7094828952825, 10053.7966509234, 10868.4907561419, 25.0619939551616, 1.55761030991347, 192.007970746704
1535, 185.620748112565, 40.1929097408177, 10053.7966509234, 10868.4907561419, 25.0727013716389, 1.6257084603618, 192.007970746704
1536, 196.545112643182, 42.6194835415776, 10053.7966509234, 10868.4907561419, 25.1123382536081, 1.87798402465382, 192.007970746704
1537, 179.514892533701, 39.6583802857819, 10053.7966509234, 10868.4907561419, 25.0441051152798, 1.43328174310941, 192.007970746704
1538, 231.482837684978, 55.9897137287599, 10053.7966509234, 10868.4907561419, 25.1119318458513, 1.76848669561564, 192.007970746704
1539, 353.852611189535, 98.2473421150599, 10053.7966509234, 10868.4907561419, 25.3000787339593, 2.70826031501746, 192.007970746704
1540, 254.505201084464, 62.7806526867016, 10053.7966509234, 10868.4907561419, 25.1518131121939, 2.04164724477879, 192.007970746704
1541, 549.706121968338, 163.557016374953, 10053.7966509234, 10868.4907561419, 25.6817859570779, 4.46083947664715, 192.007970746704
1542, 550.149371601524, 162.287564662987, 10053.7966509234, 10868.4907561419, 25.5154688348032, 3.73913820075362, 192.007970746704
1543, 7262.78696814668, 2679.95697825516, 10053.7966509234, 10868.4907561419, 106.134846104463, 330.817837556492, 192.007970746704
1544, 7367.5124107736, 2746.88711743604, 10053.7966509234, 10868.4907561419, 108.936056923653, 343.218175138482, 192.007970746704
1545, 7703.21228066076, 2959.89773818368, 10053.7966509234, 10868.4907561419, 118.55707483146, 381.135303508382, 192.007970746704
1546, 7621.08113689877, 3037.89849651023, 10053.7966509234, 10868.4907561419, 120.268527373861, 391.053081876847, 192.007970746704
1547, 7839.15018805584, 3247.42260414953, 10053.7966509234, 10868.4907561419, 131.011669142495, 438.324471182942, 192.007970746704
1548, 8165.37084996406, 3436.81018043217, 10053.7966509234, 10868.4907561419, 141.883283781587, 484.22933487515, 192.007970746704
1549, 7568.1579975778, 3233.59869902559, 10053.7966509234, 10868.4907561419, 129.163903072187, 435.005449463035, 192.007970746704
1550, 8290.7519694105, 3500.86733804567, 10053.7966509234, 10868.4907561419, 145.927193147851, 500.938769547486, 192.007970746704
1551, 8590.12019944543, 3586.80898954638, 10053.7966509234, 10868.4907561419, 151.943767471063, 523.49145293358, 192.007970746704
1552, 8747.21097970489, 3602.60282884581, 10053.7966509234, 10868.4907561419, 153.921393686704, 529.517011418026, 192.007970746704
1553, 8975.70047865736, 3588.794199932, 10053.7966509234, 10868.4907561419, 155.852916095785, 533.308109297127, 192.007970746704
1554, 8390.09821006545, 3242.47322072163, 10053.7966509234, 10868.4907561419, 136.314938502499, 452.344862367231, 192.007970746704
1555, 7930.8870278353, 2961.79015672392, 10053.7966509234, 10868.4907561419, 122.553272165925, 395.14550488516, 192.007970746704
1556, 7898.83806006613, 2948.2657834327, 10053.7966509234, 10868.4907561419, 121.751935708956, 392.130218016753, 192.007970746704
1557, 6843.04254519489, 2509.99391054081, 10053.7966509234, 10868.4907561419, 98.1707631692555, 298.23179038508, 192.007970746704
1558, 6476.35835942245, 2358.31666381904, 10053.7966509234, 10868.4907561419, 89.6382544657556, 263.535161382878, 192.007970746704
1559, 204.369783368478, 44.7512596609659, 10053.7966509234, 10868.4907561419, 25.1336283448907, 2.01042703320698, 192.007970746704
1560, 2271.07151489015, 760.061766330456, 10053.7966509234, 10868.4907561419, 34.3805773222054, 40.7827830597809, 192.007970746704
1561, 1219.34556860074, 388.874507826472, 10053.7966509234, 10868.4907561419, 27.3449927943579, 11.8705063952243, 192.007970746704
1562, 952.756310317175, 305.364758307128, 10053.7966509234, 10868.4907561419, 27.3307494644365, 11.2928429226312, 192.007970746704
1563, 2113.003315155, 701.161606997965, 10053.7966509234, 10868.4907561419, 32.1839837466285, 33.11420461478, 192.007970746704
1564, 1125.37060111167, 361.010415387867, 10053.7966509234, 10868.4907561419, 27.1935435315702, 10.7175545988389, 192.007970746704
1565, 1216.37442530373, 391.207385454234, 10053.7966509234, 10868.4907561419, 28.3326274217456, 15.7175086896692, 192.007970746704
1566, 2240.16969256012, 750.582344340469, 10053.7966509234, 10868.4907561419, 33.455335986743, 37.8533543785876, 192.007970746704
1567, 7208.52990122515, 2658.85468926342, 10053.7966509234, 10868.4907561419, 104.976006153429, 327.277538422332, 192.007970746704
1568, 7383.87575885932, 2751.51901082208, 10053.7966509234, 10868.4907561419, 109.224202971074, 344.12476547334, 192.007970746704
1569, 8402.07680814571, 3248.1025230865, 10053.7966509234, 10868.4907561419, 136.759201876305, 453.671325351527, 192.007970746704
1570, 8514.00183062364, 3405.71455543604, 10053.7966509234, 10868.4907561419, 143.402867147207, 484.097688550299, 192.007970746704
1571, 8563.58930151302, 3543.12301818827, 10053.7966509234, 10868.4907561419, 149.787513687813, 513.746945632862, 192.007970746704
1572, 8584.651108439, 3647.61108529523, 10053.7966509234, 10868.4907561419, 155.258652714777, 539.852391426204, 192.007970746704
1573, 7941.91931590561, 3430.81270631116, 10053.7966509234, 10868.4907561419, 141.122221884847, 485.213755882317, 192.007970746704
1574, 8760.09795342212, 3771.33121656981, 10053.7966509234, 10868.4907561419, 163.018282716872, 573.326779908068, 192.007970746704
1575, 8948.71008209954, 3802.92372100613, 10053.7966509234, 10868.4907561419, 165.631502822036, 581.812430175993, 192.007970746704
1576, 9061.19936924546, 3810.6873704716, 10053.7966509234, 10868.4907561419, 166.795962397468, 584.797904340976, 192.007970746704
1577, 9374.85080654265, 3802.49299749932, 10053.7966509234, 10868.4907561419, 169.386973323988, 589.566150953985, 192.007970746704
1578, 8812.06965679715, 3440.93808451872, 10053.7966509234, 10868.4907561419, 148.540125343876, 501.827051086905, 192.007970746704
1579, 8271.13016640502, 3110.34881587686, 10053.7966509234, 10868.4907561419, 131.480472874727, 430.930406562035, 192.007970746704
1580, 8214.88031598383, 3082.17160200049, 10053.7966509234, 10868.4907561419, 129.961946606933, 424.935221800332, 192.007970746704
1581, 6900.44586671912, 2533.81406064979, 10053.7966509234, 10868.4907561419, 99.9175340997859, 303.796367016149, 192.007970746704
1582, 6974.99360532592, 2563.46707573668, 10053.7966509234, 10868.4907561419, 100.391654159861, 307.53011785135, 192.007970746704
1583, 362.60386869544, 97.4805259693939, 10053.7966509234, 10868.4907561419, 25.2903764571993, 2.77877966693659, 192.007970746704
1584, 3271.10195660989, 1122.78562530684, 10053.7966509234, 10868.4907561419, 43.1042604088028, 77.5216668430191, 192.007970746704
1585, 1813.73714062786, 599.772383820753, 10053.7966509234, 10868.4907561419, 30.6655939651565, 26.1508579128145, 192.007970746704
