"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
117, "Line.L9", 310, 600, 100.036352627851, 51.6854488577228, 7.19955785679463, 310.112693145552, 310.112693146337, 310.112693144116 
129, "Line.L9", 310, 600, 117.83401500593, 60.8809077530641, 7.19955785679463, 365.285446517406, 365.285446518384, 365.285446516204 
130, "Line.L9", 310, 600, 117.666635666173, 60.7944284275229, 7.19955785679463, 364.766570564092, 364.766570565137, 364.766570562983 
131, "Line.L9", 310, 600, 119.185258287796, 61.5790501153615, 7.19955785679463, 369.474300691117, 369.474300692169, 369.474300690017 
132, "Line.L9", 310, 600, 122.411993921245, 63.24619685931, 7.19955785679463, 379.477181154653, 379.47718115586, 379.477181153668 
133, "Line.L9", 310, 600, 115.755125946436, 59.8068150723251, 7.19955785679463, 358.84089043292, 358.840890433951, 358.840890431792 
134, "Line.L9", 310, 600, 126.630841785461, 65.425934922488, 7.19955785679463, 392.55560953368, 392.555609534928, 392.55560953276 
135, "Line.L9", 310, 600, 129.219244052135, 66.7632760936032, 7.19955785679463, 400.579656560318, 400.579656561619, 400.579656559437 
136, "Line.L9", 310, 600, 130.135856391923, 67.2368591358269, 7.19955785679463, 403.421154813742, 403.421154814962, 403.421154812842 
137, "Line.L9", 310, 600, 131.180188339104, 67.7764306418704, 7.19955785679463, 406.658583849979, 406.658583851222, 406.658583849034 
