Year, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "30 kV Losses", "12.5 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "30 kV Line Loss", "12.5 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "30 kV Load Loss", "12.5 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "30 kV No Load Loss", "12.5 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "30 kV Load Energy", "12.5 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
1, 44949226.3202419, 18109374.8343591, 11087.4979657856, 12034.8726260631, 48012021.7621551, 15723018.1921946, 11955.7830230192, 12584.9052554957, 4446212.79253297, 162072.323099741, 5924766.82517525, 20116.5901336827, 800507.23215826, 2385450.09000255, 234.156321415309, 844.843309302634, 590145.572785002, 2385450.09000255, 210361.659373259, 2.99988145354432E-014, 211.129059237218, 24.8638194958927, 295529.474286272, 504977.757871984, 295529.474553961, 1.31068081815801E-017, 295529.474286272, 0, 0, 0, 0, 0, 36565.8907451134, 763941.341413147, 0, 0, 0, 0, 0, 0, 295529.474286272, 0, 0, 0, 0, 0, 36565.8907451134, 258050.207753613, 0, 0, 0, 0, 0, 0, 210361.659373259, 0, 0, 0, 0, 0, 0, 48012021.7621551, 0, 0, 0, 0, 0
