hour, t(sec), P1 (kW), Q1 (kvar)
2150, 0.00000, 8799.43, 3801.19
2151, 0.00000, 9000.26, 3843.54
2152, 0.00000, 9314.8, 3901.11
2153, 0.00000, 8764.99, 3530.9
2154, 0.00000, 8005.59, 3109.15
2155, 0.00000, 8194.29, 3098.03
2156, 0.00000, 7431.9, 2754.08
2157, 0.00000, 6021.03, 2180.63
2158, 0.00000, 265.68, 65.1261
2159, 0.00000, 4026.39, 1402.47
2160, 0.00000, 1077.37, 342.228
2161, 0.00000, 2196.5, 739.309
2162, 0.00000, 889.795, 274.2
2163, 0.00000, 2298.69, 775.3
2164, 0.00000, 1250.45, 398.719
2165, 0.00000, 1094.9, 350.262
2166, 0.00000, 7129.15, 2625.85
2167, 0.00000, 6398.78, 2328.19
2168, 0.00000, 7272.76, 2780.35
2169, 0.00000, 6981.35, 2775.19
2170, 0.00000, 6690.19, 2774.09
2171, 0.00000, 6456.02, 2780.73
2172, 0.00000, 6418.2, 2785.55
2173, 0.00000, 6231.37, 2796.24
2174, 0.00000, 6004.62, 2660.75
2175, 0.00000, 6156.4, 2681.85
2176, 0.00000, 6109.59, 2532.53
2177, 0.00000, 6385.54, 2533.43
2178, 0.00000, -121.924, 36.3941
2179, 0.00000, 109.192, 40.9457
2180, 0.00000, 193.795, 41.1973
2181, 0.00000, 952.988, 298.92
2182, 0.00000, 265.091, 65.7467
2183, 0.00000, 426.929, 119.815
2184, 0.00000, 424.475, 118.251
2185, 0.00000, 891.388, 279.057
2186, 0.00000, 289.697, 74.4022
2187, 0.00000, 370.227, 100.601
2188, 0.00000, 560.408, 165.062
2189, 0.00000, 842.715, 264.111
2190, 0.00000, 351.429, 94.2314
2191, 0.00000, 536.107, 157.15
2192, 0.00000, 447.651, 210.675
2193, 0.00000, 238.849, 252.19
2194, 0.00000, 856.475, 556.512
2195, 0.00000, 173.923, 416.119
2196, 0.00000, 342.481, 556.084
2197, 0.00000, 629.53, 667.095
2198, 0.00000, 361.708, 550.137
2199, 0.00000, 2542.9, 1308.03
2200, 0.00000, 3042.06, 1392.11
2201, 0.00000, 2049.12, 919.673
2202, 0.00000, 256.737, 168.25
2203, 0.00000, 183.063, 73.5656
2204, 0.00000, 542.013, 157.963
2205, 0.00000, 732.896, 222.976
2206, 0.00000, 372.541, 101.438
2207, 0.00000, 419.292, 118.137
2208, 0.00000, 693.297, 211.068
2209, 0.00000, 1625.52, 534.188
2210, 0.00000, 504.32, 147.304
2211, 0.00000, 630.533, 191.311
2212, 0.00000, 995.908, 314.797
2213, 0.00000, 919.893, 289.526
2214, 0.00000, 7454.59, 2757.14
2215, 0.00000, 7419.8, 2749.48
2216, 0.00000, 7982.04, 3054
2217, 0.00000, 8063.91, 3186.12
2218, 0.00000, 8278.7, 3355.26
2219, 0.00000, 8390.34, 3522.66
2220, 0.00000, 7934.52, 3413.9
2221, 0.00000, 8826.56, 3781.48
2222, 0.00000, 8896.85, 3798.65
2223, 0.00000, 8974.19, 3787.35
2224, 0.00000, 9119.36, 3766.13
2225, 0.00000, 8387.61, 3373.59
2226, 0.00000, 7778.75, 3008
2227, 0.00000, 7949.7, 3003.96
2228, 0.00000, 7008.48, 2581.43
2229, 0.00000, 6186.48, 2244.28
2230, 0.00000, 172.577, 34.2154
2231, 0.00000, 3422.68, 1179.13
2232, 0.00000, 1040.33, 333.931
2233, 0.00000, 1435.74, 467.15
2234, 0.00000, 2060.92, 683.295
2235, 0.00000, 1051.8, 339.183
2236, 0.00000, 1465.67, 475.874
2237, 0.00000, 2348.56, 791.155
2238, 0.00000, 7018.91, 2581.7
2239, 0.00000, 7423.14, 2752.75
2240, 0.00000, 8513.17, 3267.31
2241, 0.00000, 8650.63, 3407.54
2242, 0.00000, 8711.87, 3566.76
2243, 0.00000, 8910.09, 3744.03
2244, 0.00000, 8414.63, 3543.13
2245, 0.00000, 9121.27, 3933.88
2246, 0.00000, 9139.84, 3949.16
2247, 0.00000, 9231.37, 3926.86
2248, 0.00000, 9219.22, 3863.63
2249, 0.00000, 8585.2, 3458.01
2250, 0.00000, 7956.24, 3099.91
2251, 0.00000, 8130.27, 3087.84
2252, 0.00000, 7404.9, 2744
2253, 0.00000, 6343.53, 2310.88
2254, 0.00000, 430.358, 120.345
2255, 0.00000, 3696.1, 1277.56
2256, 0.00000, 1214.26, 394.531
2257, 0.00000, 2681.02, 908.48
2258, 0.00000, 1877.74, 623.104
2259, 0.00000, 2153.18, 718.44
2260, 0.00000, 1329.73, 430.591
2261, 0.00000, 2086.85, 700.834
2262, 0.00000, 7132.44, 2624.55
2263, 0.00000, 7417.93, 2755.98
2264, 0.00000, 8491.69, 3305.55
2265, 0.00000, 8580.45, 3489.86
2266, 0.00000, 8569.89, 3641.83
2267, 0.00000, 8687.28, 3783.23
2268, 0.00000, 8041.57, 3585.95
2269, 0.00000, 8838.37, 3945.46
2270, 0.00000, 8897.98, 3982.64
2271, 0.00000, 9175.08, 3990.7
2272, 0.00000, 9443.7, 3990.67
2273, 0.00000, 8657.33, 3557.25
2274, 0.00000, 8015.99, 3135.17
2275, 0.00000, 8198.76, 3119.36
2276, 0.00000, 7432.59, 2756.47
2277, 0.00000, 6399.82, 2333.63
2278, 0.00000, 269.808, 66.5064
2279, 0.00000, 3796.53, 1317.7
2280, 0.00000, 1120.62, 361.804
2281, 0.00000, 2974.76, 1015.83
2282, 0.00000, 1084.73, 349.616
2283, 0.00000, 2819.16, 956.027
2284, 0.00000, 1240.49, 395.435
2285, 0.00000, 1935.84, 647.321
2286, 0.00000, 7520.98, 2782.56
2287, 0.00000, 7427.68, 2758.59
2288, 0.00000, 8540.03, 3314.4
2289, 0.00000, 8671.13, 3481.99
2290, 0.00000, 8760.94, 3638.18
2291, 0.00000, 8853.79, 3783.99
2292, 0.00000, 8269.98, 3594.93
2293, 0.00000, 9015.73, 3976.84
2294, 0.00000, 9232.37, 4018.44
2295, 0.00000, 9361.43, 4028.97
2296, 0.00000, 9552.85, 4020.71
2297, 0.00000, 8799.17, 3575.16
2298, 0.00000, 8083, 3143.62
2299, 0.00000, 8244.27, 3126.12
2300, 0.00000, 7661.85, 2846.98
2301, 0.00000, 6224.07, 2267.66
2302, 0.00000, 256.852, 62.2021
2303, 0.00000, 3873.46, 1346.65
2304, 0.00000, 986.86, 315.596
2305, 0.00000, 2888.94, 983.27
2306, 0.00000, 1647.5, 538.495
2307, 0.00000, 2620.95, 887.314
2308, 0.00000, 843.666, 265.559
2309, 0.00000, 2168.3, 730.738
2310, 0.00000, 6773.13, 2479.87
2311, 0.00000, 7431.15, 2760.38
2312, 0.00000, 8590.99, 3329.61
2313, 0.00000, 8914.24, 3569.46
2314, 0.00000, 9096.79, 3779.29
2315, 0.00000, 9359.43, 3981.12
2316, 0.00000, 8917.9, 3824.03
2317, 0.00000, 9905.56, 4283.51
2318, 0.00000, 10108.2, 4347.64
2319, 0.00000, 10188.2, 4351.97
2320, 0.00000, 10163.7, 4280.45
2321, 0.00000, 9193.67, 3739.28
2322, 0.00000, 8152.54, 3184.6
2323, 0.00000, 8297.1, 3155.13
2324, 0.00000, 7499.59, 2783.19
2325, 0.00000, 6702.91, 2455.04
2326, 0.00000, 361.197, 97.0229
2327, 0.00000, 3725.63, 1286.42
2328, 0.00000, 1201.3, 389.851
2329, 0.00000, 2507.56, 845.109
2330, 0.00000, 1164.33, 372.483
2331, 0.00000, 1988.5, 663.308
2332, 0.00000, 1626.66, 530.103
2333, 0.00000, 1297.63, 423.924
2334, 0.00000, 7073.92, 2604.75
2335, 0.00000, 5713.5, 2058.23
2336, 0.00000, 7343.1, 2802.39
2337, 0.00000, 7018.99, 2799.82
2338, 0.00000, 6788.44, 2819.32
2339, 0.00000, 6760.73, 2917.88
2340, 0.00000, 6745, 2985.62
2341, 0.00000, 6834.07, 3035.21
2342, 0.00000, 6358.81, 2790.78
2343, 0.00000, 6383.14, 2795.97
2344, 0.00000, 6477.59, 2734.05
2345, 0.00000, 6884.21, 2770.43
2346, 0.00000, -187.225, 38.2104
2347, 0.00000, 75.8463, 42.6333
2348, 0.00000, 199.146, 43.0093
2349, 0.00000, 1564.85, 511.139
2350, 0.00000, 380.026, 104.235
2351, 0.00000, 373.093, 104.084
2352, 0.00000, 309.517, 80.1743
2353, 0.00000, 1693.78, 557.575
2354, 0.00000, 221.933, 51.2497
2355, 0.00000, 354.746, 98.1199
2356, 0.00000, 928.243, 291.202
2357, 0.00000, 1098.53, 349.536
2358, 0.00000, 453.035, 129.027
2359, 0.00000, 574.615, 179.055
2360, 0.00000, 521.691, 234.539
2361, 0.00000, 4537.66, 1783.21
2362, 0.00000, 3037.82, 1344.77
2363, 0.00000, 3017.48, 1396.46
2364, 0.00000, 3359.31, 1629.71
2365, 0.00000, 3819.86, 1865.86
2366, 0.00000, 3334.32, 1660.74
2367, 0.00000, 2394.96, 1277.28
2368, 0.00000, 2336.97, 1163.73
2369, 0.00000, 2470.1, 1101.74
2370, 0.00000, -161.924, 77.0678
2371, 0.00000, 48.014, 41.961
2372, 0.00000, 184.548, 40.2201
2373, 0.00000, 191.749, 41.7278
2374, 0.00000, 203.206, 45.3198
2375, 0.00000, 187.445, 40.9173
2376, 0.00000, 348.844, 95.163
2377, 0.00000, 1015.27, 323.373
2378, 0.00000, 363.341, 100.683
2379, 0.00000, 448.767, 127.768
2380, 0.00000, 890.43, 279.76
2381, 0.00000, 793.263, 245.559
2382, 0.00000, 7416.87, 2742.88
2383, 0.00000, 7387.58, 2747.6
2384, 0.00000, 7789.42, 3012.17
2385, 0.00000, 7882.35, 3153.32
2386, 0.00000, 7828.73, 3305.04
2387, 0.00000, 7880.25, 3476.23
2388, 0.00000, 7450.16, 3344.49
2389, 0.00000, 8278.09, 3697.36
2390, 0.00000, 8505.51, 3774.31
2391, 0.00000, 8670.94, 3810.06
2392, 0.00000, 8987.91, 3802.1
2393, 0.00000, 8342.02, 3394.98
2394, 0.00000, 7649.7, 2990.54
2395, 0.00000, 7905.45, 2991.32
2396, 0.00000, 7196.38, 2656.46
2397, 0.00000, 5995.82, 2169.17
2398, 0.00000, 206.843, 45.5659
2399, 0.00000, 3099.19, 1059.65
2400, 0.00000, 1057.21, 337.428
2401, 0.00000, 1095.74, 350.548
2402, 0.00000, 2830.01, 964.441
2403, 0.00000, 1006.03, 322.613
2404, 0.00000, 1570.76, 512.604
2405, 0.00000, 2563.39, 865.901
2406, 0.00000, 6978.15, 2563.21
2407, 0.00000, 7396.51, 2751.81
2408, 0.00000, 8361.64, 3245.55
2409, 0.00000, 8183.27, 3298.02
2410, 0.00000, 7991.15, 3352.96
2411, 0.00000, 7977.24, 3418.49
2412, 0.00000, 7436.89, 3232.79
2413, 0.00000, 8024.13, 3535.09
2414, 0.00000, 8175.72, 3602.38
2415, 0.00000, 8389.02, 3655.48
2416, 0.00000, 8649.51, 3683.71
2417, 0.00000, 8232.23, 3377.91
2418, 0.00000, 7783.96, 3057.36
2419, 0.00000, 8004.96, 3045.85
2420, 0.00000, 7481.14, 2773.35
2421, 0.00000, 6278.37, 2278.98
2422, 0.00000, 322.404, 84.096
2423, 0.00000, 3416.13, 1175.37
2424, 0.00000, 1341.1, 437.242
2425, 0.00000, 2098.7, 698.684
2426, 0.00000, 1705.66, 562.976
2427, 0.00000, 2624.62, 889.325
2428, 0.00000, 751.489, 232.408
2429, 0.00000, 1842.14, 613.621
2430, 0.00000, 7359.23, 2720.83
2431, 0.00000, 7395.52, 2753.52
2432, 0.00000, 8395.12, 3278.66
2433, 0.00000, 8475.78, 3435.37
2434, 0.00000, 8558.92, 3605.73
2435, 0.00000, 8581.36, 3687.26
2436, 0.00000, 7722.36, 3462.28
2437, 0.00000, 8510.06, 3795.5
2438, 0.00000, 8534.1, 3828.56
2439, 0.00000, 8733.24, 3829.64
2440, 0.00000, 8977.59, 3854.1
2441, 0.00000, 8447.6, 3485.77
2442, 0.00000, 7870.15, 3103.26
2443, 0.00000, 8114.21, 3092.87
2444, 0.00000, 7396.9, 2742.26
2445, 0.00000, 5600.44, 2008.47
2446, 0.00000, 247.094, 58.9033
2447, 0.00000, 3885.3, 1349.59
2448, 0.00000, 985.973, 315.725
2449, 0.00000, 3029.81, 1035.98
2450, 0.00000, 1601.58, 523.15
2451, 0.00000, 2060.99, 684.979
2452, 0.00000, 1299.82, 418.395
2453, 0.00000, 2141.47, 719.08
2454, 0.00000, 6601.37, 2411.09
2455, 0.00000, 7394.63, 2756.53
2456, 0.00000, 8473.06, 3316.26
2457, 0.00000, 8583.81, 3484.78
2458, 0.00000, 8663.33, 3640.69
2459, 0.00000, 8660.79, 3760.12
2460, 0.00000, 8004.16, 3511.53
2461, 0.00000, 8543.07, 3772.27
2462, 0.00000, 8611.42, 3799.57
2463, 0.00000, 8811.33, 3829.52
2464, 0.00000, 9018.2, 3834.28
2465, 0.00000, 8462.21, 3463.6
2466, 0.00000, 7904.79, 3113.04
2467, 0.00000, 8139.21, 3101.03
2468, 0.00000, 7692.27, 2857.34
2469, 0.00000, 6575.08, 2404.08
2470, 0.00000, 264.318, 64.6902
2471, 0.00000, 3540.12, 1221.62
2472, 0.00000, 1392.37, 453.936
2473, 0.00000, 2668.22, 904.896
2474, 0.00000, 1455.9, 473.174
2475, 0.00000, 2222.22, 746.466
2476, 0.00000, 1510.53, 490.906
2477, 0.00000, 1877.77, 626.525
2478, 0.00000, 7268.77, 2685.59
2479, 0.00000, 7394.87, 2755.09
2480, 0.00000, 8514.61, 3310.51
2481, 0.00000, 8661, 3499.58
2482, 0.00000, 8729.04, 3645.13
2483, 0.00000, 8799.6, 3765.53
2484, 0.00000, 8105.9, 3558.59
2485, 0.00000, 8844.69, 3913.9
2486, 0.00000, 8978.88, 3945.73
2487, 0.00000, 9254.6, 3956.02
2488, 0.00000, 9390.43, 3963.04
2489, 0.00000, 8663.21, 3545.94
2490, 0.00000, 7960.92, 3129.18
2491, 0.00000, 8175.45, 3114.97
2492, 0.00000, 7435.29, 2758.13
2493, 0.00000, 6277.95, 2279.79
2494, 0.00000, 278.152, 69.2421
2495, 0.00000, 3683.14, 1276.94
2496, 0.00000, 1299.14, 421.445
2497, 0.00000, 2196.25, 732.505
2498, 0.00000, 1036.48, 331.254
2499, 0.00000, 1869.25, 618.113
2500, 0.00000, 1452.63, 471.839
2501, 0.00000, 990.86, 316.264
2502, 0.00000, 7147.21, 2632.58
2503, 0.00000, 6136.88, 2244.67
2504, 0.00000, 7230.67, 2790.35
2505, 0.00000, 6927.65, 2787.37
2506, 0.00000, 6711.92, 2793.25
2507, 0.00000, 6529.45, 2856.71
2508, 0.00000, 6498.5, 2922.12
2509, 0.00000, 6560.37, 2950.96
2510, 0.00000, 6120.1, 2744.38
2511, 0.00000, 6251.79, 2751.97
2512, 0.00000, 6385.48, 2718.16
2513, 0.00000, 6360.21, 2582.8
2514, 0.00000, -275.581, 42.1907
2515, 0.00000, 46.1239, 42.4713
2516, 0.00000, 196.936, 42.3016
2517, 0.00000, 1390.65, 449.936
2518, 0.00000, 518.941, 150.092
2519, 0.00000, 236.114, 54.322
2520, 0.00000, 907.494, 284.734
2521, 0.00000, 680.433, 206.785
2522, 0.00000, 445.821, 126.746
2523, 0.00000, 467.251, 133.298
2524, 0.00000, 612.864, 185.174
2525, 0.00000, 916.405, 286.31
2526, 0.00000, 622.421, 187.155
2527, 0.00000, 633.496, 211.047
2528, 0.00000, 271.128, 174.928
2529, 0.00000, -16.2608, 206.304
2530, 0.00000, -278.443, 227.242
2531, 0.00000, -223.973, 354.765
2532, 0.00000, 388.659, 613.021
2533, 0.00000, 579.721, 694.891
2534, 0.00000, 397.514, 605.508
2535, 0.00000, 2796.29, 1407.21
2536, 0.00000, 3427.35, 1524.4
2537, 0.00000, 3689.66, 1514.42
2538, 0.00000, 1370.56, 580.282
2539, 0.00000, 46.936, 41.7843
2540, 0.00000, 392.923, 109.007
2541, 0.00000, 495.552, 144.941
2542, 0.00000, 561.227, 167.446
2543, 0.00000, 578.847, 170.982
2544, 0.00000, 467.796, 133.627
2545, 0.00000, 1298.18, 419.789
2546, 0.00000, 677.792, 205.119
2547, 0.00000, 820.688, 254.754
2548, 0.00000, 656.77, 197.888
2549, 0.00000, 1098.07, 346.913
2550, 0.00000, 7052.32, 2591.82
2551, 0.00000, 7351.56, 2744.45
2552, 0.00000, 7866.96, 3061.82
2553, 0.00000, 8039.28, 3252.83
2554, 0.00000, 8167.73, 3459.3
2555, 0.00000, 8234.75, 3617.74
2556, 0.00000, 7728.1, 3452.84
2557, 0.00000, 8485.81, 3824.99
2558, 0.00000, 8617.59, 3884.1
2559, 0.00000, 8740.65, 3860.04
2560, 0.00000, 8872.85, 3797.53
2561, 0.00000, 8156.89, 3380.38
2562, 0.00000, 7617.14, 3012.36
2563, 0.00000, 7910.3, 3011.66
2564, 0.00000, 7337.52, 2715.11
2565, 0.00000, 6213.78, 2260.32
2566, 0.00000, 205.345, 45.0724
2567, 0.00000, 3544.53, 1222.77
2568, 0.00000, 1290.01, 411.53
2569, 0.00000, 1722.97, 574.808
2570, 0.00000, 1951.44, 646.769
2571, 0.00000, 1853.19, 617.544
2572, 0.00000, 1568.79, 510.217
2573, 0.00000, 1881.6, 625.601
2574, 0.00000, 6784.38, 2483.61
2575, 0.00000, 7353.86, 2750.44
2576, 0.00000, 8314.18, 3253.41
2577, 0.00000, 8152.4, 3330.71
2578, 0.00000, 8015.42, 3440.66
2579, 0.00000, 8098.87, 3602.42
2580, 0.00000, 7589.89, 3468.56
2581, 0.00000, 8482.43, 3889.96
2582, 0.00000, 8821.53, 4003.74
2583, 0.00000, 9151.32, 4019.34
2584, 0.00000, 9437.46, 4020.1
2585, 0.00000, 8634.26, 3572.55
2586, 0.00000, 7881.17, 3103.33
2587, 0.00000, 8078.11, 3090.35
2588, 0.00000, 7661.7, 2847.28
2589, 0.00000, 5715.96, 2060.3
2590, 0.00000, 431.043, 120.557
2591, 0.00000, 3435.85, 1179.77
2592, 0.00000, 1337.09, 434.47
2593, 0.00000, 2375.5, 797.791
2594, 0.00000, 1264.78, 407.38
2595, 0.00000, 2644.49, 894.206
2596, 0.00000, 1876.15, 622.149
2597, 0.00000, 1988.8, 657.932
2598, 0.00000, 6449.28, 2350.11
2599, 0.00000, 7381.21, 2753.89
2600, 0.00000, 8536.66, 3330.43
2601, 0.00000, 8770.83, 3553.94
2602, 0.00000, 8949.43, 3716.68
2603, 0.00000, 9009.69, 3863.16
2604, 0.00000, 8310.41, 3653.63
2605, 0.00000, 9115.45, 4013.56
2606, 0.00000, 9267.97, 4068.34
2607, 0.00000, 9479.44, 4065.23
2608, 0.00000, 9552.14, 4029.14
2609, 0.00000, 8764.87, 3608.4
2610, 0.00000, 7979.09, 3142.58
2611, 0.00000, 8177.13, 3124.2
2612, 0.00000, 7753.58, 2883.52
2613, 0.00000, 6547.67, 2395.46
2614, 0.00000, 527.729, 152.908
2615, 0.00000, 3320.59, 1136.49
2616, 0.00000, 1486.78, 484.878
2617, 0.00000, 2236.28, 751.407
2618, 0.00000, 1869.63, 621.999
2619, 0.00000, 2449.83, 822.465
2620, 0.00000, 1412.7, 458.143
2621, 0.00000, 2484.69, 840.939
2622, 0.00000, 6732.78, 2465.06
2623, 0.00000, 7357.05, 2750.55
2624, 0.00000, 8590.25, 3369.21
2625, 0.00000, 8939.18, 3635.11
2626, 0.00000, 9132.55, 3808.98
2627, 0.00000, 9197.71, 3960.57
2628, 0.00000, 8554.25, 3758.53
2629, 0.00000, 9522.77, 4156.37
2630, 0.00000, 9674.41, 4210.33
2631, 0.00000, 9778.82, 4235.46
2632, 0.00000, 10025, 4236.35
2633, 0.00000, 9233.03, 3752.3
2634, 0.00000, 8151.62, 3189.58
2635, 0.00000, 8234.38, 3147.87
2636, 0.00000, 7801.04, 2905.84
2637, 0.00000, 7329.17, 2708.2
2638, 0.00000, 183.238, 37.7562
2639, 0.00000, 4208.37, 1473.58
2640, 0.00000, 676.749, 205.571
2641, 0.00000, 3088.58, 1061.57
2642, 0.00000, 1711.91, 561.775
2643, 0.00000, 2260.69, 761.656
2644, 0.00000, 1869.48, 618.074
2645, 0.00000, 1578.82, 515.595
2646, 0.00000, 7035.66, 2588.73
2647, 0.00000, 7373.52, 2751.76
2648, 0.00000, 8885.4, 3479.25
2649, 0.00000, 9316.22, 3763.58
2650, 0.00000, 9561.32, 3965.62
2651, 0.00000, 9712.94, 4145.83
2652, 0.00000, 9040.53, 3938.71
2653, 0.00000, 10053.6, 4389.57
2654, 0.00000, 10232.7, 4445.98
2655, 0.00000, 10317.3, 4450.06
2656, 0.00000, 10448.4, 4420.71
2657, 0.00000, 9530.99, 3880.57
2658, 0.00000, 8264.38, 3247.9
2659, 0.00000, 8326.96, 3178.41
2660, 0.00000, 7882.32, 2941.7
2661, 0.00000, 7381.58, 2733.63
2662, 0.00000, 182.637, 37.5596
2663, 0.00000, 4038.49, 1409
2664, 0.00000, 972.712, 303.538
2665, 0.00000, 3227.76, 1106.59
2666, 0.00000, 745.34, 231.486
2667, 0.00000, 3118.18, 1068.67
2668, 0.00000, 1536.92, 502.94
2669, 0.00000, 1867.31, 618.857
2670, 0.00000, 6240.11, 2275.05
2671, 0.00000, 7192.22, 2678.66
2672, 0.00000, 7361.76, 2842.66
2673, 0.00000, 7196.71, 2893.39
2674, 0.00000, 7168.8, 3022.15
2675, 0.00000, 7278.19, 3128.59
2676, 0.00000, 7326.74, 3198.71
2677, 0.00000, 7272.31, 3226.56
2678, 0.00000, 6524.12, 2902.6
2679, 0.00000, 6604.67, 2912.53
2680, 0.00000, 6594.77, 2805.29
2681, 0.00000, 7511.13, 3078.32
2682, 0.00000, -311, 44.8144
2683, 0.00000, 5873.65, 2172.51
2684, 0.00000, 203.83, 46.4692
2685, 0.00000, 447.375, 133.176
2686, 0.00000, 1311.58, 426.774
2687, 0.00000, 1011.97, 320.595
2688, 0.00000, 489.109, 143.23
2689, 0.00000, 927.786, 294.54
2690, 0.00000, 486.513, 141.672
2691, 0.00000, 921.668, 289.081
2692, 0.00000, 603.031, 180.918
2693, 0.00000, 807.68, 251.971
2694, 0.00000, 465.48, 135.089
2695, 0.00000, 1404.18, 493.495
2696, 0.00000, 2767.62, 1085.5
2697, 0.00000, -462.144, 104.202
2698, 0.00000, -354.08, 316.816
2699, 0.00000, 2317.19, 1353.54
2700, 0.00000, 168.891, 637.038
2701, 0.00000, 1692.46, 1142.5
2702, 0.00000, 1246.05, 977.418
2703, 0.00000, 917.557, 785.348
2704, 0.00000, -392.217, 230.527
2705, 0.00000, -228.325, 184.013
2706, 0.00000, 672.018, 373.66
2707, 0.00000, 672.85, 265.052
2708, 0.00000, 632.91, 190.643
2709, 0.00000, 514.667, 152.732
2710, 0.00000, 1015.74, 321.828
2711, 0.00000, 440.176, 125.818
2712, 0.00000, 560.517, 167.783
2713, 0.00000, 2151.02, 721.005
2714, 0.00000, 837.297, 260.065
2715, 0.00000, 691.519, 212.405
2716, 0.00000, 1282.16, 412.031
2717, 0.00000, 1233.72, 395.489
2718, 0.00000, 6324.49, 2299.48
2719, 0.00000, 7320.91, 2742.72
2720, 0.00000, 7881.85, 3089.66
2721, 0.00000, 7825.15, 3193.74
2722, 0.00000, 7760.7, 3306.11
2723, 0.00000, 7843.97, 3460.28
2724, 0.00000, 7249.47, 3304.61
2725, 0.00000, 8164.58, 3683.93
2726, 0.00000, 8383.5, 3749.15
2727, 0.00000, 8641, 3784.56
2728, 0.00000, 8961.77, 3813.89
2729, 0.00000, 8523.62, 3499.94
2730, 0.00000, 7712.34, 3038.54
2731, 0.00000, 7932.72, 3027.62
2732, 0.00000, 7309.58, 2700.81
2733, 0.00000, 7119.01, 2632.05
2734, 0.00000, 207.528, 45.8139
2735, 0.00000, 3872.79, 1346.23
2736, 0.00000, 779.238, 243.934
2737, 0.00000, 2039.78, 676.995
2738, 0.00000, 1701.89, 559.36
2739, 0.00000, 1572.43, 517.167
2740, 0.00000, 1728.1, 568.076
2741, 0.00000, 1803.21, 592.815
2742, 0.00000, 6985.68, 2571.88
2743, 0.00000, 7317.97, 2741
2744, 0.00000, 8410.96, 3300.25
2745, 0.00000, 8758.62, 3541.26
2746, 0.00000, 8923.94, 3703.72
2747, 0.00000, 9238.91, 3941.63
2748, 0.00000, 8829.8, 3806.83
2749, 0.00000, 9661, 4246.35
2750, 0.00000, 9711.4, 4304.84
2751, 0.00000, 9848.56, 4308.27
2752, 0.00000, 9903.77, 4230.86
2753, 0.00000, 8926.5, 3690.92
2754, 0.00000, 7993.1, 3165.88
2755, 0.00000, 8164.55, 3130.27
2756, 0.00000, 7771.02, 2893.87
2757, 0.00000, 6974.5, 2565.14
2758, 0.00000, 218.901, 49.6468
2759, 0.00000, 3778.2, 1307.1
2760, 0.00000, 1242.34, 402.218
2761, 0.00000, 2745.09, 934.053
2762, 0.00000, 1680.18, 559.626
2763, 0.00000, 1960.67, 649.956
2764, 0.00000, 2552.17, 868.253
2765, 0.00000, 1398.14, 450.976
2766, 0.00000, 6340.02, 2308.03
2767, 0.00000, 7348.41, 2760.63
2768, 0.00000, 8462.86, 3341.18
2769, 0.00000, 8410.19, 3431.61
2770, 0.00000, 8401.18, 3601.03
2771, 0.00000, 8539.58, 3771.97
2772, 0.00000, 7981.92, 3633.28
2773, 0.00000, 9075.53, 4066.6
2774, 0.00000, 9189.61, 4142.46
2775, 0.00000, 9282.94, 4108.93
2776, 0.00000, 9173.73, 3989.91
2777, 0.00000, 8456.15, 3527.06
2778, 0.00000, 7821.6, 3136.05
2779, 0.00000, 8122.86, 3124.48
2780, 0.00000, 7754.98, 2886.17
2781, 0.00000, 6333.83, 2310.38
2782, 0.00000, 302.863, 77.5234
2783, 0.00000, 3661.53, 1263.39
2784, 0.00000, 1094.33, 349.625
2785, 0.00000, 2780.12, 943.432
2786, 0.00000, 1229.06, 393.957
2787, 0.00000, 2716.58, 924.884
2788, 0.00000, 1461.53, 473.284
2789, 0.00000, 2207.48, 738.995
2790, 0.00000, 6821.66, 2500.01
2791, 0.00000, 7325.03, 2755.42
2792, 0.00000, 8404.63, 3332.74
2793, 0.00000, 8314.43, 3417.44
2794, 0.00000, 8357.31, 3543.36
2795, 0.00000, 8587.38, 3750.36
2796, 0.00000, 7980.55, 3591.71
2797, 0.00000, 8786.42, 3981.38
2798, 0.00000, 9125.25, 4045
2799, 0.00000, 9342.5, 4082.13
2800, 0.00000, 9535.69, 4095.83
2801, 0.00000, 8872.22, 3660.03
2802, 0.00000, 7983.32, 3155.88
2803, 0.00000, 8195.2, 3135.09
2804, 0.00000, 7559.61, 2808.64
2805, 0.00000, 7166.92, 2645.59
2806, 0.00000, 293.222, 74.2889
2807, 0.00000, 3726.97, 1288.46
2808, 0.00000, 1049.17, 334.494
2809, 0.00000, 2579.32, 872.768
2810, 0.00000, 1909.82, 634.517
2811, 0.00000, 1624.34, 530.934
2812, 0.00000, 1753.37, 579.939
2813, 0.00000, 2279.45, 766.21
2814, 0.00000, 7400.07, 2739.85
2815, 0.00000, 7323.56, 2748.52
2816, 0.00000, 8537.68, 3369.47
2817, 0.00000, 8783.69, 3617.84
2818, 0.00000, 8930.38, 3783.86
2819, 0.00000, 9001.06, 3933.24
2820, 0.00000, 8509.94, 3719.7
2821, 0.00000, 9299.53, 4103.53
2822, 0.00000, 9510.3, 4148.95
2823, 0.00000, 9712.58, 4158.44
2824, 0.00000, 9902.23, 4146.97
2825, 0.00000, 8979.47, 3687.4
2826, 0.00000, 8026.81, 3167.28
2827, 0.00000, 8181.35, 3141.83
2828, 0.00000, 7827.48, 2916.16
2829, 0.00000, 6527.72, 2387.43
2830, 0.00000, 277.973, 69.2206
2831, 0.00000, 3792.82, 1311.92
2832, 0.00000, 1130.29, 362.035
