Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,948878,-,-,-,40.21,-85.38,-5,287,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2014,1,1,0,0,0,0,0,-9,160.35,0.151,0.9,72.82000000000001,-5,990.0
2014,1,1,0,30,0,0,0,-9,162.5,0.151,1.0,72.8,-5,990.0
2014,1,1,1,0,0,0,0,-8,162.5,0.151,1.1,75.29,-5,980.0
2014,1,1,1,30,0,0,0,-8,160.34,0.151,1.1,75.27,-5,980.0
2014,1,1,2,0,0,0,0,-8,156.62,0.151,1.2000000000000002,77.29,-5,980.0
2014,1,1,2,30,0,0,0,-8,151.97,0.151,1.3,77.27,-5,980.0
2014,1,1,3,0,0,0,0,-7,146.79,0.151,1.5,80.93,-5,980.0
2014,1,1,3,30,0,0,0,-7,141.33,0.151,1.5,80.91,-5,980.0
2014,1,1,4,0,0,0,0,-7,135.7,0.151,1.6,84.27,-5,980.0
2014,1,1,4,30,0,0,0,-7,130.0,0.151,1.6,84.26,-5,980.0
2014,1,1,5,0,0,0,0,-6,124.27,0.151,1.7000000000000002,87.34,-5,980.0
2014,1,1,5,30,0,0,0,-6,118.57000000000001,0.151,1.7000000000000002,87.32000000000001,-5,980.0
2014,1,1,6,0,0,0,0,-6,112.91,0.151,1.8,97.63,-6,980.0
2014,1,1,6,30,0,0,0,-6,107.35000000000001,0.151,1.9000000000000001,90.49,-5,980.0
2014,1,1,7,0,0,0,0,-5,101.9,0.151,2.0,93.27,-5,980.0
2014,1,1,7,30,0,0,0,-5,96.61,0.151,2.2,93.27,-5,980.0
2014,1,1,8,0,0,0,0,-5,91.5,0.151,2.4000000000000004,96.29,-5,980.0
2014,1,1,8,30,9,0,9,-5,86.63,0.151,2.8000000000000003,89.31,-4,980.0
2014,1,1,9,0,25,0,25,-4,82.04,0.151,3.3000000000000003,87.95,-3,980.0
2014,1,1,9,30,42,0,42,-4,77.79,0.151,3.0,81.68,-2,980.0
