Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,948878,-,-,-,40.21,-85.38,-5,287,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2012,1,1,0,0,0,0,0,2,160.41,0.134,5.9,100.0,2,970.0
2012,1,1,0,30,0,0,0,2,162.55,0.134,5.9,100.0,2,970.0
2012,1,1,1,0,0,0,0,2,162.53,0.134,5.9,100.0,2,970.0
2012,1,1,1,30,0,0,0,2,160.35,0.134,6.1000000000000005,100.0,2,970.0
2012,1,1,2,0,0,0,0,2,156.61,0.134,6.4,100.0,2,970.0
2012,1,1,2,30,0,0,0,2,151.96,0.134,6.5,100.0,2,970.0
2012,1,1,3,0,0,0,0,2,146.78,0.134,6.6000000000000005,96.56,3,970.0
2012,1,1,3,30,0,0,0,2,141.31,0.134,6.6000000000000005,96.5,3,970.0
2012,1,1,4,0,0,0,0,3,135.68,0.134,6.7,95.41,4,970.0
2012,1,1,4,30,0,0,0,3,129.98,0.134,6.800000000000001,95.36,4,970.0
2012,1,1,5,0,0,0,0,4,124.25,0.134,6.9,96.66,5,970.0
2012,1,1,5,30,0,0,0,4,118.55,0.134,6.9,90.15,6,970.0
2012,1,1,6,0,0,0,0,5,112.89,0.134,6.9,91.94,7,970.0
2012,1,1,6,30,0,0,0,5,107.33,0.134,7.2,91.94,7,970.0
2012,1,1,7,0,0,0,0,6,101.89,0.134,7.6000000000000005,97.64,7,970.0
2012,1,1,7,30,0,0,0,6,96.59,0.134,8.200000000000001,100.0,6,970.0
2012,1,1,8,0,0,0,0,5,91.49,0.134,8.8,94.39,6,970.0
2012,1,1,8,30,1,0,1,4,86.62,0.134,8.700000000000001,100.0,5,970.0
2012,1,1,9,0,3,0,3,2,82.04,0.134,8.700000000000001,91.28,4,970.0
2012,1,1,9,30,35,0,35,2,77.8,0.134,8.9,91.3,4,970.0
2012,1,1,10,0,8,0,8,2,73.96000000000001,0.134,9.200000000000001,87.8,4,970.0
2012,1,1,10,30,45,0,45,2,70.59,0.134,9.3,87.83,4,970.0
2012,1,1,11,0,54,0,54,1,67.77,0.134,9.600000000000001,84.74,4,970.0
2012,1,1,11,30,119,0,119,1,65.58,0.134,9.8,84.79,4,970.0
2012,1,1,12,0,55,0,55,0,64.07000000000001,0.134,10.0,78.89,4,970.0
2012,1,1,12,30,50,0,50,0,63.31,0.134,10.0,78.94,4,970.0
2012,1,1,13,0,70,0,70,0,63.31,0.134,10.100000000000001,72.21000000000001,4,970.0
2012,1,1,13,30,90,0,90,0,64.07000000000001,0.134,10.0,72.26,4,970.0
2012,1,1,14,0,72,859,427,-2,65.58,0.134,10.0,64.01,4,970.0
2012,1,1,14,30,69,836,385,-2,67.77,0.134,9.8,68.74,3,970.0
2012,1,1,15,0,62,814,333,-4,70.59,0.134,9.700000000000001,60.0,3,970.0
2012,1,1,15,30,56,761,267,-4,73.95,0.134,9.4,64.46000000000001,2,970.0
2012,1,1,16,0,82,107,104,-5,77.79,0.134,9.200000000000001,62.730000000000004,1,980.0
2012,1,1,16,30,52,71,62,-5,82.04,0.134,8.8,67.48,0,980.0
2012,1,1,17,0,21,2,21,-5,86.62,0.134,8.4,65.36,0,980.0
2012,1,1,17,30,0,0,0,-5,91.49,0.134,8.0,65.39,0,980.0
2012,1,1,18,0,0,0,0,-5,96.59,0.134,7.7,66.75,0,980.0
2012,1,1,18,30,0,0,0,-5,101.88,0.134,7.6000000000000005,66.77,0,980.0
2012,1,1,19,0,0,0,0,-5,107.32000000000001,0.866,7.5,67.36,0,980.0
2012,1,1,19,30,0,0,0,-5,112.89,0.866,7.5,67.37,0,980.0
2012,1,1,20,0,0,0,0,-5,118.54,0.866,7.5,71.13,-1,980.0
2012,1,1,20,30,0,0,0,-5,124.24000000000001,0.866,7.300000000000001,71.13,-1,980.0
2012,1,1,21,0,0,0,0,-5,129.96,0.866,7.2,69.25,-1,980.0
2012,1,1,21,30,0,0,0,-5,135.66,0.866,7.1000000000000005,69.25,-1,980.0
2012,1,1,22,0,0,0,0,-6,141.29,0.866,7.0,73.23,-2,980.0
2012,1,1,22,30,0,0,0,-6,146.75,0.866,6.9,73.22,-2,980.0
2012,1,1,23,0,0,0,0,-6,151.92000000000002,0.866,6.9,72.76,-2,980.0
2012,1,1,23,30,0,0,0,-6,156.57,0.866,6.800000000000001,72.75,-2,980.0
2012,1,2,0,0,0,0,0,-6,160.29,0.866,6.800000000000001,78.81,-3,980.0
2012,1,2,0,30,0,0,0,-6,162.45000000000002,0.866,6.7,78.81,-3,980.0
2012,1,2,1,0,0,0,0,-6,162.47,0.866,6.7,78.96000000000001,-3,980.0
2012,1,2,1,30,0,0,0,-6,160.32,0.866,6.5,78.97,-3,980.0
2012,1,2,2,0,0,0,0,-6,156.62,0.866,6.4,78.41,-3,980.0
2012,1,2,2,30,0,0,0,-6,151.98,0.866,6.1000000000000005,78.4,-3,980.0
2012,1,2,3,0,0,0,0,-6,146.81,0.866,5.800000000000001,78.12,-3,980.0
2012,1,2,3,30,0,0,0,-6,141.34,0.866,5.800000000000001,78.11,-3,980.0
2012,1,2,4,0,0,0,0,-6,135.72,0.866,5.800000000000001,77.14,-3,980.0
2012,1,2,4,30,0,0,0,-6,130.02,0.866,5.800000000000001,77.13,-3,980.0
2012,1,2,5,0,0,0,0,-6,124.29,0.866,5.800000000000001,75.12,-3,980.0
2012,1,2,5,30,0,0,0,-6,118.59,0.866,6.0,75.11,-3,980.0
2012,1,2,6,0,0,0,0,-7,112.93,0.866,6.2,76.66,-4,980.0
2012,1,2,6,30,0,0,0,-7,107.37,0.866,6.300000000000001,76.65,-4,980.0
2012,1,2,7,0,0,0,0,-8,101.92,0.866,6.4,72.92,-4,980.0
2012,1,2,7,30,0,0,0,-8,96.62,0.866,6.5,72.93,-4,980.0
2012,1,2,8,0,0,0,0,-8,91.51,0.866,6.7,69.61,-4,980.0
2012,1,2,8,30,10,0,10,-8,86.64,0.866,7.0,69.62,-4,980.0
2012,1,2,9,0,30,0,30,-9,82.05,0.866,7.300000000000001,65.91,-4,980.0
