Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,948878,-,-,-,40.21,-85.38,-5,287,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2009,1,1,0,0,0,0,0,-11,160.32,0.147,0.6000000000000001,67.72,-6,990.0
2009,1,1,0,30,0,0,0,-11,162.48,0.147,0.6000000000000001,67.71000000000001,-6,990.0
2009,1,1,1,0,0,0,0,-11,162.49,0.147,0.6000000000000001,67.47,-6,990.0
2009,1,1,1,30,0,0,0,-11,160.33,0.147,1.1,62.52,-5,990.0
2009,1,1,2,0,0,0,0,-10,156.62,0.147,1.7000000000000002,63.57,-5,990.0
2009,1,1,2,30,0,0,0,-10,151.97,0.147,2.2,63.550000000000004,-5,990.0
2009,1,1,3,0,0,0,0,-10,146.8,0.147,2.7,65.13,-5,990.0
2009,1,1,3,30,0,0,0,-10,141.34,0.147,2.7,65.11,-5,990.0
2009,1,1,4,0,0,0,0,-10,135.71,0.147,2.8000000000000003,72.51,-6,990.0
2009,1,1,4,30,0,0,0,-10,130.01,0.147,2.9000000000000004,72.48,-6,990.0
2009,1,1,5,0,0,0,0,-9,124.28,0.147,3.1,73.95,-6,990.0
2009,1,1,5,30,0,0,0,-9,118.58,0.147,3.2,73.94,-6,990.0
2009,1,1,6,0,0,0,0,-9,112.93,0.147,3.4000000000000004,74.81,-6,990.0
2009,1,1,6,30,0,0,0,-9,107.36,0.147,3.4000000000000004,74.79,-6,980.0
2009,1,1,7,0,0,0,0,-9,101.91,0.147,3.5,81.18,-7,980.0
2009,1,1,7,30,0,0,0,-9,96.62,0.147,3.8000000000000003,75.17,-6,980.0
2009,1,1,8,0,0,0,0,-9,91.51,0.147,4.1000000000000005,75.7,-6,980.0
2009,1,1,8,30,22,76,26,-9,86.64,0.147,4.7,70.14,-5,980.0
2009,1,1,9,0,49,185,74,-9,82.05,0.147,5.4,69.36,-5,980.0
2009,1,1,9,30,63,416,151,-9,77.8,0.147,5.6000000000000005,64.3,-4,980.0
2009,1,1,10,0,80,474,211,-9,73.95,0.147,5.9,63.7,-4,980.0
2009,1,1,10,30,109,430,252,-9,70.57000000000001,0.147,6.0,59.09,-3,980.0
2009,1,1,11,0,158,222,242,-9,67.75,0.147,6.1000000000000005,55.7,-2,980.0
2009,1,1,11,30,139,465,332,-9,65.54,0.147,6.1000000000000005,51.72,-1,980.0
2009,1,1,12,0,193,175,269,-9,64.03,0.147,6.1000000000000005,49.11,0,980.0
2009,1,1,12,30,182,325,329,-9,63.25,0.147,6.1000000000000005,49.08,0,980.0
2009,1,1,13,0,186,315,328,-9,63.24,0.147,6.1000000000000005,50.300000000000004,0,980.0
2009,1,1,13,30,180,313,317,-9,64.0,0.147,6.0,50.27,0,980.0
2009,1,1,14,0,164,30,176,-8,65.5,0.147,5.9,48.51,1,980.0
2009,1,1,14,30,148,27,158,-8,67.69,0.147,5.7,48.480000000000004,1,980.0
2009,1,1,15,0,128,25,136,-8,70.5,0.147,5.6000000000000005,50.550000000000004,1,980.0
2009,1,1,15,30,101,7,103,-8,73.86,0.147,5.0,54.300000000000004,0,980.0
2009,1,1,16,0,26,0,26,-7,77.69,0.147,4.4,59.160000000000004,0,980.0
2009,1,1,16,30,15,0,15,-7,81.94,0.147,3.8000000000000003,59.13,0,980.0
2009,1,1,17,0,5,0,5,-6,86.52,0.147,3.3000000000000003,68.27,-1,970.0
2009,1,1,17,30,0,0,0,-6,91.39,0.147,3.3000000000000003,68.24,-1,970.0
2009,1,1,18,0,0,0,0,-5,96.49000000000001,0.147,3.4000000000000004,70.76,-1,970.0
2009,1,1,18,30,0,0,0,-5,101.78,0.147,3.4000000000000004,70.73,-1,970.0
2009,1,1,19,0,0,0,0,-5,107.22,0.147,3.4000000000000004,72.67,-1,970.0
2009,1,1,19,30,0,0,0,-5,112.78,0.147,3.5,72.63,-1,970.0
2009,1,1,20,0,0,0,0,-5,118.43,0.147,3.6,79.78,-2,970.0
2009,1,1,20,30,0,0,0,-5,124.14,0.147,3.6,79.74,-2,970.0
2009,1,1,21,0,0,0,0,-4,129.86,0.147,3.6,81.53,-2,970.0
2009,1,1,21,30,0,0,0,-4,135.56,0.147,3.6,81.5,-2,970.0
2009,1,1,22,0,0,0,0,-4,141.18,0.147,3.6,83.73,-2,970.0
2009,1,1,22,30,0,0,0,-4,146.65,0.147,3.6,77.8,-1,970.0
2009,1,1,23,0,0,0,0,-3,151.82,0.147,3.6,80.14,-1,970.0
2009,1,1,23,30,0,0,0,-3,156.47,0.147,3.7,80.14,-1,970.0
2009,1,2,0,0,0,0,0,-3,160.20000000000002,0.147,3.8000000000000003,81.68,-1,970.0
2009,1,2,0,30,0,0,0,-3,162.38,0.147,3.8000000000000003,81.67,-1,970.0
2009,1,2,1,0,0,0,0,-3,162.42000000000002,0.147,3.8000000000000003,81.68,-1,970.0
2009,1,2,1,30,0,0,0,-3,160.3,0.147,3.9000000000000004,81.68,-1,970.0
2009,1,2,2,0,0,0,0,-3,156.62,0.147,4.0,81.54,-1,970.0
2009,1,2,2,30,0,0,0,-3,151.99,0.147,3.9000000000000004,81.54,-1,970.0
2009,1,2,3,0,0,0,0,-3,146.83,0.147,3.9000000000000004,81.88,-1,970.0
2009,1,2,3,30,0,0,0,-3,141.37,0.147,3.7,81.89,-1,970.0
2009,1,2,4,0,0,0,0,-3,135.75,0.147,3.6,88.03,-2,970.0
2009,1,2,4,30,0,0,0,-3,130.05,0.147,3.5,88.03,-2,970.0
2009,1,2,5,0,0,0,0,-3,124.32000000000001,0.147,3.5,88.10000000000001,-2,970.0
2009,1,2,5,30,0,0,0,-3,118.62,0.147,3.4000000000000004,88.12,-2,970.0
2009,1,2,6,0,0,0,0,-3,112.96000000000001,0.147,3.4000000000000004,88.32000000000001,-2,970.0
2009,1,2,6,30,0,0,0,-3,107.39,0.147,3.3000000000000003,88.33,-2,970.0
2009,1,2,7,0,0,0,0,-3,101.94,0.147,3.3000000000000003,88.42,-2,970.0
