hour, t(sec), P1 (kW), Q1 (kvar)
1205, 900.00000, 461.448, 131.221
1205, 1800.00000, 987.678, 310.401
1205, 2700.00000, 1299.94, 417.571
1206, 0.00000, 1498.4, 488.478
1206, 900.00000, 10296.4, 3980.72
1206, 1800.00000, 7645.77, 2841.37
1206, 2700.00000, 7432.61, 2748.71
1207, 0.00000, 7777.09, 2892.51
1207, 900.00000, 7616.33, 2832.52
1207, 1800.00000, 7578.79, 2816.77
1207, 2700.00000, 7560.92, 2809.09
1208, 0.00000, 7554.51, 2806.31
1208, 900.00000, 7678.32, 2854.14
1208, 1800.00000, 7824.78, 2916.31
1208, 2700.00000, 7877.8, 2938.82
1209, 0.00000, 8028.03, 3002.66
1209, 900.00000, 8081.53, 3025.33
1209, 1800.00000, 8090.65, 3029.26
1209, 2700.00000, 8133.28, 3047.43
1210, 0.00000, 8185, 3069.18
1210, 900.00000, 8215.21, 3082.11
1210, 1800.00000, 8267.47, 3104.2
1210, 2700.00000, 8338.94, 3134.91
1211, 0.00000, 8412.66, 3166.57
1211, 900.00000, 8513.61, 3209.75
1211, 1800.00000, 8605.19, 3249.12
1211, 2700.00000, 8679.98, 3281.43
1212, 0.00000, 8744.74, 3309.46
1212, 900.00000, 8309.95, 3122.39
1212, 1800.00000, 8317.82, 3125.71
1212, 2700.00000, 8343.28, 3136.64
1213, 0.00000, 8364.25, 3145.66
1213, 900.00000, 8855.69, 3357.59
1213, 1800.00000, 8936.4, 3392.74
1213, 2700.00000, 8980.33, 3411.93
1214, 0.00000, 9004.23, 3422.31
1214, 900.00000, 9060.82, 3446.96
1214, 1800.00000, 9123.08, 3474.07
1214, 2700.00000, 9183.74, 3500.58
1215, 0.00000, 9239.45, 3524.91
1215, 900.00000, 9279.22, 3542.37
1215, 1800.00000, 9312.39, 3556.95
1215, 2700.00000, 9337.03, 3567.79
1216, 0.00000, 9351.42, 3574.22
1216, 900.00000, 9377.3, 3585.46
1216, 1800.00000, 9383.52, 3588.29
1216, 2700.00000, 9371.02, 3582.92
1217, 0.00000, 9351.76, 3574.59
1217, 900.00000, 8683.15, 3282.97
1217, 1800.00000, 8627.45, 3258.81
1217, 2700.00000, 8619.68, 3255.49
1218, 0.00000, 8618.87, 3255.21
1218, 900.00000, 7977.51, 2981.92
1218, 1800.00000, 7929.78, 2961.95
1218, 2700.00000, 7923.52, 2959.33
1219, 0.00000, 7915.73, 2956.08
1219, 900.00000, 7900.41, 2949.83
1219, 1800.00000, 7894.07, 2947.18
1219, 2700.00000, 7887.71, 2944.5
1220, 0.00000, 7880.93, 2941.68
1220, 900.00000, 5201.34, 1845.39
1220, 1800.00000, 6768.31, 2480.37
1220, 2700.00000, 6512.73, 2373.92
1221, 0.00000, 7041.68, 2589.91
1221, 900.00000, 1572.15, 512.679
1221, 1800.00000, 8206.31, 3084.37
1221, 2700.00000, 7334.09, 2712.25
1222, 0.00000, 6744.34, 2469.65
1222, 900.00000, 6466.2, 2359.58
1222, 1800.00000, 689.076, 208.564
1222, 2700.00000, 186.037, 38.5608
1223, 0.00000, 176.576, 35.4188
1223, 900.00000, 337.938, 89.3732
1223, 1800.00000, 823.879, 257.326
1223, 2700.00000, 1176.43, 379.356
1224, 0.00000, 2682.59, 908.425
1224, 900.00000, 2829.18, 959.213
1224, 1800.00000, 2642.2, 891.316
1224, 2700.00000, 2286.19, 772.152
1225, 0.00000, 906.335, 288.02
1225, 900.00000, 963.915, 307.806
1225, 1800.00000, 848.059, 266.586
1225, 2700.00000, 1099.98, 348.77
1226, 0.00000, 1221.38, 392.206
1226, 900.00000, 1792.45, 591.805
1226, 1800.00000, 2126.43, 711.437
1226, 2700.00000, 1972.59, 656.875
1227, 0.00000, 1766.36, 586.812
1227, 900.00000, 1153.83, 373.938
1227, 1800.00000, 848.146, 270.174
1227, 2700.00000, 787.478, 245.348
1228, 0.00000, 1294.48, 420.154
1228, 900.00000, 1412.15, 460.751
1228, 1800.00000, 1658.24, 550.942
1228, 2700.00000, 1547.24, 508.307
1229, 0.00000, 1635.21, 537.531
1229, 900.00000, 1321.83, 428.77
1229, 1800.00000, 1265.81, 412.527
1229, 2700.00000, 1294.7, 424.945
1230, 0.00000, 1237.76, 400.141
1230, 900.00000, 10311.5, 3992.9
1230, 1800.00000, 7967.51, 2972.2
1230, 2700.00000, 6981.38, 2563.11
1231, 0.00000, 7442.9, 2755.47
1231, 900.00000, 7511.41, 2787.35
1231, 1800.00000, 7464.3, 2767.81
1231, 2700.00000, 7450.93, 2762.23
1232, 0.00000, 7440.15, 2757.75
1232, 900.00000, 8017.09, 2997.32
1232, 1800.00000, 8282.98, 3111.1
1232, 2700.00000, 8385.8, 3155.23
1233, 0.00000, 8562.92, 3230.94
1233, 900.00000, 8585.01, 3240.64
1233, 1800.00000, 8624.36, 3257.76
1233, 2700.00000, 8665.97, 3275.6
1234, 0.00000, 8714.49, 3296.71
1234, 900.00000, 8762.83, 3317.87
1234, 1800.00000, 8830.91, 3347.48
1234, 2700.00000, 8931.65, 3391.17
1235, 0.00000, 9041.04, 3438.51
1235, 900.00000, 9135.26, 3479.65
1235, 1800.00000, 9237.33, 3524.27
1235, 2700.00000, 9356.05, 3575.99
1236, 0.00000, 9471.43, 3626.38
1236, 900.00000, 8980.12, 3410.59
1236, 1800.00000, 9040.1, 3436.43
1236, 2700.00000, 9098.17, 3461.65
1237, 0.00000, 9140.69, 3480.16
1237, 900.00000, 9768.85, 3756.96
1237, 1800.00000, 9840.21, 3788.87
1237, 2700.00000, 9868.34, 3801.42
1238, 0.00000, 9860.36, 3797.95
1238, 900.00000, 9859.65, 3797.86
1238, 1800.00000, 9856.52, 3796.6
1238, 2700.00000, 9840.31, 3789.57
1239, 0.00000, 9821.56, 3781.41
1239, 900.00000, 9799.86, 3771.98
1239, 1800.00000, 9777.52, 3762.25
1239, 2700.00000, 9760.09, 3754.71
1240, 0.00000, 9747.04, 3749.1
1240, 900.00000, 9755.5, 3752.8
1240, 1800.00000, 9748.44, 3749.79
1240, 2700.00000, 9739.96, 3746.22
1241, 0.00000, 9719.79, 3737.65
1241, 900.00000, 9038.73, 3437.41
1241, 1800.00000, 8982.31, 3412.65
1241, 2700.00000, 8976.28, 3410.05
1242, 0.00000, 8968.81, 3406.79
1242, 900.00000, 8270.54, 3106.25
1242, 1800.00000, 8226.6, 3087.46
1242, 2700.00000, 8214.54, 3082.35
1243, 0.00000, 8202.15, 3077.09
1243, 900.00000, 8186.61, 3070.53
1243, 1800.00000, 8174.66, 3065.45
1243, 2700.00000, 8163.24, 3060.6
1244, 0.00000, 8152.2, 3055.91
1244, 900.00000, 5186.57, 1839.68
1244, 1800.00000, 6790.34, 2486.79
1244, 2700.00000, 7671.35, 2849.36
1245, 0.00000, 7590.84, 2814.22
1245, 900.00000, 2000.34, 670.246
1245, 1800.00000, 7860.55, 2936.25
1245, 2700.00000, 6143.04, 2225.73
1246, 0.00000, 6553.09, 2396.85
1246, 900.00000, 6138.31, 2232.14
1246, 1800.00000, 782.651, 251.437
1246, 2700.00000, 463.658, 132.029
1247, 0.00000, 354.615, 94.683
1247, 900.00000, 1317.62, 426.078
1247, 1800.00000, 2128.37, 713.135
1247, 2700.00000, 2673.28, 912.382
1248, 0.00000, 3178.98, 1088.29
1248, 900.00000, 2961.45, 1007.7
1248, 1800.00000, 2467.7, 828.436
1248, 2700.00000, 2298.71, 770.551
1249, 0.00000, 1734.28, 571.058
1249, 900.00000, 1783.82, 594.528
1249, 1800.00000, 1938.07, 651.417
1249, 2700.00000, 1752.53, 584.415
1250, 0.00000, 2291.78, 771.67
1250, 900.00000, 1675.33, 549.127
1250, 1800.00000, 1167.75, 370.765
1250, 2700.00000, 1295, 415.285
1251, 0.00000, 1254.67, 404.694
1251, 900.00000, 1485.64, 485.458
1251, 1800.00000, 1773.8, 590.016
1251, 2700.00000, 2457.61, 831.467
1252, 0.00000, 2279.26, 764.743
1252, 900.00000, 2182.63, 730.792
1252, 1800.00000, 2222.8, 744.147
1252, 2700.00000, 1535.09, 503.428
1253, 0.00000, 1350.86, 438.39
1253, 900.00000, 1230.32, 395.965
1253, 1800.00000, 1172.35, 374.662
1253, 2700.00000, 1129.4, 362.788
1254, 0.00000, 1443.86, 472.347
1254, 900.00000, 10370.9, 4026.65
1254, 1800.00000, 7556.39, 2800.68
1254, 2700.00000, 7348.52, 2712.01
1255, 0.00000, 6922.73, 2540.16
1255, 900.00000, 7526.22, 2793.65
1255, 1800.00000, 7438.81, 2757.04
1255, 2700.00000, 7438.09, 2756.66
1256, 0.00000, 7434.04, 2754.96
1256, 900.00000, 8242.61, 3093.75
1256, 1800.00000, 8597.77, 3245.85
1256, 2700.00000, 8690.09, 3285.7
1257, 0.00000, 8724.67, 3300.68
1257, 900.00000, 8808.63, 3337.13
1257, 1800.00000, 8991.23, 3416.84
1257, 2700.00000, 9120.42, 3472.93
1258, 0.00000, 9240.62, 3525.5
1258, 900.00000, 9325.14, 3562.72
1258, 1800.00000, 9456.83, 3619.77
1258, 2700.00000, 9561.53, 3665.66
1259, 0.00000, 9659, 3708.48
1259, 900.00000, 9752.4, 3749.6
1259, 1800.00000, 9837.21, 3787.09
1259, 2700.00000, 9915.44, 3821.78
1260, 0.00000, 9987.94, 3854.01
1260, 900.00000, 9419.34, 3601.54
1260, 1800.00000, 9433.37, 3607.54
1260, 2700.00000, 9471.73, 3624.4
1261, 0.00000, 9508.01, 3640.38
1261, 900.00000, 10186.7, 3942.7
1261, 1800.00000, 10272.1, 3981.23
1261, 2700.00000, 10294.4, 3991.29
1262, 0.00000, 10306.3, 3996.75
1262, 900.00000, 10312.7, 3999.77
1262, 1800.00000, 10316.4, 4001.6
1262, 2700.00000, 10319.5, 4003.13
1263, 0.00000, 10321.7, 4004.21
1263, 900.00000, 10319.1, 4003.24
1263, 1800.00000, 10315.6, 4001.84
1263, 2700.00000, 10296.3, 3993.38
1264, 0.00000, 10268.4, 3981.08
1264, 900.00000, 10254.4, 3974.77
1264, 1800.00000, 10216.7, 3958.09
1264, 2700.00000, 10179.4, 3941.62
1265, 0.00000, 10145.3, 3926.61
1265, 900.00000, 9361.42, 3578.38
1265, 1800.00000, 9258.63, 3533.26
1265, 2700.00000, 9217.68, 3515.36
1266, 0.00000, 9183.07, 3500.24
1266, 900.00000, 8404.7, 3163.47
1266, 1800.00000, 8353.49, 3141.51
1266, 2700.00000, 8340.1, 3135.82
1267, 0.00000, 8325.9, 3129.78
1267, 900.00000, 8306.64, 3121.61
1267, 1800.00000, 8292.98, 3115.79
1267, 2700.00000, 8279.8, 3110.18
1268, 0.00000, 8268.01, 3105.15
1268, 900.00000, 5302.91, 1884.79
1268, 1800.00000, 6545.01, 2389.84
1268, 2700.00000, 7553.91, 2806.32
1269, 0.00000, 7419.82, 2750.56
1269, 900.00000, 2545.7, 862.967
1269, 1800.00000, 8299.73, 3110.76
1269, 2700.00000, 6233.19, 2255.09
1270, 0.00000, 6457.96, 2354.84
1270, 900.00000, 5797.65, 2100.46
1270, 1800.00000, 896.518, 290.028
1270, 2700.00000, 213.575, 49.6398
1271, 0.00000, 468.653, 133.044
1271, 900.00000, 1443.41, 471.152
1271, 1800.00000, 2340.61, 787.043
1271, 2700.00000, 3547.96, 1225.62
1272, 0.00000, 3398.87, 1165.38
1272, 900.00000, 3111.04, 1060.46
1272, 1800.00000, 2128.66, 709.887
1272, 2700.00000, 1579.79, 518.114
1273, 0.00000, 1253.6, 407.847
1273, 900.00000, 1467.06, 485.591
1273, 1800.00000, 1599.87, 528.412
1273, 2700.00000, 1762.51, 580.524
1274, 0.00000, 2409.79, 807.903
1274, 900.00000, 2150.85, 717.397
1274, 1800.00000, 2155.4, 718.357
1274, 2700.00000, 2161.95, 718.922
1275, 0.00000, 1784.55, 586.677
1275, 900.00000, 1787.49, 593.96
1275, 1800.00000, 1919.81, 640.648
1275, 2700.00000, 1994.05, 667.088
1276, 0.00000, 2024.94, 675.466
1276, 900.00000, 2217.94, 741.841
1276, 1800.00000, 2204.23, 738.239
1276, 2700.00000, 1715.31, 565.605
1277, 0.00000, 1868.41, 617.133
1277, 900.00000, 1752.82, 577.274
1277, 1800.00000, 1453.36, 472.98
1277, 2700.00000, 1331.76, 432.888
1278, 0.00000, 1300.53, 423.66
1278, 900.00000, 10407.3, 4044.96
1278, 1800.00000, 7677.56, 2851.49
1278, 2700.00000, 7339.9, 2707.12
1279, 0.00000, 6834.85, 2501.52
1279, 900.00000, 7547.94, 2802.29
1279, 1800.00000, 7431.11, 2753.43
1279, 2700.00000, 7448.93, 2760.85
1280, 0.00000, 7449.14, 2760.88
1280, 900.00000, 8389.26, 3156.23
1280, 1800.00000, 8769.64, 3319.76
1280, 2700.00000, 8845.9, 3352.86
1281, 0.00000, 8888.81, 3371.53
1281, 900.00000, 8993.73, 3417.16
1281, 1800.00000, 9161.84, 3490.96
1281, 2700.00000, 9271.94, 3538.96
1282, 0.00000, 9376.78, 3584.64
1282, 900.00000, 9464.15, 3622.99
1282, 1800.00000, 9556.52, 3663.52
1282, 2700.00000, 9644.4, 3702.13
1283, 0.00000, 9724.69, 3737.49
1283, 900.00000, 9802.84, 3771.99
1283, 1800.00000, 9876.87, 3804.78
1283, 2700.00000, 9944.91, 3835.01
1284, 0.00000, 10014.1, 3865.84
1284, 900.00000, 9434.81, 3608.4
1284, 1800.00000, 9452.74, 3616.08
1284, 2700.00000, 9498.96, 3636.36
1285, 0.00000, 9542.85, 3655.65
1285, 900.00000, 10244.9, 3968.78
1285, 1800.00000, 10329.8, 4007.11
1285, 2700.00000, 10367, 4023.92
1286, 0.00000, 10401, 4039.28
1286, 900.00000, 10426.6, 4050.95
1286, 1800.00000, 10450.5, 4061.79
1286, 2700.00000, 10469.3, 4070.33
1287, 0.00000, 10483, 4076.65
1287, 900.00000, 10494.5, 4081.97
1287, 1800.00000, 10500.3, 4084.75
1287, 2700.00000, 10491.9, 4081.14
1288, 0.00000, 10480.4, 4076.14
1288, 900.00000, 10484.5, 4077.89
1288, 1800.00000, 10461.2, 4067.59
1288, 2700.00000, 10417.3, 4048.07
1289, 0.00000, 10366.6, 4025.52
1289, 900.00000, 9542.9, 3657.83
1289, 1800.00000, 9416.78, 3602.2
1289, 2700.00000, 9366.08, 3579.98
1290, 0.00000, 9321.48, 3560.39
1290, 900.00000, 8526.17, 3214.73
1290, 1800.00000, 8473.27, 3191.91
1290, 2700.00000, 8458.81, 3185.71
1291, 0.00000, 8444.12, 3179.41
1291, 900.00000, 8424.41, 3171.01
1291, 1800.00000, 8411.01, 3165.26
1291, 2700.00000, 8397.51, 3159.52
1292, 0.00000, 8366.71, 3146.62
1292, 900.00000, 5425.62, 1933.68
1292, 1800.00000, 7043.38, 2591.75
1292, 2700.00000, 7637.23, 2841.57
1293, 0.00000, 7703.05, 2864
1293, 900.00000, 2562.27, 866.518
1293, 1800.00000, 8029.89, 3001.2
1293, 2700.00000, 6451.45, 2346.59
1294, 0.00000, 6986.73, 2571.99
1294, 900.00000, 6545.62, 2398.34
1294, 1800.00000, 1692.66, 556.555
1294, 2700.00000, 454.74, 129.006
1295, 0.00000, 453.153, 127.759
1295, 900.00000, 1299.7, 420.959
1295, 1800.00000, 2159.73, 723.257
1295, 2700.00000, 3560.86, 1229.39
1296, 0.00000, 3482.85, 1197.63
1296, 900.00000, 3504.95, 1208.49
1296, 1800.00000, 2628.24, 890.993
1296, 2700.00000, 1438.49, 470.365
1297, 0.00000, 1516.73, 497.252
1297, 900.00000, 1446.49, 477.957
1297, 1800.00000, 2090.7, 703.678
1297, 2700.00000, 2632.32, 889.101
1298, 0.00000, 2463.93, 828.584
1298, 900.00000, 2299.06, 770.005
1298, 1800.00000, 1960.08, 648.311
1298, 2700.00000, 1607.27, 525.054
1299, 0.00000, 2010.89, 669.758
1299, 900.00000, 1907.94, 633.284
1299, 1800.00000, 2166.17, 725.49
1299, 2700.00000, 2198.95, 740.144
1300, 0.00000, 2178.84, 732.85
1300, 900.00000, 1992.35, 662.797
1300, 1800.00000, 1841.15, 607.479
1300, 2700.00000, 1883.71, 623.529
1301, 0.00000, 1910.58, 630.998
1301, 900.00000, 1948.73, 646.539
1301, 1800.00000, 1585.45, 516.918
1301, 2700.00000, 1472.09, 481.13
1302, 0.00000, 1508.92, 493.998
1302, 900.00000, 10291.4, 3992.6
1302, 1800.00000, 7764.67, 2892.63
1302, 2700.00000, 7120.15, 2619.49
1303, 0.00000, 6915.63, 2535.24
1303, 900.00000, 7515.63, 2788.68
1303, 1800.00000, 7453.58, 2762.8
1303, 2700.00000, 7457.17, 2764.24
1304, 0.00000, 7456.36, 2763.85
1304, 900.00000, 8374.48, 3150.28
1304, 1800.00000, 8735.68, 3306
1304, 2700.00000, 8835.52, 3348.96
1305, 0.00000, 8913.71, 3382.6
1305, 900.00000, 9077.73, 3454.53
1305, 1800.00000, 9295.7, 3549.39
1305, 2700.00000, 9473.26, 3627.02
1306, 0.00000, 9640.31, 3700.07
1306, 900.00000, 9771.35, 3757.93
1306, 1800.00000, 9907.36, 3818.08
1306, 2700.00000, 10031.6, 3873.27
1307, 0.00000, 10148.6, 3925.45
1307, 900.00000, 10258.4, 3974.54
1307, 1800.00000, 10359.8, 4020.14
1307, 2700.00000, 10452.5, 4061.9
1308, 0.00000, 10535.9, 4099.58
1308, 900.00000, 9929.58, 3826.46
1308, 1800.00000, 9942.42, 3831.99
1308, 2700.00000, 9975.7, 3846.8
1309, 0.00000, 10001.1, 3858.13
1309, 900.00000, 10687.8, 4168.19
1309, 1800.00000, 10765.3, 4203.67
1309, 2700.00000, 10765.9, 4204.03
1310, 0.00000, 10770.1, 4205.96
1310, 900.00000, 10758.8, 4201.01
1310, 1800.00000, 10742.8, 4193.86
1310, 2700.00000, 10721.6, 4184.39
1311, 0.00000, 10700.2, 4174.8
1311, 900.00000, 10672.4, 4162.4
1311, 1800.00000, 10640.1, 4147.97
1311, 2700.00000, 10599.4, 4129.81
1312, 0.00000, 10556.3, 4110.6
1312, 900.00000, 10530.6, 4098.97
1312, 1800.00000, 10485.3, 4078.78
1312, 2700.00000, 10421.7, 4050.43
1313, 0.00000, 10356.4, 4021.33
1313, 900.00000, 9517.65, 3647.06
1313, 1800.00000, 9389.48, 3590.64
1313, 2700.00000, 9333.8, 3566.22
1314, 0.00000, 9286.73, 3545.56
1314, 900.00000, 8497.2, 3203.12
1314, 1800.00000, 8442.39, 3179.53
1314, 2700.00000, 8425.6, 3172.37
1315, 0.00000, 8407.07, 3164.46
1315, 900.00000, 8384.39, 3154.82
1315, 1800.00000, 8368.63, 3148.08
1315, 2700.00000, 8353.39, 3141.57
1316, 0.00000, 8339.11, 3135.46
1316, 900.00000, 5413.45, 1928.4
1316, 1800.00000, 6328.09, 2290.99
1316, 2700.00000, 6932.66, 2551.6
1317, 0.00000, 7476.76, 2773.73
1317, 900.00000, 2228.96, 749.584
1317, 1800.00000, 8834.88, 3345.15
1317, 2700.00000, 6705.44, 2448.35
1318, 0.00000, 6563.35, 2395.16
1318, 900.00000, 6158.23, 2234.88
1318, 1800.00000, 1105.38, 359.623
1318, 2700.00000, 671.877, 202.401
1319, 0.00000, 241.782, 57.0735
1319, 900.00000, 1018.73, 322.567
1319, 1800.00000, 1774.46, 587.98
1319, 2700.00000, 3426.69, 1178.97
1320, 0.00000, 3865.11, 1341.68
1320, 900.00000, 3472.93, 1193.76
1320, 1800.00000, 2655.6, 895.27
1320, 2700.00000, 1046.72, 331.684
1321, 0.00000, 947.711, 298.142
1321, 900.00000, 1182.02, 384.271
1321, 1800.00000, 1661.87, 550.509
1321, 2700.00000, 1895.81, 631.823
1322, 0.00000, 1835.2, 607.703
1322, 900.00000, 2043, 680.899
1322, 1800.00000, 1953.52, 645.143
1322, 2700.00000, 1701.42, 557.315
1323, 0.00000, 1209.65, 386.909
1323, 900.00000, 1275.13, 409.421
1323, 1800.00000, 1498.08, 490.043
1323, 2700.00000, 1479.77, 485.681
1324, 0.00000, 1576.76, 522.69
1324, 900.00000, 1428.91, 463.889
1324, 1800.00000, 1754.47, 578.064
1324, 2700.00000, 2003.93, 664.677
1325, 0.00000, 2030.5, 673.212
1325, 900.00000, 1797.84, 590.558
1325, 1800.00000, 1648.73, 540.941
1325, 2700.00000, 1519.69, 498.596
1326, 0.00000, 1265.16, 409.243
1326, 900.00000, 9857.07, 3792.2
1326, 1800.00000, 7428.52, 2742.36
1326, 2700.00000, 7606.06, 2819.27
1327, 0.00000, 7357.55, 2714.73
1327, 900.00000, 1442.62, 471.952
1327, 1800.00000, 6570.23, 2400.37
1327, 2700.00000, 5736.67, 2060.26
1328, 0.00000, 6377.51, 2319.73
1328, 900.00000, 7475.41, 2770.91
1328, 1800.00000, 7570.58, 2811.03
1328, 2700.00000, 7585, 2816.95
1329, 0.00000, 7595.25, 2821.15
1329, 900.00000, 7608.06, 2826.46
1329, 1800.00000, 7615.68, 2829.64
1329, 2700.00000, 7627.58, 2834.56
1330, 0.00000, 7638.68, 2839.14
1330, 900.00000, 7649.21, 2843.48
1330, 1800.00000, 7657.25, 2846.79
1330, 2700.00000, 7666.98, 2850.79
1331, 0.00000, 7670, 2852.03
1331, 900.00000, 7676.31, 2854.62
1331, 1800.00000, 7682.03, 2856.96
1331, 2700.00000, 7684.14, 2857.86
1332, 0.00000, 7687.27, 2859.12
1332, 900.00000, 7693.64, 2861.75
1332, 1800.00000, 7704.52, 2866.32
1332, 2700.00000, 7707.89, 2867.73
1333, 0.00000, 7709.59, 2868.43
1333, 900.00000, 7708.43, 2867.96
1333, 1800.00000, 7705.06, 2866.54
1333, 2700.00000, 7707.43, 2867.51
1334, 0.00000, 7713.18, 2869.91
1334, 900.00000, 6928.86, 2535.14
1334, 1800.00000, 7490.2, 2774.47
1334, 2700.00000, 7476.18, 2768.98
1335, 0.00000, 7463.33, 2764.01
1335, 900.00000, 360.2, 98.2566
1335, 1800.00000, 7971.13, 2966.03
1335, 2700.00000, 7452.89, 2758.2
1336, 0.00000, 7434.24, 2751.42
1336, 900.00000, 7426.25, 2747.76
1336, 1800.00000, 313.185, 84.437
1336, 2700.00000, 7763.33, 2876.87
1337, 0.00000, 7454.3, 2751.81
1337, 900.00000, 7400.29, 2735.69
1337, 1800.00000, 7427.41, 2747.53
1337, 2700.00000, 243.771, 66.218
1338, 0.00000, 5710.52, 2059.24
1338, 900.00000, 5535.88, 1989.06
1338, 1800.00000, 5546.94, 1991.82
1338, 2700.00000, 5548.86, 1992.33
1339, 0.00000, 168.878, 32.8777
1339, 900.00000, 169.687, 33.1449
1339, 1800.00000, 171.432, 33.721
1339, 2700.00000, 185.301, 38.3036
1340, 0.00000, 197.723, 42.4241
1340, 900.00000, 189.396, 39.6601
1340, 1800.00000, 193.032, 40.8658
1340, 2700.00000, 195.489, 41.6815
1341, 0.00000, 193.433, 40.9988
1341, 900.00000, 454.291, 128.699
1341, 1800.00000, 784.884, 241.234
1341, 2700.00000, 924.234, 289.637
1342, 0.00000, 936.176, 293.762
1342, 900.00000, 771.749, 236.257
1342, 1800.00000, 567.904, 166.452
1342, 2700.00000, 622.01, 184.234
1343, 0.00000, 634.829, 188.499
1343, 900.00000, 461.733, 130.465
1343, 1800.00000, 343.276, 90.8635
1343, 2700.00000, 356.151, 95.1644
1344, 0.00000, 321.18, 84.662
1344, 900.00000, 391.375, 108.521
1344, 1800.00000, 321.232, 85.3475
1344, 2700.00000, 417.779, 117.887
1345, 0.00000, 604.681, 180.929
1345, 900.00000, 564.398, 167.483
1345, 1800.00000, 712.298, 217.728
1345, 2700.00000, 375.668, 103.567
1346, 0.00000, 619.378, 186.244
1346, 900.00000, 609.736, 182.824
1346, 1800.00000, 518.396, 151.641
1346, 2700.00000, 663.785, 200.306
1347, 0.00000, 426.277, 119.109
1347, 900.00000, 497.891, 142.729
1347, 1800.00000, 627.136, 186.094
1347, 2700.00000, 644.237, 193.657
1348, 0.00000, 856.374, 267.418
1348, 900.00000, 744.188, 229.461
1348, 1800.00000, 643.325, 194.668
1348, 2700.00000, 350.857, 94.7545
1349, 0.00000, 449.61, 128.249
1349, 900.00000, 579.981, 172.348
1349, 1800.00000, 864.471, 268.439
1349, 2700.00000, 968.607, 303.557
1350, 0.00000, 1257.31, 402.691
1350, 900.00000, 1234.68, 394.897
1350, 1800.00000, 1068.34, 337.656
1350, 2700.00000, 1280.28, 409.052
1351, 0.00000, 1149.34, 366.842
1351, 900.00000, 1208.3, 385.713
1351, 1800.00000, 1400.33, 452.49
1351, 2700.00000, 1113.1, 354.571
1352, 0.00000, 820.695, 254.243
1352, 900.00000, 640.586, 193.09
1352, 1800.00000, 393.807, 109.654
1352, 2700.00000, 442.331, 125.71
1353, 0.00000, 1016.01, 320.743
1353, 900.00000, 1970.18, 654.652
1353, 1800.00000, 2744.06, 933.932
1353, 2700.00000, 3128.37, 1076.32
1354, 0.00000, 3147.57, 1077.23
1354, 900.00000, 2859.9, 968.609
1354, 1800.00000, 3730.79, 1293.62
1354, 2700.00000, 3873.44, 1350.29
1355, 0.00000, 3685.44, 1273.95
1355, 900.00000, 3294.62, 1128.17
1355, 1800.00000, 2340.73, 787.478
1355, 2700.00000, 2188.45, 731.114
1356, 0.00000, 2125.62, 706.729
1356, 900.00000, 2779.44, 949.325
1356, 1800.00000, 2705.19, 926.862
1356, 2700.00000, 2992.89, 1027.98
1357, 0.00000, 2260.26, 754.061
1357, 900.00000, 1862.75, 612.118
1357, 1800.00000, 2679.4, 907.587
1357, 2700.00000, 3016.34, 1034.65
1358, 0.00000, 3582.07, 1239.64
1358, 900.00000, 3362.34, 1152.16
1358, 1800.00000, 3266.09, 1115.93
1358, 2700.00000, 3761.11, 1301.59
1359, 0.00000, 4278.4, 1498.96
1359, 900.00000, 4723.38, 1663.95
1359, 1800.00000, 3869.92, 1338.59
1359, 2700.00000, 3139.69, 1067.49
1360, 0.00000, 2866.64, 966.679
1360, 900.00000, 2127.75, 706.667
1360, 1800.00000, 1321.82, 426.712
1360, 2700.00000, 970.274, 306.129
1361, 0.00000, 332.199, 88.8008
1361, 900.00000, 183.793, 39.0915
1361, 1800.00000, 190.133, 40.5302
1361, 2700.00000, 190.968, 40.6925
1362, 0.00000, 189.512, 40.3333
1362, 900.00000, 190.767, 40.6079
1362, 1800.00000, 206.525, 46.1349
1362, 2700.00000, 202.232, 45.0539
1363, 0.00000, 386.616, 107.025
1363, 900.00000, 456.343, 130.507
1363, 1800.00000, 487.684, 140.49
1363, 2700.00000, 502.179, 145.348
1364, 0.00000, 392.299, 108.123
1364, 900.00000, 264.935, 65.1075
1364, 1800.00000, 281.263, 70.7297
1364, 2700.00000, 368.839, 100.381
1365, 0.00000, 310.906, 80.655
1365, 900.00000, 319.039, 83.3911
1365, 1800.00000, 260.029, 63.5747
1365, 2700.00000, 217.296, 49.9501
1366, 0.00000, 213.127, 48.5714
1366, 900.00000, 213.713, 48.94
1366, 1800.00000, 211.164, 48.4878
1366, 2700.00000, 380.932, 104.958
1367, 0.00000, 454.334, 130.503
1367, 900.00000, 443.9, 126.947
1367, 1800.00000, 437.902, 125.128
1367, 2700.00000, 391.897, 109.244
1368, 0.00000, 598.836, 178.945
1368, 900.00000, 777.448, 239.77
1368, 1800.00000, 1103.99, 353.611
1368, 2700.00000, 987.218, 312.954
1369, 0.00000, 959.089, 302.96
1369, 900.00000, 728.214, 224.806
1369, 1800.00000, 641.641, 192.963
1369, 2700.00000, 970.565, 305.612
1370, 0.00000, 881.126, 276.087
1370, 900.00000, 947.46, 298.328
1370, 1800.00000, 832.152, 257.868
1370, 2700.00000, 569.298, 168.803
1371, 0.00000, 588.626, 174.304
1371, 900.00000, 933.543, 291.405
1371, 1800.00000, 1073.07, 339.605
1371, 2700.00000, 1312.32, 421.286
