hour, t(sec), P1 (kW), Q1 (kvar)
4257, 1800.00000, 10418.5, 4045.22
4257, 2700.00000, 10545.1, 4102.29
4258, 0.00000, 10669.9, 4158.71
4258, 900.00000, 10788.2, 4212.37
4258, 1800.00000, 10899.6, 4263.09
4258, 2700.00000, 11003.3, 4310.47
4259, 0.00000, 11102.5, 4355.91
4259, 900.00000, 10452.3, 4058.97
4259, 1800.00000, 10480.4, 4071.43
4259, 2700.00000, 10535.2, 4096.14
4260, 0.00000, 10585.6, 4118.93
4260, 900.00000, 11417.3, 4500.02
4260, 1800.00000, 11510.7, 4543.72
4260, 2700.00000, 11553.5, 4563.64
4261, 0.00000, 11589.5, 4580.41
4261, 900.00000, 11614.3, 4592.04
4261, 1800.00000, 11646.9, 4607.25
4261, 2700.00000, 11631, 4600.46
4262, 0.00000, 11648.9, 4608.89
4262, 900.00000, 11661.4, 4614.8
4262, 1800.00000, 11669.6, 4618.74
4262, 2700.00000, 11671.1, 4619.63
4263, 0.00000, 11668.3, 4618.49
4263, 900.00000, 11685.9, 4626.62
4263, 1800.00000, 11677.7, 4622.96
4263, 2700.00000, 11661.8, 4615.76
4264, 0.00000, 11641.6, 4606.55
4264, 900.00000, 10744.9, 4192.66
4264, 1800.00000, 10601.5, 4127.4
4264, 2700.00000, 10511.7, 4086.99
4265, 0.00000, 10418.9, 4045.33
4265, 900.00000, 9205, 3507.1
4265, 1800.00000, 8988.44, 3412.88
4265, 2700.00000, 8895.89, 3373.02
4266, 0.00000, 8826.19, 3343.05
4266, 900.00000, 8763.23, 3316.13
4266, 1800.00000, 8727.95, 3300.99
4266, 2700.00000, 8678.75, 3279.85
4267, 0.00000, 8627.52, 3257.88
4267, 900.00000, 7911.48, 2940.34
4267, 1800.00000, 8157.82, 3054.72
4267, 2700.00000, 7895.12, 2946.96
4268, 0.00000, 7900.17, 2949.24
4268, 900.00000, 389.764, 111.128
4268, 1800.00000, 9246.54, 3540.93
4268, 2700.00000, 7791.67, 2900.03
4269, 0.00000, 8046.07, 3009.67
4269, 900.00000, 7213.43, 2667.19
4269, 1800.00000, 406.021, 115.052
4269, 2700.00000, 188.262, 39.5064
4270, 0.00000, 233.375, 54.3209
4270, 900.00000, 361.859, 98.082
4270, 1800.00000, 2010.02, 670.018
4270, 2700.00000, 3780.3, 1311.34
4271, 0.00000, 4414.36, 1552.58
4271, 900.00000, 4661.89, 1651.5
4271, 1800.00000, 2622.62, 896.032
4271, 2700.00000, 1086.45, 344.825
4272, 0.00000, 658.261, 200.047
4272, 900.00000, 1892.29, 629.778
4272, 1800.00000, 2203.55, 740.739
4272, 2700.00000, 2905.17, 990.394
4273, 0.00000, 2914.11, 996.676
4273, 900.00000, 1976.13, 662.024
4273, 1800.00000, 1965.23, 659.079
4273, 2700.00000, 1393.77, 457.693
4274, 0.00000, 1321.2, 427.982
4274, 900.00000, 2372.76, 799.476
4274, 1800.00000, 2622.5, 885.676
4274, 2700.00000, 3053.4, 1047.59
4275, 0.00000, 3002.69, 1030.14
4275, 900.00000, 1947.69, 652.825
4275, 1800.00000, 1493.04, 489.464
4275, 2700.00000, 1381.59, 453.189
4276, 0.00000, 1067.9, 341.632
4276, 900.00000, 1158.1, 372.175
4276, 1800.00000, 2374.93, 803.639
4276, 2700.00000, 2915.84, 996.174
4277, 0.00000, 2977.86, 1017.79
4277, 900.00000, 9745.01, 3762.5
4277, 1800.00000, 6728.21, 2479.8
4277, 2700.00000, 6798.89, 2502.37
4278, 0.00000, 7180.53, 2645.76
4278, 900.00000, 7502.29, 2782.33
4278, 1800.00000, 7475.24, 2771.07
4278, 2700.00000, 7478.87, 2772.49
4279, 0.00000, 7484.66, 2774.79
4279, 900.00000, 8866.67, 3360.88
4279, 1800.00000, 9219.48, 3514.23
4279, 2700.00000, 9478.39, 3628.14
4280, 0.00000, 9803.04, 3771.23
4280, 900.00000, 10000.1, 3858.56
4280, 1800.00000, 10169.7, 3934.26
4280, 2700.00000, 10316.4, 3999.8
4281, 0.00000, 10456, 4062.53
4281, 900.00000, 10564, 4111.44
4281, 1800.00000, 10689.4, 4168.16
4281, 2700.00000, 10813, 4224.19
4282, 0.00000, 10928.5, 4276.8
4282, 900.00000, 11038.2, 4326.85
4282, 1800.00000, 11140.1, 4373.52
4282, 2700.00000, 11233.3, 4416.34
4283, 0.00000, 11351.6, 4470.43
4283, 900.00000, 10640.2, 4144.18
4283, 1800.00000, 10664.7, 4155.06
4283, 2700.00000, 10707.5, 4174.46
4284, 0.00000, 10750.4, 4193.95
4284, 900.00000, 11591.2, 4581.01
4284, 1800.00000, 11680, 4622.81
4284, 2700.00000, 11726.5, 4644.47
4285, 0.00000, 11766.4, 4663.16
4285, 900.00000, 11797.4, 4677.76
4285, 1800.00000, 11836.8, 4696.2
4285, 2700.00000, 11867.4, 4710.63
4286, 0.00000, 11894, 4723.21
4286, 900.00000, 11914.9, 4733.14
4286, 1800.00000, 11915.8, 4734.19
4286, 2700.00000, 11918.9, 4735.79
4287, 0.00000, 11932.5, 4742.4
4287, 900.00000, 11962.4, 4756.33
4287, 1800.00000, 11961.7, 4756.18
4287, 2700.00000, 11952.2, 4751.94
4288, 0.00000, 11936.7, 4744.89
4288, 900.00000, 11017.1, 4317.19
4288, 1800.00000, 10871.5, 4250.38
4288, 2700.00000, 10800.2, 4218.1
4289, 0.00000, 10736.2, 4189.13
4289, 900.00000, 9538.37, 3652.85
4289, 1800.00000, 9329.71, 3561.39
4289, 2700.00000, 9223.94, 3515.37
4290, 0.00000, 9128.76, 3474.06
4290, 900.00000, 9024.85, 3429.21
4290, 1800.00000, 8939.85, 3392.51
4290, 2700.00000, 8853.45, 3355.3
4291, 0.00000, 8779.96, 3323.65
4291, 900.00000, 8193.23, 3060.17
4291, 1800.00000, 8155.53, 3056.23
4291, 2700.00000, 7982.2, 2983.59
4292, 0.00000, 7962.95, 2975.92
4292, 900.00000, 393.757, 112.442
4292, 1800.00000, 9272.21, 3539.11
4292, 2700.00000, 7890.01, 2940.15
4293, 0.00000, 8126.9, 3042.71
4293, 900.00000, 7220.33, 2668.91
4293, 1800.00000, 170.714, 34.6632
4293, 2700.00000, 184.364, 38.8973
4294, 0.00000, 260.043, 63.3677
4294, 900.00000, 362.006, 98.1226
4294, 1800.00000, 1509.68, 496.103
4294, 2700.00000, 4219.96, 1477.9
4295, 0.00000, 4444.44, 1565.15
4295, 900.00000, 4661.12, 1650.66
4295, 1800.00000, 3146.47, 1085.44
4295, 2700.00000, 729.256, 224.583
4296, 0.00000, 298.11, 79.6466
4296, 900.00000, 736.823, 225.816
4296, 1800.00000, 2506.68, 854.627
4296, 2700.00000, 3234.29, 1112.15
4297, 0.00000, 3690.62, 1279.51
4297, 900.00000, 2933.09, 996.699
4297, 1800.00000, 1918.49, 640.04
4297, 2700.00000, 1587.16, 521.914
4298, 0.00000, 1470.54, 478.943
4298, 900.00000, 1347, 434.713
4298, 1800.00000, 1981.09, 658.813
4298, 2700.00000, 1607.83, 525.391
4299, 0.00000, 2439.21, 820.862
4299, 900.00000, 3425.61, 1179.81
4299, 1800.00000, 2649.12, 898.199
4299, 2700.00000, 2523.46, 850.977
4300, 0.00000, 1900.17, 633.837
4300, 900.00000, 2088.77, 698.628
4300, 1800.00000, 2292.15, 773.892
4300, 2700.00000, 2001.02, 665.065
4301, 0.00000, 1850.16, 610.505
4301, 900.00000, 9396.33, 3603.78
4301, 1800.00000, 8156.01, 3067.4
4301, 2700.00000, 7339.77, 2715.44
4302, 0.00000, 6852.99, 2514.43
4302, 900.00000, 7618.69, 2831.21
4302, 1800.00000, 7480.48, 2773.28
4302, 2700.00000, 7494.62, 2779.11
4303, 0.00000, 7497.64, 2780.27
4303, 900.00000, 8908.25, 3379.24
4303, 1800.00000, 9257.38, 3531.06
4303, 2700.00000, 9490.78, 3633.81
4304, 0.00000, 9773.76, 3758.35
4304, 900.00000, 9970.38, 3845.74
4304, 1800.00000, 10114.6, 3910.14
4304, 2700.00000, 10247.4, 3969.25
4305, 0.00000, 10370.9, 4024.62
4305, 900.00000, 10462.2, 4065.88
4305, 1800.00000, 10567.7, 4113.47
4305, 2700.00000, 10668.7, 4159.13
4306, 0.00000, 10764.4, 4202.47
4306, 900.00000, 10855.7, 4243.91
4306, 1800.00000, 10938.6, 4281.69
4306, 2700.00000, 11016, 4317.04
4307, 0.00000, 11087.6, 4349.83
4307, 900.00000, 10411.3, 4041.2
4307, 1800.00000, 10423.4, 4046.4
4307, 2700.00000, 10462.3, 4063.96
4308, 0.00000, 10501.1, 4081.44
4308, 900.00000, 11292.1, 4443.47
4308, 1800.00000, 11382.8, 4485.79
4308, 2700.00000, 11431.5, 4508.29
4309, 0.00000, 11476.1, 4528.96
4309, 900.00000, 11512.4, 4545.92
4309, 1800.00000, 11559.1, 4567.62
4309, 2700.00000, 11597.9, 4585.75
4310, 0.00000, 11634.8, 4602.97
4310, 900.00000, 11666.6, 4617.9
4310, 1800.00000, 11695.1, 4631.34
4310, 2700.00000, 11718, 4642.16
4311, 0.00000, 11736.4, 4650.88
4311, 900.00000, 11773.8, 4668.23
4311, 1800.00000, 11782.8, 4672.6
4311, 2700.00000, 11782.5, 4672.64
4312, 0.00000, 11776.9, 4670.2
4312, 900.00000, 10884.2, 4256.52
4312, 1800.00000, 10747.7, 4194.11
4312, 2700.00000, 10686.7, 4166.59
4313, 0.00000, 10632.3, 4142.04
4313, 900.00000, 9453.08, 3615.54
4313, 1800.00000, 9256.67, 3529.62
4313, 2700.00000, 9160.42, 3487.82
4314, 0.00000, 9073.95, 3450.36
4314, 900.00000, 8978.93, 3409.41
4314, 1800.00000, 8901.45, 3375.97
4314, 2700.00000, 8829.05, 3344.8
4315, 0.00000, 8760.87, 3315.42
4315, 900.00000, 8162.2, 3046.54
4315, 1800.00000, 8185.96, 3067.21
4315, 2700.00000, 7964.17, 2976.16
4316, 0.00000, 7961.04, 2975.08
4316, 900.00000, 392.227, 111.922
4316, 1800.00000, 9216.12, 3516.79
4316, 2700.00000, 7860.61, 2928.84
4317, 0.00000, 8012.57, 2994.69
4317, 900.00000, 7213.98, 2667.27
4317, 1800.00000, 172.076, 35.5386
4317, 2700.00000, 186.046, 39.1435
4318, 0.00000, 243.154, 57.6953
4318, 900.00000, 342.725, 91.7128
4318, 1800.00000, 1284.88, 414.671
4318, 2700.00000, 4165.56, 1452.21
4319, 0.00000, 4495.38, 1582.55
4319, 900.00000, 4674.3, 1656.03
4319, 1800.00000, 3577.35, 1244.7
4319, 2700.00000, 953.759, 305.462
4320, 0.00000, 560.857, 169.293
4320, 900.00000, 1045.97, 331.891
4320, 1800.00000, 2280.23, 769.691
4320, 2700.00000, 3157.11, 1082.6
4321, 0.00000, 3403.92, 1168.87
4321, 900.00000, 2760.84, 934.818
4321, 1800.00000, 2166.27, 726.343
4321, 2700.00000, 1586.25, 521.668
4322, 0.00000, 1495.52, 489.906
4322, 900.00000, 1052.87, 334.917
4322, 1800.00000, 1464.01, 477.166
4322, 2700.00000, 1577.94, 515.742
4323, 0.00000, 2248.44, 752.073
4323, 900.00000, 3229.33, 1104.97
4323, 1800.00000, 2712.96, 916.6
4323, 2700.00000, 2629.99, 886.857
4324, 0.00000, 2042.9, 679.822
4324, 900.00000, 1780.16, 589.941
4324, 1800.00000, 2250.14, 759.44
4324, 2700.00000, 1602.26, 526.366
4325, 0.00000, 2033.13, 678.122
4325, 900.00000, 9988.22, 3866.11
4325, 1800.00000, 7686.45, 2864.21
4325, 2700.00000, 6997.07, 2579.5
4326, 0.00000, 6845.61, 2512.95
4326, 900.00000, 7586.23, 2817.36
4326, 1800.00000, 7484.09, 2774.88
4326, 2700.00000, 7487.95, 2776.38
4327, 0.00000, 7490.11, 2777.2
4327, 900.00000, 8882.58, 3368.11
4327, 1800.00000, 9211.65, 3511.35
4327, 2700.00000, 9432.78, 3608.16
4328, 0.00000, 9680.74, 3717.26
4328, 900.00000, 9894.38, 3811.99
4328, 1800.00000, 10028.7, 3871.89
4328, 2700.00000, 10149.3, 3925.41
4329, 0.00000, 10259.5, 3974.68
4329, 900.00000, 10335.1, 4008.73
4329, 1800.00000, 10426.7, 4049.94
4329, 2700.00000, 10511.5, 4088.12
4330, 0.00000, 10591.2, 4124.07
4330, 900.00000, 10669, 4159.2
4330, 1800.00000, 10739.8, 4191.29
4330, 2700.00000, 10806.4, 4221.51
4331, 0.00000, 10867.6, 4249.38
4331, 900.00000, 10195.2, 3944.32
4331, 1800.00000, 10200.9, 3946.69
4331, 2700.00000, 10233.4, 3961.27
4332, 0.00000, 10265.7, 3975.79
4332, 900.00000, 11037, 4326.48
4332, 1800.00000, 11124.2, 4366.81
4332, 2700.00000, 11166.6, 4386.31
4333, 0.00000, 11207.2, 4405.02
4333, 900.00000, 11243.1, 4421.66
4333, 1800.00000, 11283.8, 4440.5
4333, 2700.00000, 11329, 4461.36
4334, 0.00000, 11369.3, 4480.06
4334, 900.00000, 11405, 4496.66
4334, 1800.00000, 11436.7, 4511.47
4334, 2700.00000, 11463.7, 4524.09
4335, 0.00000, 11485.2, 4534.21
4335, 900.00000, 11527.6, 4553.77
4335, 1800.00000, 11540.5, 4559.9
4335, 2700.00000, 11546.2, 4562.71
4336, 0.00000, 11546.5, 4563.07
4336, 900.00000, 10675.3, 4161.66
4336, 1800.00000, 10549.8, 4104.61
4336, 2700.00000, 10498.1, 4081.39
4337, 0.00000, 10451.8, 4060.65
4337, 900.00000, 9289.61, 3544.34
4337, 1800.00000, 9120.37, 3470.4
4337, 2700.00000, 9035.88, 3433.83
4338, 0.00000, 8958.6, 3400.46
4338, 900.00000, 8876.46, 3365.15
4338, 1800.00000, 8821.48, 3341.51
4338, 2700.00000, 8763.88, 3316.68
4339, 0.00000, 8704.51, 3291.15
4339, 900.00000, 7979.2, 2968.35
4339, 1800.00000, 8222.61, 3082.56
4339, 2700.00000, 7951.79, 2970.88
4340, 0.00000, 7952.52, 2971.42
4340, 900.00000, 390.077, 111.278
4340, 1800.00000, 10064.3, 3904.57
4340, 2700.00000, 7889.89, 2941.55
4341, 0.00000, 8094.68, 3030.52
4341, 900.00000, 7209.88, 2666.26
4341, 1800.00000, 409.453, 116.342
4341, 2700.00000, 180.561, 37.7247
4342, 0.00000, 245.168, 58.3967
4342, 900.00000, 341.443, 91.2731
4342, 1800.00000, 1155.81, 369.423
4342, 2700.00000, 4277.71, 1495.85
4343, 0.00000, 4475.63, 1574.52
4343, 900.00000, 4693.76, 1660.79
4343, 1800.00000, 3400.18, 1181.44
4343, 2700.00000, 736.257, 229.739
4344, 0.00000, 295.505, 80.6945
4344, 900.00000, 928.311, 292.965
4344, 1800.00000, 1851, 613.231
4344, 2700.00000, 2845.07, 970.026
4345, 0.00000, 3012.05, 1031.73
4345, 900.00000, 2898.79, 984.583
4345, 1800.00000, 2208.08, 739.494
4345, 2700.00000, 1679.69, 557.729
4346, 0.00000, 1875.92, 627.172
4346, 900.00000, 1281.38, 416.622
4346, 1800.00000, 1369.51, 446.485
4346, 2700.00000, 1703.17, 562.174
4347, 0.00000, 1818.74, 605.848
4347, 900.00000, 2096.73, 700.075
4347, 1800.00000, 1686.4, 553.659
4347, 2700.00000, 1963.72, 653.694
4348, 0.00000, 1954.26, 652.759
4348, 900.00000, 2204.79, 741.846
4348, 1800.00000, 1812.9, 603.327
4348, 2700.00000, 1736.46, 573.648
4349, 0.00000, 1877.91, 622.024
4349, 900.00000, 9538.18, 3666.63
4349, 1800.00000, 7856.29, 2936.49
4349, 2700.00000, 6684.89, 2451.81
4350, 0.00000, 7082.35, 2612.32
4350, 900.00000, 2400.92, 805.899
4350, 1800.00000, 7317.74, 2695.7
4350, 2700.00000, 7544.19, 2792.88
4351, 0.00000, 6665.53, 2440.49
4351, 900.00000, 7696.7, 2863.09
4351, 1800.00000, 7715.26, 2870.69
4351, 2700.00000, 7779.24, 2897.57
4352, 0.00000, 7776.68, 2896.33
4352, 900.00000, 7774.07, 2895.25
4352, 1800.00000, 7787.08, 2900.68
4352, 2700.00000, 7845.01, 2925.16
4353, 0.00000, 7864.56, 2933.34
4353, 900.00000, 7938.77, 2964.57
4353, 1800.00000, 7986.15, 2984.28
4353, 2700.00000, 8043.41, 3008.08
4354, 0.00000, 8080.69, 3023.72
4354, 900.00000, 8110.32, 3036.18
4354, 1800.00000, 8137.42, 3047.57
4354, 2700.00000, 8161.31, 3057.63
4355, 0.00000, 8180.24, 3065.62
4355, 900.00000, 8197.88, 3073.04
4355, 1800.00000, 8216.26, 3080.78
4355, 2700.00000, 8229.67, 3086.42
4356, 0.00000, 8241.45, 3091.39
4356, 900.00000, 8251.87, 3095.78
4356, 1800.00000, 8260.69, 3099.49
4356, 2700.00000, 8266.34, 3101.87
4357, 0.00000, 8270.2, 3103.49
4357, 900.00000, 6934.52, 2537.18
4357, 1800.00000, 7673.68, 2853.08
4357, 2700.00000, 7561.61, 2806.35
4358, 0.00000, 7554.96, 2803.63
4358, 900.00000, 403.247, 112.972
4358, 1800.00000, 8942.27, 3395.9
4358, 2700.00000, 7583.6, 2815.77
4359, 0.00000, 7591.74, 2819.1
4359, 900.00000, 7494.6, 2778.66
4359, 1800.00000, 396.138, 110.489
4359, 2700.00000, 8865.95, 3362.58
4360, 0.00000, 7515.09, 2787.22
4360, 900.00000, 7482.74, 2774.24
4360, 1800.00000, 7437.21, 2755.48
4360, 2700.00000, 367.931, 100.678
4361, 0.00000, 8200.49, 3075.58
4361, 900.00000, 7199.79, 2663.05
4361, 1800.00000, 7201.9, 2663.76
4361, 2700.00000, 7203.74, 2664.44
4362, 0.00000, 176.141, 35.2726
4362, 900.00000, 6539.82, 2378.61
4362, 1800.00000, 7239.28, 2658.9
4362, 2700.00000, 7377.61, 2715.38
4363, 0.00000, 7380.52, 2716.51
4363, 900.00000, 826.904, 255.693
4363, 1800.00000, 264.315, 64.7227
4363, 2700.00000, 206.976, 45.5343
4364, 0.00000, 205.356, 44.9856
4364, 900.00000, 192.051, 41.9194
4364, 1800.00000, 171.926, 37.4971
4364, 2700.00000, 167.49, 36.5273
4365, 0.00000, 163.815, 35.7221
4365, 900.00000, 181.817, 39.7139
4365, 1800.00000, 843.134, 266.723
4365, 2700.00000, 1355.66, 443.653
4366, 0.00000, 1828.68, 609.811
4366, 900.00000, 2050.09, 687.779
4366, 1800.00000, 1585.77, 516.596
4366, 2700.00000, 1162.6, 368.504
4367, 0.00000, 742.301, 225.306
4367, 900.00000, 749.615, 227.937
4367, 1800.00000, 519.454, 153.172
4367, 2700.00000, 385.226, 108.231
4368, 0.00000, 292.407, 78.6899
4368, 900.00000, 231.342, 57.9535
4368, 1800.00000, 288.508, 74.6776
4368, 2700.00000, 278.927, 72.2205
4369, 0.00000, 261.781, 65.2496
4369, 900.00000, 894.702, 282.461
4369, 1800.00000, 898.72, 282.313
4369, 2700.00000, 1186.41, 380.636
4370, 0.00000, 1348.05, 440.368
4370, 900.00000, 1097.6, 350.198
4370, 1800.00000, 1348.01, 437.42
4370, 2700.00000, 1098.83, 352.925
4371, 0.00000, 1145.44, 364.378
4371, 900.00000, 796.111, 244.698
4371, 1800.00000, 597.88, 178.53
4371, 2700.00000, 549.466, 161.452
4372, 0.00000, 316.869, 84.0667
4372, 900.00000, 317.258, 84.7089
4372, 1800.00000, 210.987, 48.7411
4372, 2700.00000, 401.689, 114.182
4373, 0.00000, 578.749, 174.505
4373, 900.00000, 978.495, 311.588
4373, 1800.00000, 976.478, 310.642
4373, 2700.00000, 1144.79, 367.441
4374, 0.00000, 1285.42, 415.6
4374, 900.00000, 1301.92, 418.753
4374, 1800.00000, 2082.97, 694.126
4374, 2700.00000, 2148.93, 719.568
4375, 0.00000, 2145.39, 721.674
4375, 900.00000, 1475.22, 481.826
4375, 1800.00000, 860.91, 266.635
4375, 2700.00000, 677.849, 205.346
4376, 0.00000, 466.311, 135.885
4376, 900.00000, 474.929, 138.117
4376, 1800.00000, 549.259, 164.482
4376, 2700.00000, 1464.38, 475.641
4377, 0.00000, 3135.1, 1079.46
4377, 900.00000, 5483.86, 1961.1
4377, 1800.00000, 6401.6, 2324.17
4377, 2700.00000, 6077.16, 2192.28
4378, 0.00000, 4353.38, 1523.95
4378, 900.00000, 3667.35, 1270.23
4378, 1800.00000, 4558.2, 1606.93
4378, 2700.00000, 4585.77, 1615.35
4379, 0.00000, 4514.4, 1589.16
4379, 900.00000, 3294.01, 1134.97
4379, 1800.00000, 3112.98, 1065
4379, 2700.00000, 3071.91, 1048.7
4380, 0.00000, 2166.8, 723.371
4380, 900.00000, 2048.52, 678.58
4380, 1800.00000, 1683.43, 554.387
4380, 2700.00000, 2302.14, 769.338
4381, 0.00000, 4002.81, 1393.7
4381, 900.00000, 4647.43, 1637.87
4381, 1800.00000, 5348.02, 1913.95
4381, 2700.00000, 3970.62, 1388.88
4382, 0.00000, 3817.29, 1322.16
4382, 900.00000, 4394.34, 1537.83
4382, 1800.00000, 5153.53, 1827.06
4382, 2700.00000, 6385.89, 2318.67
4383, 0.00000, 5129.42, 1824.94
4383, 900.00000, 5161.54, 1839.95
4383, 1800.00000, 5488.15, 1962.6
4383, 2700.00000, 6207.09, 2244.93
4384, 0.00000, 6636.03, 2420.16
4384, 900.00000, 5290.14, 1885.15
4384, 1800.00000, 4731.47, 1670.15
4384, 2700.00000, 3550.67, 1222.43
4385, 0.00000, 3208.45, 1095.94
4385, 900.00000, 2884.98, 976.849
4385, 1800.00000, 2391.11, 802.398
4385, 2700.00000, 3264.52, 1120.26
4386, 0.00000, 3878.96, 1347.06
4386, 900.00000, 5466.34, 1953.24
4386, 1800.00000, 5722.71, 2050.72
4386, 2700.00000, 5188.44, 1841.17
4387, 0.00000, 4502.9, 1583
4387, 900.00000, 2664.71, 900.209
4387, 1800.00000, 1968.18, 654.274
4387, 2700.00000, 1121.5, 359.05
4388, 0.00000, 539.909, 159.995
4388, 900.00000, 331.871, 88.9237
4388, 1800.00000, 194.758, 43.4361
4388, 2700.00000, 201.781, 44.9976
4389, 0.00000, 193.678, 43.135
4389, 900.00000, 188.614, 41.9546
4389, 1800.00000, 182.915, 40.6433
4389, 2700.00000, 176.535, 39.2
4390, 0.00000, 175.769, 38.9587
4390, 900.00000, 199.905, 46.9504
4390, 1800.00000, 225.558, 54.415
4390, 2700.00000, 320.429, 84.9403
4391, 0.00000, 341.405, 91.6139
4391, 900.00000, 315.012, 83.1776
4391, 1800.00000, 322.818, 85.6407
4391, 2700.00000, 224.005, 53.4344
4392, 0.00000, 244.412, 61.0682
4392, 900.00000, 274.546, 71.2688
4392, 1800.00000, 748.389, 233.657
4392, 2700.00000, 1084.03, 345.735
4393, 0.00000, 1192.14, 384.234
4393, 900.00000, 1229.61, 396.804
4393, 1800.00000, 901.915, 282.33
4393, 2700.00000, 635.221, 192.072
4394, 0.00000, 689.854, 209.1
4394, 900.00000, 622.372, 187.313
4394, 1800.00000, 547.042, 162.255
4394, 2700.00000, 448.337, 129.442
4395, 0.00000, 384.816, 107.441
4395, 900.00000, 315.316, 83.2568
4395, 1800.00000, 555.259, 162.976
4395, 2700.00000, 757.907, 231.565
4396, 0.00000, 1075.33, 341.315
4396, 900.00000, 1409.92, 457.445
4396, 1800.00000, 1860.32, 619.015
4396, 2700.00000, 1686.02, 559.774
4397, 0.00000, 1595.76, 526.141
4397, 900.00000, 9511.48, 3660.18
4397, 1800.00000, 7003.84, 2581.15
4397, 2700.00000, 7050.69, 2598.04
4398, 0.00000, 7046.95, 2592.92
4398, 900.00000, 7429.95, 2752.55
4398, 1800.00000, 7432.73, 2753.54
4398, 2700.00000, 7414.16, 2745.83
4399, 0.00000, 7415.68, 2746.52
4399, 900.00000, 7813.3, 2909.78
4399, 1800.00000, 8342.8, 3134.43
4399, 2700.00000, 8466.56, 3187.42
4400, 0.00000, 8457.55, 3183.5
4400, 900.00000, 8595.34, 3243.09
4400, 1800.00000, 8676.25, 3277.89
4400, 2700.00000, 8755.85, 3312.28
4401, 0.00000, 8861.8, 3357.82
4401, 900.00000, 8920.92, 3383.44
4401, 1800.00000, 9004.75, 3419.79
4401, 2700.00000, 9107.16, 3464.14
4402, 0.00000, 9223.96, 3514.88
4402, 900.00000, 9372.39, 3579.54
4402, 1800.00000, 9527.24, 3647.3
4402, 2700.00000, 9671.65, 3710.74
4403, 0.00000, 9797.41, 3766.21
4403, 900.00000, 9256.66, 3527.64
4403, 1800.00000, 9309.09, 3550.32
4403, 2700.00000, 9382.58, 3582.4
4404, 0.00000, 9446.36, 3610.32
4404, 900.00000, 10174.4, 3933.49
4404, 1800.00000, 10275.8, 3979.14
4404, 2700.00000, 10335.3, 4005.85
4405, 0.00000, 10386.4, 4028.88
4405, 900.00000, 10432.3, 4049.69
4405, 1800.00000, 10480.2, 4071.37
4405, 2700.00000, 10529.1, 4093.48
4406, 0.00000, 10578.3, 4115.82
4406, 900.00000, 10620.7, 4135.11
4406, 1800.00000, 10661.5, 4153.72
4406, 2700.00000, 10696.5, 4169.76
4407, 0.00000, 10726.6, 4183.59
4407, 900.00000, 10778.8, 4207.22
4407, 1800.00000, 10802.8, 4218.29
4407, 2700.00000, 10819.6, 4226.13
4408, 0.00000, 10832, 4231.98
4408, 900.00000, 10037, 3872.63
4408, 1800.00000, 9929.17, 3824.5
4408, 2700.00000, 9892.83, 3808.54
4409, 0.00000, 9862.56, 3795.25
4409, 900.00000, 8789.83, 3326.16
4409, 1800.00000, 8636.66, 3260.22
4409, 2700.00000, 8568.29, 3231.05
4410, 0.00000, 8520.35, 3210.65
4410, 900.00000, 8465.79, 3187.53
4410, 1800.00000, 8427.83, 3171.35
4410, 2700.00000, 8389.79, 3155.21
4411, 0.00000, 8351.57, 3139.02
4411, 900.00000, 7421.52, 2733.5
4411, 1800.00000, 7918.17, 2952.48
4411, 2700.00000, 7693.52, 2859.83
4412, 0.00000, 7681.7, 2856.73
4412, 900.00000, 370.24, 105.433
4412, 1800.00000, 8497.16, 3203.96
4412, 2700.00000, 7594.6, 2818.62
4413, 0.00000, 7617.43, 2827.39
4413, 900.00000, 7211.83, 2666.67
4413, 1800.00000, 983.121, 309.904
4413, 2700.00000, 226.214, 54.0584
4414, 0.00000, 177.445, 35.7057
4414, 900.00000, 322.578, 84.4484
4414, 1800.00000, 664.336, 201.814
4414, 2700.00000, 2172.82, 724.134
4415, 0.00000, 4249.77, 1484.28
4415, 900.00000, 4637.7, 1635.56
4415, 1800.00000, 4174, 1465.23
4415, 2700.00000, 1711.01, 570.067
4416, 0.00000, 577.015, 175.898
4416, 900.00000, 287.283, 77.7424
4416, 1800.00000, 1071.81, 342.79
4416, 2700.00000, 1667.2, 549.626
4417, 0.00000, 2246.73, 754.933
4417, 900.00000, 3089.3, 1054.44
4417, 1800.00000, 2464.47, 833.599
4417, 2700.00000, 2602.87, 885.832
4418, 0.00000, 2038.25, 683.793
4418, 900.00000, 1307.72, 429.566
4418, 1800.00000, 1665.83, 553.097
4418, 2700.00000, 1510.81, 492.548
4419, 0.00000, 2063.48, 687.027
4419, 900.00000, 1686.13, 555.715
4419, 1800.00000, 1840.19, 610.025
4419, 2700.00000, 2559.32, 868.291
4420, 0.00000, 2200.83, 743.052
4420, 900.00000, 1944.35, 652.145
4420, 1800.00000, 1536.24, 507.15
4420, 2700.00000, 1305.45, 422.544
4421, 0.00000, 1816.07, 599.526
4421, 900.00000, 10716.8, 4194.44
4421, 1800.00000, 7451.09, 2766.47
4421, 2700.00000, 6531.92, 2390.06
4422, 0.00000, 7048.68, 2600.88
4422, 900.00000, 7496.17, 2779.68
4422, 1800.00000, 7445.26, 2758.56
4422, 2700.00000, 7433.83, 2753.7
4423, 0.00000, 7432.37, 2753.09
4423, 900.00000, 8643.85, 3264.38
4423, 1800.00000, 9030.54, 3431.07
