hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 404.822, 17.8158, 404.822, 17.8158, 404.822, 17.8158
0, 1800.00000, 404.796, 17.8157, 404.796, 17.8157, 404.796, 17.8157
0, 2700.00000, 76.127, 10.2401, 76.127, 10.2401, 76.127, 10.2401
1, 0.00000, 76.1283, 10.2389, 76.1283, 10.2389, 76.1283, 10.2389
1, 900.00000, 76.1283, 10.2389, 76.1283, 10.2389, 76.1283, 10.2389
1, 1800.00000, 75.2489, 10.221, 75.2489, 10.221, 75.2489, 10.221
1, 2700.00000, 75.2498, 10.2219, 75.2498, 10.2219, 75.2498, 10.2219
2, 0.00000, 75.2498, 10.2219, 75.2498, 10.2219, 75.2498, 10.2219
2, 900.00000, 75.2498, 10.2219, 75.2498, 10.2219, 75.2498, 10.2219
2, 1800.00000, 75.2498, 10.2219, 75.2498, 10.2219, 75.2498, 10.2219
2, 2700.00000, 74.7853, 10.2123, 74.7853, 10.2123, 74.7853, 10.2123
3, 0.00000, 74.7858, 10.2129, 74.7858, 10.2129, 74.7858, 10.2129
3, 900.00000, 74.7858, 10.2129, 74.7858, 10.2129, 74.7858, 10.2129
3, 1800.00000, 72.9102, 10.1664, 72.9102, 10.1664, 72.9102, 10.1664
3, 2700.00000, 72.9119, 10.1683, 72.9119, 10.1683, 72.9119, 10.1683
4, 0.00000, 72.9119, 10.1683, 72.9119, 10.1683, 72.9119, 10.1683
4, 900.00000, 72.9119, 10.1683, 72.9119, 10.1683, 72.9119, 10.1683
4, 1800.00000, 72.9119, 10.1683, 72.9119, 10.1683, 72.9119, 10.1683
4, 2700.00000, 71.7879, 10.1381, 71.7879, 10.1381, 71.7879, 10.1381
5, 0.00000, 71.7889, 10.1393, 71.7889, 10.1393, 71.7889, 10.1393
5, 900.00000, 71.7889, 10.1393, 71.7889, 10.1393, 71.7889, 10.1393
5, 1800.00000, 72.5909, 10.1531, 72.5909, 10.1531, 72.5909, 10.1531
5, 2700.00000, 72.5901, 10.1523, 72.5901, 10.1523, 72.5901, 10.1523
6, 0.00000, 72.5901, 10.1523, 72.5901, 10.1523, 72.5901, 10.1523
6, 900.00000, 72.5901, 10.1523, 72.5901, 10.1523, 72.5901, 10.1523
6, 1800.00000, 72.5901, 10.1523, 72.5901, 10.1523, 72.5901, 10.1523
6, 2700.00000, 72.2364, 10.1387, 72.2364, 10.1387, 72.2364, 10.1387
7, 0.00000, 72.2367, 10.1392, 72.2367, 10.1392, 72.2367, 10.1392
7, 900.00000, 72.2367, 10.1392, 72.2367, 10.1392, 72.2367, 10.1392
7, 1800.00000, 72.6691, 10.1515, 72.6691, 10.1515, 72.6691, 10.1515
7, 2700.00000, 72.6688, 10.1512, 72.6688, 10.1512, 72.6688, 10.1512
8, 0.00000, 72.6687, 10.1512, 72.6687, 10.1512, 72.6687, 10.1512
8, 900.00000, 72.6687, 10.1512, 72.6687, 10.1512, 72.6687, 10.1512
8, 1800.00000, 72.6687, 10.1512, 72.6687, 10.1512, 72.6687, 10.1512
8, 2700.00000, 114.336, 13.3367, 114.336, 13.3367, 114.336, 13.3367
9, 0.00000, 114.309, 13.3049, 114.309, 13.3049, 114.309, 13.305
9, 900.00000, 114.309, 13.305, 114.309, 13.305, 114.309, 13.305
9, 1800.00000, 114.395, 13.3018, 114.395, 13.3018, 114.395, 13.3018
9, 2700.00000, 114.395, 13.3018, 114.395, 13.3018, 114.395, 13.3018
10, 0.00000, 114.395, 13.3018, 114.395, 13.3018, 114.395, 13.3018
10, 900.00000, 114.395, 13.3018, 114.395, 13.3018, 114.395, 13.3018
10, 1800.00000, 114.395, 13.3018, 114.395, 13.3018, 114.395, 13.3018
10, 2700.00000, 111.621, 13.3346, 111.621, 13.3346, 111.621, 13.3346
11, 0.00000, 111.624, 13.3363, 111.624, 13.3363, 111.624, 13.3363
11, 900.00000, 111.624, 13.3363, 111.624, 13.3363, 111.624, 13.3363
11, 1800.00000, 120.063, 13.7169, 120.063, 13.7169, 120.063, 13.7169
11, 2700.00000, 120.056, 13.7109, 120.056, 13.7109, 120.056, 13.7109
12, 0.00000, 120.056, 13.7109, 120.056, 13.7109, 120.056, 13.7109
12, 900.00000, 120.056, 13.7109, 120.056, 13.7109, 120.056, 13.7109
12, 1800.00000, 120.056, 13.7109, 120.056, 13.7109, 120.056, 13.7109
12, 2700.00000, 80.4027, 11.1432, 80.4027, 11.1432, 80.4027, 11.1432
13, 0.00000, 80.4071, 11.1434, 80.4071, 11.1434, 80.4071, 11.1434
13, 900.00000, 80.4071, 11.1434, 80.4071, 11.1434, 80.4071, 11.1434
13, 1800.00000, 120.217, 13.6891, 120.217, 13.6891, 120.217, 13.6891
13, 2700.00000, 120.189, 13.6599, 120.189, 13.6599, 120.189, 13.6599
14, 0.00000, 120.189, 13.6599, 120.189, 13.6599, 120.189, 13.6599
14, 900.00000, 120.189, 13.6599, 120.189, 13.6599, 120.189, 13.6599
14, 1800.00000, 120.189, 13.6599, 120.189, 13.6599, 120.189, 13.6599
14, 2700.00000, 164.631, 15.01, 164.631, 15.01, 164.631, 15.01
15, 0.00000, 164.611, 14.9905, 164.611, 14.9905, 164.611, 14.9905
15, 900.00000, 164.611, 14.9906, 164.611, 14.9906, 164.611, 14.9906
15, 1800.00000, 155.781, 14.7817, 155.781, 14.7817, 155.781, 14.7817
15, 2700.00000, 155.787, 14.786, 155.787, 14.786, 155.787, 14.786
16, 0.00000, 155.787, 14.786, 155.787, 14.786, 155.787, 14.786
16, 900.00000, 155.787, 14.786, 155.787, 14.786, 155.787, 14.786
16, 1800.00000, 155.787, 14.786, 155.787, 14.786, 155.787, 14.786
16, 2700.00000, 158.445, 14.9096, 158.445, 14.9096, 158.445, 14.9096
17, 0.00000, 158.444, 14.9081, 158.444, 14.9081, 158.444, 14.9081
17, 900.00000, 158.444, 14.9081, 158.444, 14.9081, 158.444, 14.9081
17, 1800.00000, 177.661, 15.322, 177.661, 15.322, 177.661, 15.322
17, 2700.00000, 177.647, 15.3104, 177.647, 15.3104, 177.647, 15.3104
18, 0.00000, 177.647, 15.3104, 177.647, 15.3104, 177.647, 15.3104
18, 900.00000, 177.647, 15.3104, 177.647, 15.3104, 177.647, 15.3104
18, 1800.00000, 177.647, 15.3104, 177.647, 15.3104, 177.647, 15.3104
18, 2700.00000, 134.042, 14.1979, 134.042, 14.1979, 134.042, 14.1979
19, 0.00000, 134.074, 14.2235, 134.074, 14.2235, 134.074, 14.2235
19, 900.00000, 134.074, 14.2234, 134.074, 14.2234, 134.074, 14.2234
19, 1800.00000, 217.501, 16.0634, 217.501, 16.0634, 217.501, 16.0634
19, 2700.00000, 217.488, 16.0413, 217.488, 16.0413, 217.488, 16.0413
20, 0.00000, 217.488, 16.0413, 217.488, 16.0413, 217.488, 16.0413
20, 900.00000, 217.488, 16.0413, 217.488, 16.0413, 217.488, 16.0413
20, 1800.00000, 217.488, 16.0413, 217.488, 16.0413, 217.488, 16.0413
20, 2700.00000, 209.678, 15.9022, 209.678, 15.9022, 209.678, 15.9022
21, 0.00000, 209.681, 15.9045, 209.681, 15.9045, 209.681, 15.9045
21, 900.00000, 209.681, 15.9045, 209.681, 15.9045, 209.681, 15.9045
21, 1800.00000, 162.016, 14.9556, 162.016, 14.9556, 162.016, 14.9556
21, 2700.00000, 162.023, 14.9557, 162.023, 14.9557, 162.023, 14.9557
22, 0.00000, 162.023, 14.9557, 162.023, 14.9557, 162.023, 14.9557
22, 900.00000, 162.023, 14.9557, 162.023, 14.9557, 162.023, 14.9557
22, 1800.00000, 162.023, 14.9557, 162.023, 14.9557, 162.023, 14.9557
22, 2700.00000, 164.336, 14.9848, 164.336, 14.9848, 164.336, 14.9848
23, 0.00000, 164.335, 14.9838, 164.335, 14.9838, 164.335, 14.9838
23, 900.00000, 164.335, 14.9838, 164.335, 14.9838, 164.335, 14.9838
23, 1800.00000, 138.544, 14.1332, 138.544, 14.1332, 138.544, 14.1332
23, 2700.00000, 138.56, 14.142, 138.56, 14.142, 138.56, 14.142
24, 0.00000, 138.56, 14.142, 138.56, 14.142, 138.56, 14.142
24, 900.00000, 138.56, 14.142, 138.56, 14.142, 138.56, 14.142
24, 1800.00000, 138.56, 14.142, 138.56, 14.142, 138.56, 14.142
24, 2700.00000, 219.806, 16.0165, 219.806, 16.0165, 219.806, 16.0165
25, 0.00000, 219.796, 15.9952, 219.796, 15.9952, 219.796, 15.9952
25, 900.00000, 219.796, 15.9952, 219.796, 15.9952, 219.796, 15.9952
25, 1800.00000, 210.729, 15.8783, 210.729, 15.8783, 210.729, 15.8783
25, 2700.00000, 210.733, 15.8808, 210.733, 15.8808, 210.733, 15.8808
26, 0.00000, 210.733, 15.8808, 210.733, 15.8808, 210.733, 15.8808
26, 900.00000, 210.733, 15.8808, 210.733, 15.8808, 210.733, 15.8808
26, 1800.00000, 210.733, 15.8808, 210.733, 15.8808, 210.733, 15.8808
26, 2700.00000, 303.586, 16.9678, 303.586, 16.9678, 303.586, 16.9678
27, 0.00000, 303.584, 16.9676, 303.584, 16.9676, 303.584, 16.9676
27, 900.00000, 303.584, 16.9676, 303.584, 16.9676, 303.584, 16.9676
27, 1800.00000, 249.903, 16.4545, 249.903, 16.4545, 249.903, 16.4545
27, 2700.00000, 249.909, 16.4547, 249.909, 16.4547, 249.909, 16.4547
28, 0.00000, 249.909, 16.4547, 249.909, 16.4547, 249.909, 16.4547
28, 900.00000, 249.909, 16.4547, 249.909, 16.4547, 249.909, 16.4547
28, 1800.00000, 249.909, 16.4547, 249.909, 16.4547, 249.909, 16.4547
28, 2700.00000, 225.83, 16.1153, 225.83, 16.1153, 225.83, 16.1153
29, 0.00000, 225.83, 16.118, 225.83, 16.118, 225.83, 16.118
29, 900.00000, 225.83, 16.118, 225.83, 16.118, 225.83, 16.118
29, 1800.00000, 307.836, 17.0074, 307.836, 17.0074, 307.836, 17.0074
29, 2700.00000, 307.834, 17.0072, 307.834, 17.0072, 307.834, 17.0072
30, 0.00000, 307.834, 17.0072, 307.834, 17.0072, 307.834, 17.0072
30, 900.00000, 307.834, 17.0072, 307.834, 17.0072, 307.834, 17.0072
30, 1800.00000, 307.834, 17.0072, 307.834, 17.0072, 307.834, 17.0072
30, 2700.00000, 219.235, 16.0302, 219.235, 16.0302, 219.235, 16.0302
31, 0.00000, 219.243, 16.0304, 219.243, 16.0304, 219.243, 16.0304
31, 900.00000, 219.243, 16.0304, 219.243, 16.0304, 219.243, 16.0304
31, 1800.00000, 224.792, 16.1348, 224.792, 16.1348, 224.792, 16.1348
31, 2700.00000, 224.791, 16.1333, 224.791, 16.1333, 224.791, 16.1333
32, 0.00000, 224.791, 16.1333, 224.791, 16.1333, 224.791, 16.1333
32, 900.00000, 224.791, 16.1333, 224.791, 16.1333, 224.791, 16.1333
32, 1800.00000, 224.791, 16.1333, 224.791, 16.1333, 224.791, 16.1333
32, 2700.00000, 170.536, 15.2058, 170.536, 15.2058, 170.536, 15.2058
33, 0.00000, 170.542, 15.2059, 170.542, 15.2059, 170.542, 15.2059
33, 900.00000, 170.542, 15.2059, 170.542, 15.2059, 170.542, 15.2059
33, 1800.00000, 93.7636, 12.1113, 93.7636, 12.1113, 93.7636, 12.1113
33, 2700.00000, 93.7722, 12.1115, 93.7722, 12.1115, 93.7722, 12.1115
34, 0.00000, 93.7722, 12.1115, 93.7722, 12.1115, 93.7722, 12.1115
34, 900.00000, 93.7722, 12.1115, 93.7722, 12.1115, 93.7722, 12.1115
34, 1800.00000, 93.7722, 12.1115, 93.7722, 12.1115, 93.7722, 12.1115
34, 2700.00000, 87.6325, 11.6408, 87.6325, 11.6408, 87.6325, 11.6408
35, 0.00000, 87.6376, 11.6477, 87.6376, 11.6477, 87.6376, 11.6477
35, 900.00000, 87.6376, 11.6477, 87.6376, 11.6477, 87.6376, 11.6477
35, 1800.00000, 83.3953, 11.1742, 83.3953, 11.1742, 83.3953, 11.1742
35, 2700.00000, 83.3989, 11.1796, 83.3989, 11.1796, 83.3989, 11.1796
36, 0.00000, 83.3989, 11.1796, 83.3989, 11.1796, 83.3989, 11.1796
36, 900.00000, 83.3989, 11.1796, 83.3989, 11.1796, 83.3989, 11.1796
36, 1800.00000, 83.3989, 11.1796, 83.3989, 11.1796, 83.3989, 11.1796
36, 2700.00000, 201.103, 15.6647, 201.103, 15.6647, 201.103, 15.6647
37, 0.00000, 201.092, 15.6644, 201.092, 15.6644, 201.092, 15.6644
37, 900.00000, 201.092, 15.6644, 201.092, 15.6644, 201.092, 15.6644
37, 1800.00000, 569.173, 18.3411, 569.173, 18.3411, 569.173, 18.3411
37, 2700.00000, 569.24, 18.3427, 569.24, 18.3427, 569.24, 18.3427
38, 0.00000, 569.24, 18.3427, 569.24, 18.3427, 569.24, 18.3427
38, 900.00000, 569.24, 18.3427, 569.24, 18.3427, 569.24, 18.3427
38, 1800.00000, 569.24, 18.3427, 569.24, 18.3427, 569.24, 18.3427
38, 2700.00000, 886.682, 19.3967, 886.682, 19.3967, 886.682, 19.3967
39, 0.00000, 886.713, 19.3973, 886.713, 19.3973, 886.713, 19.3973
39, 900.00000, 886.713, 19.3973, 886.713, 19.3973, 886.713, 19.3973
39, 1800.00000, 1171.02, 20.1997, 1171.02, 20.1997, 1171.02, 20.1997
39, 2700.00000, 1171.12, 20.2011, 1171.12, 20.2011, 1171.12, 20.2011
40, 0.00000, 1171.12, 20.2011, 1171.12, 20.2011, 1171.12, 20.2011
40, 900.00000, 1171.12, 20.2011, 1171.12, 20.2011, 1171.12, 20.2011
40, 1800.00000, 1171.12, 20.2011, 1171.12, 20.2011, 1171.12, 20.2011
40, 2700.00000, 1191.7, 20.1207, 1191.7, 20.1207, 1191.7, 20.1207
41, 0.00000, 1191.72, 20.1228, 1191.72, 20.1228, 1191.72, 20.1228
41, 900.00000, 1191.72, 20.1228, 1191.72, 20.1228, 1191.72, 20.1228
41, 1800.00000, 1306.15, 20.3495, 1306.15, 20.3495, 1306.15, 20.3495
41, 2700.00000, 1306.2, 20.3502, 1306.2, 20.3502, 1306.2, 20.3502
42, 0.00000, 1306.2, 20.3502, 1306.2, 20.3502, 1306.2, 20.3502
42, 900.00000, 1306.2, 20.3502, 1306.2, 20.3502, 1306.2, 20.3502
42, 1800.00000, 1306.2, 20.3502, 1306.2, 20.3502, 1306.2, 20.3502
42, 2700.00000, 1568.81, 21.1013, 1568.81, 21.1013, 1568.81, 21.1013
43, 0.00000, 1568.83, 21.1026, 1568.83, 21.1026, 1568.83, 21.1026
43, 900.00000, 1568.83, 21.1026, 1568.83, 21.1026, 1568.83, 21.1026
43, 1800.00000, 1819.76, 21.6705, 1819.76, 21.6705, 1819.76, 21.6705
43, 2700.00000, 1819.62, 21.6787, 1819.62, 21.6787, 1819.62, 21.6787
44, 0.00000, 1819.62, 21.6786, 1819.62, 21.6786, 1819.62, 21.6786
44, 900.00000, 1819.62, 21.6786, 1819.62, 21.6786, 1819.62, 21.6786
44, 1800.00000, 1819.62, 21.6786, 1819.62, 21.6786, 1819.62, 21.6786
44, 2700.00000, 1688.5, 21.4718, 1688.5, 21.4718, 1688.5, 21.4718
45, 0.00000, 1688.54, 21.4694, 1688.54, 21.4694, 1688.54, 21.4694
45, 900.00000, 1688.54, 21.4694, 1688.54, 21.4694, 1688.54, 21.4694
45, 1800.00000, 1667.92, 21.3294, 1667.92, 21.3294, 1667.92, 21.3294
45, 2700.00000, 1667.87, 21.3373, 1667.87, 21.3373, 1667.87, 21.3373
46, 0.00000, 1667.87, 21.3372, 1667.87, 21.3372, 1667.87, 21.3372
46, 900.00000, 1667.87, 21.3372, 1667.87, 21.3372, 1667.87, 21.3372
46, 1800.00000, 1667.87, 21.3372, 1667.87, 21.3372, 1667.87, 21.3372
46, 2700.00000, 1916.54, 21.95, 1916.54, 21.95, 1916.54, 21.95
47, 0.00000, 1916.26, 21.9639, 1916.26, 21.9639, 1916.26, 21.9639
47, 900.00000, 1916.28, 21.9637, 1916.28, 21.9637, 1916.28, 21.9637
47, 1800.00000, 1949.48, 22.0901, 1949.48, 22.0901, 1949.48, 22.0901
47, 2700.00000, 1949.42, 22.093, 1949.42, 22.093, 1949.42, 22.093
48, 0.00000, 1949.42, 22.093, 1949.42, 22.093, 1949.42, 22.093
48, 900.00000, 1949.42, 22.093, 1949.42, 22.093, 1949.42, 22.093
48, 1800.00000, 1949.42, 22.093, 1949.42, 22.093, 1949.42, 22.093
48, 2700.00000, 2104.21, 22.4839, 2104.21, 22.4839, 2104.21, 22.4839
49, 0.00000, 2104.16, 22.4805, 2104.16, 22.4805, 2104.16, 22.4805
49, 900.00000, 2104.16, 22.4807, 2104.16, 22.4807, 2104.16, 22.4807
49, 1800.00000, 1851.74, 21.8565, 1851.74, 21.8565, 1851.74, 21.8565
49, 2700.00000, 1851.76, 21.8586, 1851.76, 21.8586, 1851.76, 21.8586
50, 0.00000, 1851.76, 21.8585, 1851.76, 21.8585, 1851.76, 21.8585
50, 900.00000, 1851.76, 21.8585, 1851.76, 21.8585, 1851.76, 21.8585
50, 1800.00000, 1851.76, 21.8585, 1851.76, 21.8585, 1851.76, 21.8585
50, 2700.00000, 1850.86, 21.821, 1850.86, 21.821, 1850.86, 21.821
51, 0.00000, 1850.85, 21.8219, 1850.85, 21.8219, 1850.85, 21.8219
51, 900.00000, 1850.85, 21.8218, 1850.85, 21.8218, 1850.85, 21.8218
51, 1800.00000, 2001.28, 22.1704, 2001.28, 22.1704, 2001.28, 22.1704
51, 2700.00000, 2001.01, 22.1822, 2001.01, 22.1822, 2001.01, 22.1822
52, 0.00000, 2001.03, 22.1821, 2001.03, 22.1821, 2001.03, 22.1821
52, 900.00000, 2001.03, 22.1821, 2001.03, 22.1821, 2001.03, 22.1821
52, 1800.00000, 2001.03, 22.1821, 2001.03, 22.1821, 2001.03, 22.1821
52, 2700.00000, 2050.95, 22.3415, 2050.95, 22.3415, 2050.95, 22.3415
53, 0.00000, 2050.81, 22.3469, 2050.81, 22.3469, 2050.81, 22.3469
53, 900.00000, 2050.82, 22.3469, 2050.82, 22.3469, 2050.82, 22.3469
53, 1800.00000, 2153.67, 22.5811, 2153.67, 22.5811, 2153.67, 22.5811
53, 2700.00000, 2153.33, 22.593, 2153.33, 22.593, 2153.33, 22.593
54, 0.00000, 2153.36, 22.5929, 2153.36, 22.5929, 2153.36, 22.5929
54, 900.00000, 2153.36, 22.5929, 2153.36, 22.5929, 2153.36, 22.5929
54, 1800.00000, 2153.36, 22.5929, 2153.36, 22.5929, 2153.36, 22.5929
54, 2700.00000, 1866.76, 21.8859, 1866.76, 21.8859, 1866.76, 21.8859
55, 0.00000, 1866.78, 21.8884, 1866.78, 21.8884, 1866.78, 21.8884
55, 900.00000, 1866.79, 21.8883, 1866.79, 21.8883, 1866.79, 21.8883
55, 1800.00000, 1898.5, 21.9202, 1898.5, 21.9202, 1898.5, 21.9202
55, 2700.00000, 1898.44, 21.9228, 1898.44, 21.9228, 1898.44, 21.9228
56, 0.00000, 1898.45, 21.9228, 1898.45, 21.9228, 1898.45, 21.9228
56, 900.00000, 1898.45, 21.9227, 1898.45, 21.9227, 1898.45, 21.9227
56, 1800.00000, 1898.45, 21.9227, 1898.45, 21.9227, 1898.45, 21.9227
56, 2700.00000, 2003.31, 22.1672, 2003.31, 22.1672, 2003.31, 22.1672
57, 0.00000, 2003.11, 22.1758, 2003.11, 22.1758, 2003.11, 22.1758
57, 900.00000, 2003.13, 22.1757, 2003.13, 22.1757, 2003.13, 22.1757
57, 1800.00000, 2009.59, 22.251, 2009.59, 22.251, 2009.59, 22.251
57, 2700.00000, 2009.54, 22.2527, 2009.54, 22.2527, 2009.54, 22.2527
58, 0.00000, 2009.55, 22.2527, 2009.55, 22.2527, 2009.55, 22.2527
58, 900.00000, 2009.55, 22.2527, 2009.55, 22.2527, 2009.55, 22.2527
58, 1800.00000, 2009.55, 22.2527, 2009.55, 22.2527, 2009.55, 22.2527
58, 2700.00000, 2109.63, 22.4864, 2109.63, 22.4864, 2109.63, 22.4864
59, 0.00000, 2109.35, 22.4968, 2109.35, 22.4968, 2109.35, 22.4968
59, 900.00000, 2109.37, 22.4967, 2109.37, 22.4967, 2109.37, 22.4967
59, 1800.00000, 1820.1, 21.8001, 1820.1, 21.8001, 1820.1, 21.8001
59, 2700.00000, 1820.11, 21.802, 1820.11, 21.802, 1820.11, 21.802
60, 0.00000, 1820.11, 21.802, 1820.11, 21.802, 1820.11, 21.802
60, 900.00000, 1820.11, 21.802, 1820.11, 21.802, 1820.11, 21.802
60, 1800.00000, 1820.11, 21.802, 1820.11, 21.802, 1820.11, 21.802
60, 2700.00000, 1729.07, 21.5524, 1729.07, 21.5524, 1729.07, 21.5524
61, 0.00000, 1729.11, 21.5509, 1729.11, 21.5509, 1729.11, 21.5509
61, 900.00000, 1729.11, 21.5509, 1729.11, 21.5509, 1729.11, 21.5509
61, 1800.00000, 1932.09, 22.0219, 1932.09, 22.0219, 1932.09, 22.0219
61, 2700.00000, 1931.83, 22.0342, 1931.83, 22.0342, 1931.83, 22.0342
62, 0.00000, 1931.85, 22.034, 1931.85, 22.034, 1931.85, 22.034
62, 900.00000, 1931.85, 22.034, 1931.85, 22.034, 1931.85, 22.034
62, 1800.00000, 1931.85, 22.034, 1931.85, 22.034, 1931.85, 22.034
62, 2700.00000, 1969.86, 22.1569, 1969.86, 22.1569, 1969.86, 22.1569
63, 0.00000, 1969.78, 22.1603, 1969.78, 22.1603, 1969.78, 22.1603
63, 900.00000, 1969.78, 22.1602, 1969.78, 22.1602, 1969.78, 22.1602
63, 1800.00000, 1990.69, 22.2336, 1990.69, 22.2336, 1990.69, 22.2336
63, 2700.00000, 1990.65, 22.2351, 1990.65, 22.2351, 1990.65, 22.2351
64, 0.00000, 1990.65, 22.2351, 1990.65, 22.2351, 1990.65, 22.2351
64, 900.00000, 1990.65, 22.2351, 1990.65, 22.2351, 1990.65, 22.2351
64, 1800.00000, 1990.65, 22.2351, 1990.65, 22.2351, 1990.65, 22.2351
64, 2700.00000, 1655.32, 21.4349, 1655.32, 21.4349, 1655.32, 21.4349
65, 0.00000, 1655.44, 21.429, 1655.44, 21.429, 1655.44, 21.429
65, 900.00000, 1655.44, 21.429, 1655.44, 21.429, 1655.44, 21.429
65, 1800.00000, 1041.46, 19.8243, 1041.46, 19.8243, 1041.46, 19.8243
65, 2700.00000, 1041.36, 19.8231, 1041.36, 19.8231, 1041.36, 19.8231
66, 0.00000, 1041.36, 19.8231, 1041.36, 19.8231, 1041.36, 19.8231
66, 900.00000, 1041.36, 19.8231, 1041.36, 19.8231, 1041.36, 19.8231
66, 1800.00000, 1041.36, 19.8231, 1041.36, 19.8231, 1041.36, 19.8231
66, 2700.00000, 550.85, 18.2604, 550.85, 18.2604, 550.85, 18.2604
67, 0.00000, 550.845, 18.2603, 550.845, 18.2603, 550.845, 18.2603
67, 900.00000, 550.845, 18.2603, 550.845, 18.2603, 550.845, 18.2603
67, 1800.00000, 281.171, 16.6076, 281.171, 16.6076, 281.171, 16.6076
67, 2700.00000, 281.189, 16.6084, 281.189, 16.6084, 281.189, 16.6084
68, 0.00000, 281.189, 16.6084, 281.189, 16.6084, 281.189, 16.6084
68, 900.00000, 281.189, 16.6084, 281.189, 16.6084, 281.189, 16.6084
68, 1800.00000, 281.189, 16.6084, 281.189, 16.6084, 281.189, 16.6084
68, 2700.00000, 90.4237, 11.8473, 90.4237, 11.8473, 90.4237, 11.8473
69, 0.00000, 90.4446, 11.8481, 90.4446, 11.8481, 90.4446, 11.8481
69, 900.00000, 90.4446, 11.8481, 90.4446, 11.8481, 90.4446, 11.8481
69, 1800.00000, 78.0433, 10.8551, 78.0433, 10.8551, 78.0433, 10.8551
69, 2700.00000, 78.0548, 10.8713, 78.0548, 10.8713, 78.0548, 10.8713
70, 0.00000, 78.0549, 10.8712, 78.0549, 10.8712, 78.0549, 10.8712
70, 900.00000, 78.0549, 10.8712, 78.0549, 10.8712, 78.0549, 10.8712
70, 1800.00000, 78.0549, 10.8712, 78.0549, 10.8712, 78.0549, 10.8712
70, 2700.00000, 78.2002, 10.8717, 78.2002, 10.8717, 78.2002, 10.8717
71, 0.00000, 78.2002, 10.8716, 78.2002, 10.8716, 78.2002, 10.8716
71, 900.00000, 78.2002, 10.8716, 78.2002, 10.8716, 78.2002, 10.8716
71, 1800.00000, 73.9689, 10.3095, 73.9689, 10.3095, 73.9689, 10.3095
71, 2700.00000, 73.9724, 10.3155, 73.9724, 10.3155, 73.9724, 10.3155
72, 0.00000, 73.9725, 10.3155, 73.9725, 10.3155, 73.9725, 10.3155
72, 900.00000, 73.9725, 10.3155, 73.9725, 10.3155, 73.9725, 10.3155
72, 1800.00000, 73.9725, 10.3155, 73.9725, 10.3155, 73.9725, 10.3155
72, 2700.00000, 75.1559, 10.3388, 75.1559, 10.3388, 75.1559, 10.3388
73, 0.00000, 75.1548, 10.3376, 75.1548, 10.3376, 75.1548, 10.3376
73, 900.00000, 75.1548, 10.3376, 75.1548, 10.3376, 75.1548, 10.3376
73, 1800.00000, 76.1039, 10.3524, 76.1039, 10.3524, 76.1039, 10.3524
73, 2700.00000, 76.1029, 10.3514, 76.1029, 10.3514, 76.1029, 10.3514
74, 0.00000, 76.1029, 10.3514, 76.1029, 10.3514, 76.1029, 10.3514
74, 900.00000, 76.1029, 10.3514, 76.1029, 10.3514, 76.1029, 10.3514
74, 1800.00000, 76.1029, 10.3514, 76.1029, 10.3514, 76.1029, 10.3514
74, 2700.00000, 76.1554, 10.3498, 76.1554, 10.3498, 76.1554, 10.3498
75, 0.00000, 76.1554, 10.3497, 76.1554, 10.3497, 76.1554, 10.3497
75, 900.00000, 76.1554, 10.3497, 76.1554, 10.3497, 76.1554, 10.3497
75, 1800.00000, 76.2971, 10.349, 76.2971, 10.349, 76.2971, 10.349
75, 2700.00000, 76.297, 10.3488, 76.297, 10.3488, 76.297, 10.3488
76, 0.00000, 76.297, 10.3488, 76.297, 10.3488, 76.297, 10.3488
76, 900.00000, 76.297, 10.3488, 76.297, 10.3488, 76.297, 10.3488
76, 1800.00000, 76.297, 10.3488, 76.297, 10.3488, 76.297, 10.3488
76, 2700.00000, 76.4924, 10.3488, 76.4924, 10.3488, 76.4924, 10.3488
77, 0.00000, 76.4922, 10.3486, 76.4922, 10.3486, 76.4922, 10.3486
77, 900.00000, 76.4922, 10.3486, 76.4922, 10.3486, 76.4922, 10.3486
77, 1800.00000, 76.2928, 10.34, 76.2928, 10.34, 76.2928, 10.34
77, 2700.00000, 76.293, 10.3402, 76.293, 10.3402, 76.293, 10.3402
78, 0.00000, 76.293, 10.3402, 76.293, 10.3402, 76.293, 10.3402
78, 900.00000, 76.293, 10.3402, 76.293, 10.3402, 76.293, 10.3402
78, 1800.00000, 76.293, 10.3402, 76.293, 10.3402, 76.293, 10.3402
78, 2700.00000, 76.686, 10.3433, 76.686, 10.3433, 76.686, 10.3433
79, 0.00000, 76.6856, 10.343, 76.6856, 10.343, 76.6856, 10.343
79, 900.00000, 76.6856, 10.343, 76.6856, 10.343, 76.6856, 10.343
79, 1800.00000, 76.4376, 10.3333, 76.4376, 10.3333, 76.4376, 10.3333
79, 2700.00000, 76.4378, 10.3336, 76.4378, 10.3336, 76.4378, 10.3336
80, 0.00000, 76.4378, 10.3336, 76.4378, 10.3336, 76.4378, 10.3336
80, 900.00000, 76.4378, 10.3336, 76.4378, 10.3336, 76.4378, 10.3336
80, 1800.00000, 76.4378, 10.3336, 76.4378, 10.3336, 76.4378, 10.3336
80, 2700.00000, 74.7197, 10.2956, 74.7197, 10.2956, 74.7197, 10.2956
81, 0.00000, 74.7214, 10.2974, 74.7214, 10.2974, 74.7214, 10.2974
