hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
7709, 1800.00000, 2576.15, 24.1552, 2576.15, 24.1552, 2576.15, 24.1552
7709, 2700.00000, 2576.26, 24.155, 2576.26, 24.155, 2576.26, 24.155
7710, 0.00000, 2576.26, 24.1547, 2576.26, 24.1547, 2576.26, 24.1547
7710, 900.00000, 2576.26, 24.1548, 2576.26, 24.1548, 2576.26, 24.1548
7710, 1800.00000, 2576.26, 24.1548, 2576.26, 24.1548, 2576.26, 24.1548
7710, 2700.00000, 2598.11, 24.2143, 2598.11, 24.2143, 2598.11, 24.2143
7711, 0.00000, 2597.77, 24.2229, 2597.77, 24.2229, 2597.77, 24.2229
7711, 900.00000, 2597.82, 24.2229, 2597.82, 24.2229, 2597.82, 24.2229
7711, 1800.00000, 2620.45, 24.2737, 2620.45, 24.2737, 2620.45, 24.2737
7711, 2700.00000, 2620.1, 24.2828, 2620.1, 24.2828, 2620.1, 24.2828
7712, 0.00000, 2620.15, 24.2828, 2620.15, 24.2828, 2620.15, 24.2828
7712, 900.00000, 2620.15, 24.2826, 2620.15, 24.2826, 2620.15, 24.2826
7712, 1800.00000, 2620.15, 24.2826, 2620.15, 24.2826, 2620.15, 24.2826
7712, 2700.00000, 2627.15, 24.3096, 2627.15, 24.3096, 2627.15, 24.3096
7713, 0.00000, 2627.02, 24.3127, 2627.02, 24.3127, 2627.02, 24.3127
7713, 900.00000, 2627.04, 24.3127, 2627.04, 24.3127, 2627.04, 24.3127
7713, 1800.00000, 2640.09, 24.3553, 2640.09, 24.3553, 2640.09, 24.3553
7713, 2700.00000, 2639.85, 24.3611, 2639.85, 24.3611, 2639.85, 24.3611
7714, 0.00000, 2639.89, 24.3611, 2639.89, 24.3611, 2639.89, 24.3611
7714, 900.00000, 2639.89, 24.361, 2639.89, 24.361, 2639.89, 24.361
7714, 1800.00000, 2639.89, 24.361, 2639.89, 24.361, 2639.89, 24.361
7714, 2700.00000, 2655.79, 24.4114, 2655.79, 24.4114, 2655.79, 24.4114
7715, 0.00000, 2655.49, 24.4188, 2655.49, 24.4188, 2655.49, 24.4188
7715, 900.00000, 2655.53, 24.4188, 2655.53, 24.4188, 2655.53, 24.4188
7715, 1800.00000, 2676.19, 24.4782, 2676.19, 24.4782, 2676.19, 24.4782
7715, 2700.00000, 2675.79, 24.4882, 2675.79, 24.4882, 2675.79, 24.4882
7716, 0.00000, 2675.85, 24.4881, 2675.85, 24.4881, 2675.85, 24.4881
7716, 900.00000, 2675.85, 24.4879, 2675.85, 24.4879, 2675.85, 24.4879
7716, 1800.00000, 2675.84, 24.488, 2675.84, 24.488, 2675.84, 24.488
7716, 2700.00000, 2701.39, 24.5637, 2701.39, 24.5637, 2701.39, 24.5637
7717, 0.00000, 2700.84, 24.5769, 2700.84, 24.5769, 2700.84, 24.5769
7717, 900.00000, 2700.93, 24.5768, 2700.93, 24.5768, 2700.93, 24.5768
7717, 1800.00000, 2726.75, 24.6706, 2726.75, 24.6706, 2726.75, 24.6706
7717, 2700.00000, 2726.74, 24.6648, 2726.74, 24.6648, 2726.74, 24.6648
7718, 0.00000, 2726.71, 24.6657, 2726.71, 24.6657, 2726.71, 24.6657
7718, 900.00000, 2726.71, 24.6657, 2726.71, 24.6657, 2726.71, 24.6657
7718, 1800.00000, 2726.71, 24.6657, 2726.71, 24.6657, 2726.71, 24.6657
7718, 2700.00000, 2754.89, 24.7659, 2754.89, 24.7659, 2754.89, 24.7659
7719, 0.00000, 2754.87, 24.7591, 2754.87, 24.7591, 2754.87, 24.7591
7719, 900.00000, 2754.83, 24.7602, 2754.83, 24.7602, 2754.83, 24.7602
7719, 1800.00000, 2783.02, 24.8634, 2783.02, 24.8634, 2783.02, 24.8634
7719, 2700.00000, 2783, 24.8559, 2783, 24.8559, 2783, 24.8559
7720, 0.00000, 2782.96, 24.8571, 2782.96, 24.8571, 2782.96, 24.8571
7720, 900.00000, 2782.97, 24.8571, 2782.97, 24.8571, 2782.97, 24.8571
7720, 1800.00000, 2782.97, 24.857, 2782.97, 24.857, 2782.97, 24.857
7720, 2700.00000, 2806.65, 24.9443, 2806.65, 24.9443, 2806.65, 24.9443
7721, 0.00000, 2806.64, 24.9375, 2806.64, 24.9375, 2806.64, 24.9375
7721, 900.00000, 2806.6, 24.9386, 2806.6, 24.9386, 2806.6, 24.9386
7721, 1800.00000, 2826.79, 25.0139, 2826.79, 25.0139, 2826.79, 25.0139
7721, 2700.00000, 2826.79, 25.0077, 2826.79, 25.0077, 2826.79, 25.0077
7722, 0.00000, 2826.75, 25.0087, 2826.75, 25.0087, 2826.75, 25.0087
7722, 900.00000, 2826.75, 25.0087, 2826.75, 25.0087, 2826.75, 25.0087
7722, 1800.00000, 2826.75, 25.0087, 2826.75, 25.0087, 2826.75, 25.0087
7722, 2700.00000, 2845.2, 25.059, 2845.2, 25.059, 2845.2, 25.059
7723, 0.00000, 2844.59, 25.0723, 2844.59, 25.0723, 2844.59, 25.0723
7723, 900.00000, 2844.7, 25.0723, 2844.7, 25.0723, 2844.7, 25.0723
7723, 1800.00000, 2861.05, 25.1165, 2861.05, 25.1165, 2861.05, 25.1165
7723, 2700.00000, 2860.5, 25.1288, 2860.5, 25.1288, 2860.5, 25.1288
7724, 0.00000, 2860.59, 25.1288, 2860.59, 25.1288, 2860.59, 25.1288
7724, 900.00000, 2860.59, 25.1284, 2860.59, 25.1284, 2860.59, 25.1284
7724, 1800.00000, 2860.59, 25.1285, 2860.59, 25.1285, 2860.59, 25.1285
7724, 2700.00000, 2766.11, 24.7853, 2766.11, 24.7853, 2766.11, 24.7853
7725, 0.00000, 2766.25, 24.7815, 2766.25, 24.7815, 2766.25, 24.7815
7725, 900.00000, 2766.22, 24.7816, 2766.22, 24.7816, 2766.22, 24.7816
7725, 1800.00000, 2772.1, 24.7975, 2772.1, 24.7975, 2772.1, 24.7975
7725, 2700.00000, 2771.95, 24.8011, 2771.95, 24.8011, 2771.95, 24.8011
7726, 0.00000, 2771.98, 24.801, 2771.98, 24.801, 2771.98, 24.801
7726, 900.00000, 2771.98, 24.801, 2771.98, 24.801, 2771.98, 24.801
7726, 1800.00000, 2771.97, 24.801, 2771.97, 24.801, 2771.97, 24.801
7726, 2700.00000, 2782.31, 24.8296, 2782.31, 24.8296, 2782.31, 24.8296
7727, 0.00000, 2782.03, 24.836, 2782.03, 24.836, 2782.03, 24.836
7727, 900.00000, 2782.08, 24.8359, 2782.08, 24.8359, 2782.08, 24.8359
7727, 1800.00000, 2792.05, 24.8634, 2792.05, 24.8634, 2792.05, 24.8634
7727, 2700.00000, 2791.78, 24.8697, 2791.78, 24.8697, 2791.78, 24.8697
7728, 0.00000, 2791.82, 24.8697, 2791.82, 24.8697, 2791.82, 24.8697
7728, 900.00000, 2791.82, 24.8695, 2791.82, 24.8695, 2791.82, 24.8695
7728, 1800.00000, 2791.82, 24.8696, 2791.82, 24.8696, 2791.82, 24.8696
7728, 2700.00000, 2907.52, 25.2923, 2907.52, 25.2923, 2907.52, 25.2923
7729, 0.00000, 2907.18, 25.301, 2907.18, 25.301, 2907.18, 25.301
7729, 900.00000, 2907.25, 25.3007, 2907.25, 25.3007, 2907.25, 25.3007
7729, 1800.00000, 2925.98, 25.371, 2925.98, 25.371, 2925.98, 25.371
7729, 2700.00000, 2925.99, 25.363, 2925.99, 25.363, 2925.99, 25.363
7730, 0.00000, 2925.93, 25.3645, 2925.93, 25.3645, 2925.93, 25.3645
7730, 900.00000, 2925.94, 25.3645, 2925.94, 25.3645, 2925.94, 25.3645
7730, 1800.00000, 2925.94, 25.3644, 2925.94, 25.3644, 2925.94, 25.3644
7730, 2700.00000, 2933.54, 25.387, 2933.54, 25.387, 2933.54, 25.387
7731, 0.00000, 2933.21, 25.394, 2933.21, 25.394, 2933.21, 25.394
7731, 900.00000, 2933.27, 25.394, 2933.27, 25.394, 2933.27, 25.394
7731, 1800.00000, 2940.61, 25.4146, 2940.61, 25.4146, 2940.61, 25.4146
7731, 2700.00000, 2940.28, 25.4213, 2940.28, 25.4213, 2940.28, 25.4213
7732, 0.00000, 2940.34, 25.4214, 2940.34, 25.4214, 2940.34, 25.4214
7732, 900.00000, 2940.34, 25.4211, 2940.34, 25.4211, 2940.34, 25.4211
7732, 1800.00000, 2940.34, 25.4212, 2940.34, 25.4212, 2940.34, 25.4212
7732, 2700.00000, 2946.32, 25.4383, 2946.32, 25.4383, 2946.32, 25.4383
7733, 0.00000, 2946.05, 25.4439, 2946.05, 25.4439, 2946.05, 25.4439
7733, 900.00000, 2946.1, 25.4439, 2946.1, 25.4439, 2946.1, 25.4439
7733, 1800.00000, 2952.07, 25.4606, 2952.07, 25.4606, 2952.07, 25.4606
7733, 2700.00000, 2951.8, 25.4662, 2951.8, 25.4662, 2951.8, 25.4662
7734, 0.00000, 2951.85, 25.4663, 2951.85, 25.4663, 2951.85, 25.4663
7734, 900.00000, 2951.85, 25.466, 2951.85, 25.466, 2951.85, 25.466
7734, 1800.00000, 2951.85, 25.4661, 2951.85, 25.4661, 2951.85, 25.4661
7734, 2700.00000, 2956.9, 25.4807, 2956.9, 25.4807, 2956.9, 25.4807
7735, 0.00000, 2956.66, 25.4856, 2956.66, 25.4856, 2956.66, 25.4856
7735, 900.00000, 2956.7, 25.4856, 2956.7, 25.4856, 2956.7, 25.4856
7735, 1800.00000, 2960.79, 25.4976, 2960.79, 25.4976, 2960.79, 25.4976
7735, 2700.00000, 2960.59, 25.5016, 2960.59, 25.5016, 2960.59, 25.5016
7736, 0.00000, 2960.63, 25.5016, 2960.63, 25.5016, 2960.63, 25.5016
7736, 900.00000, 2960.63, 25.5015, 2960.63, 25.5015, 2960.63, 25.5015
7736, 1800.00000, 2960.63, 25.5015, 2960.63, 25.5015, 2960.63, 25.5015
7736, 2700.00000, 2963.52, 25.5104, 2963.52, 25.5104, 2963.52, 25.5104
7737, 0.00000, 2963.38, 25.5132, 2963.38, 25.5132, 2963.38, 25.5132
7737, 900.00000, 2963.41, 25.5133, 2963.41, 25.5133, 2963.41, 25.5133
7737, 1800.00000, 2965.03, 25.5211, 2965.03, 25.5211, 2965.03, 25.5211
7737, 2700.00000, 2965.22, 25.522, 2965.22, 25.522, 2965.22, 25.522
7738, 0.00000, 2965.22, 25.521, 2965.22, 25.521, 2965.22, 25.521
7738, 900.00000, 2965.21, 25.5212, 2965.21, 25.5212, 2965.21, 25.5212
7738, 1800.00000, 2965.21, 25.5212, 2965.21, 25.5212, 2965.21, 25.5212
7738, 2700.00000, 2966.12, 25.5318, 2966.12, 25.5318, 2966.12, 25.5318
7739, 0.00000, 2966.18, 25.5254, 2966.18, 25.5254, 2966.18, 25.5254
7739, 900.00000, 2966.13, 25.5264, 2966.13, 25.5264, 2966.13, 25.5264
7739, 1800.00000, 2966.37, 25.5308, 2966.37, 25.5308, 2966.37, 25.5308
7739, 2700.00000, 2966.4, 25.5285, 2966.4, 25.5285, 2966.4, 25.5285
7740, 0.00000, 2966.38, 25.5288, 2966.38, 25.5288, 2966.38, 25.5288
7740, 900.00000, 2966.38, 25.5289, 2966.38, 25.5289, 2966.38, 25.5289
7740, 1800.00000, 2966.38, 25.5288, 2966.38, 25.5288, 2966.38, 25.5288
7740, 2700.00000, 2969.09, 25.5339, 2969.09, 25.5339, 2969.09, 25.5339
7741, 0.00000, 2968.97, 25.5364, 2968.97, 25.5364, 2968.97, 25.5364
7741, 900.00000, 2969, 25.5364, 2969, 25.5364, 2969, 25.5364
7741, 1800.00000, 2967.32, 25.5301, 2967.32, 25.5301, 2967.32, 25.5301
7741, 2700.00000, 2967.15, 25.5294, 2967.15, 25.5294, 2967.15, 25.5294
7742, 0.00000, 2967.15, 25.5303, 2967.15, 25.5303, 2967.15, 25.5303
7742, 900.00000, 2967.15, 25.5301, 2967.15, 25.5301, 2967.15, 25.5301
7742, 1800.00000, 2967.15, 25.5301, 2967.15, 25.5301, 2967.15, 25.5301
7742, 2700.00000, 2963.45, 25.5211, 2963.45, 25.5211, 2963.45, 25.5211
7743, 0.00000, 2963.62, 25.5175, 2963.62, 25.5175, 2963.62, 25.5175
7743, 900.00000, 2963.58, 25.5175, 2963.58, 25.5175, 2963.58, 25.5175
7743, 1800.00000, 2959.65, 25.5094, 2959.65, 25.5094, 2959.65, 25.5094
7743, 2700.00000, 2959.82, 25.5058, 2959.82, 25.5058, 2959.82, 25.5058
7744, 0.00000, 2959.79, 25.5058, 2959.79, 25.5058, 2959.79, 25.5058
7744, 900.00000, 2959.79, 25.5059, 2959.79, 25.5059, 2959.79, 25.5059
7744, 1800.00000, 2959.79, 25.5059, 2959.79, 25.5059, 2959.79, 25.5059
7744, 2700.00000, 2829.29, 25.0193, 2829.29, 25.0193, 2829.29, 25.0193
7745, 0.00000, 2829.57, 25.0124, 2829.57, 25.0124, 2829.57, 25.0124
7745, 900.00000, 2829.52, 25.0125, 2829.52, 25.0125, 2829.52, 25.0125
7745, 1800.00000, 2805.42, 24.9216, 2805.42, 24.9216, 2805.42, 24.9216
7745, 2700.00000, 2805.43, 24.9286, 2805.43, 24.9286, 2805.43, 24.9286
7746, 0.00000, 2805.47, 24.9275, 2805.47, 24.9275, 2805.47, 24.9275
7746, 900.00000, 2805.46, 24.9275, 2805.46, 24.9275, 2805.46, 24.9275
7746, 1800.00000, 2805.46, 24.9275, 2805.46, 24.9275, 2805.46, 24.9275
7746, 2700.00000, 2791.77, 24.8895, 2791.77, 24.8895, 2791.77, 24.8895
7747, 0.00000, 2792.15, 24.8808, 2792.15, 24.8808, 2792.15, 24.8808
7747, 900.00000, 2792.09, 24.8808, 2792.09, 24.8808, 2792.09, 24.8808
7747, 1800.00000, 2778.79, 24.8438, 2778.79, 24.8438, 2778.79, 24.8438
7747, 2700.00000, 2779.15, 24.8356, 2779.15, 24.8356, 2779.15, 24.8356
7748, 0.00000, 2779.09, 24.8356, 2779.09, 24.8356, 2779.09, 24.8356
7748, 900.00000, 2779.09, 24.8358, 2779.09, 24.8358, 2779.09, 24.8358
7748, 1800.00000, 2779.09, 24.8358, 2779.09, 24.8358, 2779.09, 24.8358
7748, 2700.00000, 2593.72, 24.2005, 2593.72, 24.2005, 2593.72, 24.2005
7749, 0.00000, 2593.83, 24.1971, 2593.83, 24.1971, 2593.83, 24.1971
7749, 900.00000, 2593.82, 24.1972, 2593.82, 24.1972, 2593.82, 24.1972
7749, 1800.00000, 2569.41, 24.1218, 2569.41, 24.1218, 2569.41, 24.1218
7749, 2700.00000, 2569.77, 24.1127, 2569.77, 24.1127, 2569.77, 24.1127
7750, 0.00000, 2569.72, 24.1127, 2569.72, 24.1127, 2569.72, 24.1127
7750, 900.00000, 2569.72, 24.1129, 2569.72, 24.1129, 2569.72, 24.1129
7750, 1800.00000, 2569.72, 24.1128, 2569.72, 24.1128, 2569.72, 24.1128
7750, 2700.00000, 2560.34, 24.0819, 2560.34, 24.0819, 2560.34, 24.0819
7751, 0.00000, 2560.47, 24.0784, 2560.47, 24.0784, 2560.47, 24.0784
7751, 900.00000, 2560.46, 24.0784, 2560.46, 24.0784, 2560.46, 24.0784
7751, 1800.00000, 2555.66, 24.0628, 2555.66, 24.0628, 2555.66, 24.0628
7751, 2700.00000, 2555.73, 24.061, 2555.73, 24.061, 2555.73, 24.061
7752, 0.00000, 2555.72, 24.061, 2555.72, 24.061, 2555.72, 24.061
7752, 900.00000, 2555.72, 24.0611, 2555.72, 24.0611, 2555.72, 24.0611
7752, 1800.00000, 2555.72, 24.0611, 2555.72, 24.0611, 2555.72, 24.0611
7752, 2700.00000, 2550.81, 24.0468, 2550.81, 24.0468, 2550.81, 24.0468
7753, 0.00000, 2550.87, 24.0451, 2550.87, 24.0451, 2550.87, 24.0451
7753, 900.00000, 2550.86, 24.0451, 2550.86, 24.0451, 2550.86, 24.0451
7753, 1800.00000, 2547.46, 24.0324, 2547.46, 24.0324, 2547.46, 24.0324
7753, 2700.00000, 2547.3, 24.0321, 2547.3, 24.0321, 2547.3, 24.0321
7754, 0.00000, 2547.3, 24.0325, 2547.3, 24.0325, 2547.3, 24.0325
7754, 900.00000, 2547.31, 24.0324, 2547.31, 24.0324, 2547.31, 24.0324
7754, 1800.00000, 2547.31, 24.0324, 2547.31, 24.0324, 2547.31, 24.0324
7754, 2700.00000, 2544.35, 24.0216, 2544.35, 24.0216, 2544.35, 24.0216
7755, 0.00000, 2544.22, 24.0213, 2544.22, 24.0213, 2544.22, 24.0213
7755, 900.00000, 2544.22, 24.0217, 2544.22, 24.0217, 2544.22, 24.0217
7755, 1800.00000, 2541.46, 24.0035, 2541.46, 24.0035, 2541.46, 24.0035
7755, 2700.00000, 2541.45, 24.0128, 2541.45, 24.0128, 2541.45, 24.0128
7756, 0.00000, 2541.49, 24.0118, 2541.49, 24.0118, 2541.49, 24.0118
7756, 900.00000, 2541.48, 24.0118, 2541.48, 24.0118, 2541.48, 24.0118
7756, 1800.00000, 2541.48, 24.0118, 2541.48, 24.0118, 2541.48, 24.0118
7756, 2700.00000, 1860.11, 21.8949, 1860.11, 21.8949, 1860.11, 21.8949
7757, 0.00000, 1860.16, 21.9018, 1860.16, 21.9018, 1860.16, 21.9018
7757, 900.00000, 1860.16, 21.9015, 1860.16, 21.9015, 1860.16, 21.9015
7757, 1800.00000, 2174.96, 22.8539, 2174.96, 22.8539, 2174.96, 22.8539
7757, 2700.00000, 2175.07, 22.8533, 2175.07, 22.8533, 2175.07, 22.8533
7758, 0.00000, 2175.07, 22.8532, 2175.07, 22.8532, 2175.07, 22.8532
7758, 900.00000, 2175.07, 22.8532, 2175.07, 22.8532, 2175.07, 22.8532
7758, 1800.00000, 2175.07, 22.8532, 2175.07, 22.8532, 2175.07, 22.8532
7758, 2700.00000, 2380.56, 23.4564, 2380.56, 23.4564, 2380.56, 23.4564
7759, 0.00000, 2380.74, 23.4558, 2380.74, 23.4558, 2380.74, 23.4558
7759, 900.00000, 2380.73, 23.4555, 2380.73, 23.4555, 2380.73, 23.4555
7759, 1800.00000, 2365.66, 23.4, 2365.66, 23.4, 2365.66, 23.4
7759, 2700.00000, 2365.79, 23.3963, 2365.79, 23.3963, 2365.79, 23.3963
7760, 0.00000, 2365.77, 23.3963, 2365.77, 23.3963, 2365.77, 23.3963
7760, 900.00000, 2365.77, 23.3963, 2365.77, 23.3963, 2365.77, 23.3963
7760, 1800.00000, 2365.77, 23.3963, 2365.77, 23.3963, 2365.77, 23.3963
7760, 2700.00000, 791.682, 19.3082, 791.682, 19.3082, 791.682, 19.3082
7761, 0.00000, 791.631, 19.3081, 791.631, 19.3081, 791.631, 19.3081
7761, 900.00000, 791.631, 19.3081, 791.631, 19.3081, 791.631, 19.3081
7761, 1800.00000, 2547.87, 23.8914, 2547.87, 23.8914, 2547.87, 23.8914
7761, 2700.00000, 2547.95, 23.8899, 2547.95, 23.8899, 2547.95, 23.8899
7762, 0.00000, 2547.94, 23.8898, 2547.94, 23.8898, 2547.94, 23.8898
7762, 900.00000, 2547.94, 23.8899, 2547.94, 23.8899, 2547.94, 23.8899
7762, 1800.00000, 2547.94, 23.8899, 2547.94, 23.8899, 2547.94, 23.8899
7762, 2700.00000, 1995.02, 22.3739, 1995.02, 22.3739, 1995.02, 22.3739
7763, 0.00000, 1994.94, 22.3741, 1994.94, 22.3741, 1994.94, 22.3741
7763, 900.00000, 1994.94, 22.3742, 1994.94, 22.3742, 1994.94, 22.3742
7763, 1800.00000, 2178.91, 22.9867, 2178.91, 22.9867, 2178.91, 22.9867
7763, 2700.00000, 2178.98, 22.9865, 2178.98, 22.9865, 2178.98, 22.9865
7764, 0.00000, 2178.98, 22.9863, 2178.98, 22.9863, 2178.98, 22.9863
7764, 900.00000, 2178.98, 22.9864, 2178.98, 22.9864, 2178.98, 22.9864
7764, 1800.00000, 2178.98, 22.9864, 2178.98, 22.9864, 2178.98, 22.9864
7764, 2700.00000, 2048.51, 22.57, 2048.51, 22.57, 2048.51, 22.57
7765, 0.00000, 2048.54, 22.5729, 2048.54, 22.5729, 2048.54, 22.5729
7765, 900.00000, 2048.54, 22.5728, 2048.54, 22.5728, 2048.54, 22.5728
7765, 1800.00000, 462.944, 18.385, 462.944, 18.385, 462.944, 18.385
7765, 2700.00000, 462.94, 18.3849, 462.94, 18.3849, 462.94, 18.3849
7766, 0.00000, 462.94, 18.3849, 462.94, 18.3849, 462.94, 18.3849
7766, 900.00000, 462.94, 18.3849, 462.94, 18.3849, 462.94, 18.3849
7766, 1800.00000, 462.94, 18.3849, 462.94, 18.3849, 462.94, 18.3849
7766, 2700.00000, 314.998, 16.9708, 314.998, 16.9708, 314.998, 16.9708
7767, 0.00000, 315.006, 16.9713, 315.006, 16.9713, 315.006, 16.9713
7767, 900.00000, 315.007, 16.9713, 315.007, 16.9713, 315.007, 16.9713
7767, 1800.00000, 150.061, 14.4347, 150.061, 14.4347, 150.061, 14.4347
7767, 2700.00000, 150.075, 14.4349, 150.075, 14.4349, 150.075, 14.4349
7768, 0.00000, 150.075, 14.4349, 150.075, 14.4349, 150.075, 14.4349
7768, 900.00000, 150.075, 14.4349, 150.075, 14.4349, 150.075, 14.4349
7768, 1800.00000, 150.075, 14.4349, 150.075, 14.4349, 150.075, 14.4349
7768, 2700.00000, 730.397, 19.0538, 730.397, 19.0538, 730.397, 19.0538
7769, 0.00000, 730.422, 19.0543, 730.422, 19.0543, 730.422, 19.0543
7769, 900.00000, 730.422, 19.0543, 730.422, 19.0543, 730.422, 19.0543
7769, 1800.00000, 1050.1, 19.9823, 1050.1, 19.9823, 1050.1, 19.9823
7769, 2700.00000, 1050.18, 19.9835, 1050.18, 19.9835, 1050.18, 19.9835
7770, 0.00000, 1050.18, 19.9835, 1050.18, 19.9835, 1050.18, 19.9835
7770, 900.00000, 1050.18, 19.9835, 1050.18, 19.9835, 1050.18, 19.9835
7770, 1800.00000, 1050.18, 19.9835, 1050.18, 19.9835, 1050.18, 19.9835
7770, 2700.00000, 1265.29, 20.5141, 1265.29, 20.5141, 1265.29, 20.5141
7771, 0.00000, 1265.39, 20.5154, 1265.39, 20.5154, 1265.39, 20.5154
7771, 900.00000, 1265.39, 20.5154, 1265.39, 20.5154, 1265.39, 20.5154
7771, 1800.00000, 1256.23, 20.2643, 1256.23, 20.2643, 1256.23, 20.2643
7771, 2700.00000, 1256.17, 20.2637, 1256.17, 20.2637, 1256.17, 20.2637
7772, 0.00000, 1256.17, 20.2637, 1256.17, 20.2637, 1256.17, 20.2637
7772, 900.00000, 1256.17, 20.2637, 1256.17, 20.2637, 1256.17, 20.2637
7772, 1800.00000, 1256.17, 20.2637, 1256.17, 20.2637, 1256.17, 20.2637
7772, 2700.00000, 717.742, 18.7192, 717.742, 18.7192, 717.742, 18.7192
7773, 0.00000, 717.721, 18.7188, 717.721, 18.7188, 717.721, 18.7188
7773, 900.00000, 717.721, 18.7188, 717.721, 18.7188, 717.721, 18.7188
7773, 1800.00000, 689.193, 18.6281, 689.193, 18.6281, 689.193, 18.6281
7773, 2700.00000, 689.184, 18.6279, 689.184, 18.6279, 689.184, 18.6279
7774, 0.00000, 689.184, 18.6279, 689.184, 18.6279, 689.184, 18.6279
7774, 900.00000, 689.184, 18.6279, 689.184, 18.6279, 689.184, 18.6279
7774, 1800.00000, 689.184, 18.6279, 689.184, 18.6279, 689.184, 18.6279
7774, 2700.00000, 537.63, 18.1712, 537.63, 18.1712, 537.63, 18.1712
7775, 0.00000, 537.608, 18.1708, 537.608, 18.1708, 537.608, 18.1708
7775, 900.00000, 537.608, 18.1708, 537.608, 18.1708, 537.608, 18.1708
7775, 1800.00000, 556.509, 18.435, 556.509, 18.435, 556.509, 18.435
7775, 2700.00000, 556.515, 18.4351, 556.515, 18.4351, 556.515, 18.4351
7776, 0.00000, 556.515, 18.4351, 556.515, 18.4351, 556.515, 18.4351
7776, 900.00000, 556.515, 18.4351, 556.515, 18.4351, 556.515, 18.4351
7776, 1800.00000, 556.515, 18.4351, 556.515, 18.4351, 556.515, 18.4351
7776, 2700.00000, 586.435, 18.7777, 586.435, 18.7777, 586.435, 18.7777
7777, 0.00000, 586.448, 18.7781, 586.448, 18.7781, 586.448, 18.7781
7777, 900.00000, 586.448, 18.7781, 586.448, 18.7781, 586.448, 18.7781
7777, 1800.00000, 862.676, 19.5874, 862.676, 19.5874, 862.676, 19.5874
7777, 2700.00000, 862.701, 19.5879, 862.701, 19.5879, 862.701, 19.5879
7778, 0.00000, 862.702, 19.5879, 862.702, 19.5879, 862.702, 19.5879
7778, 900.00000, 862.702, 19.5879, 862.702, 19.5879, 862.702, 19.5879
7778, 1800.00000, 862.702, 19.5879, 862.702, 19.5879, 862.702, 19.5879
7778, 2700.00000, 672.363, 18.9283, 672.363, 18.9283, 672.363, 18.9283
7779, 0.00000, 672.299, 18.9264, 672.299, 18.9264, 672.299, 18.9264
7779, 900.00000, 672.298, 18.9264, 672.298, 18.9264, 672.298, 18.9264
7779, 1800.00000, 830.284, 19.2624, 830.284, 19.2624, 830.284, 19.2624
7779, 2700.00000, 830.382, 19.266, 830.382, 19.266, 830.382, 19.266
7780, 0.00000, 830.383, 19.266, 830.383, 19.266, 830.383, 19.266
7780, 900.00000, 830.383, 19.266, 830.383, 19.266, 830.383, 19.266
7780, 1800.00000, 830.383, 19.266, 830.383, 19.266, 830.383, 19.266
7780, 2700.00000, 819.37, 19.1789, 819.37, 19.1789, 819.37, 19.1789
7781, 0.00000, 819.391, 19.1762, 819.391, 19.1762, 819.391, 19.1762
7781, 900.00000, 819.391, 19.1762, 819.391, 19.1762, 819.391, 19.1762
7781, 1800.00000, 763.603, 18.995, 763.603, 18.995, 763.603, 18.995
7781, 2700.00000, 763.587, 18.9943, 763.587, 18.9943, 763.587, 18.9943
7782, 0.00000, 763.587, 18.9943, 763.587, 18.9943, 763.587, 18.9943
7782, 900.00000, 763.587, 18.9943, 763.587, 18.9943, 763.587, 18.9943
7782, 1800.00000, 763.587, 18.9943, 763.587, 18.9943, 763.587, 18.9943
7782, 2700.00000, 813.947, 19.1404, 813.947, 19.1404, 813.947, 19.1404
7783, 0.00000, 813.977, 19.1415, 813.977, 19.1415, 813.977, 19.1415
7783, 900.00000, 813.978, 19.1415, 813.978, 19.1415, 813.978, 19.1415
7783, 1800.00000, 608.421, 18.5823, 608.421, 18.5823, 608.421, 18.5823
7783, 2700.00000, 608.372, 18.5809, 608.372, 18.5809, 608.372, 18.5809
7784, 0.00000, 608.372, 18.5809, 608.372, 18.5809, 608.372, 18.5809
7784, 900.00000, 608.372, 18.5809, 608.372, 18.5809, 608.372, 18.5809
7784, 1800.00000, 608.372, 18.5809, 608.372, 18.5809, 608.372, 18.5809
7784, 2700.00000, 639.42, 18.8476, 639.42, 18.8476, 639.42, 18.8476
7785, 0.00000, 639.434, 18.848, 639.434, 18.848, 639.434, 18.848
7785, 900.00000, 639.434, 18.848, 639.434, 18.848, 639.434, 18.848
7785, 1800.00000, 389.629, 17.8864, 389.629, 17.8864, 389.629, 17.8864
7785, 2700.00000, 389.63, 17.8868, 389.63, 17.8868, 389.63, 17.8868
7786, 0.00000, 389.63, 17.8868, 389.63, 17.8868, 389.63, 17.8868
7786, 900.00000, 389.63, 17.8868, 389.63, 17.8868, 389.63, 17.8868
7786, 1800.00000, 389.63, 17.8868, 389.63, 17.8868, 389.63, 17.8868
7786, 2700.00000, 734.82, 19.1943, 734.82, 19.1943, 734.82, 19.1943
7787, 0.00000, 734.838, 19.1946, 734.838, 19.1946, 734.838, 19.1946
7787, 900.00000, 734.838, 19.1947, 734.838, 19.1947, 734.838, 19.1947
7787, 1800.00000, 770.928, 19.2338, 770.928, 19.2338, 770.928, 19.2338
7787, 2700.00000, 770.944, 19.2344, 770.944, 19.2344, 770.944, 19.2344
